# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:53:01 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-11-04 00:00:00 PDT,+9600.65+0.656102j,-0+0j,+761904+53675.2j,+0+0j,+0+0j,+0+0j,+761660+50479.6j,+5600.28+0.287619j,-0+0j,+755884+48345.1j,+0+0j,-0+0j,+313056+11246.8j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43116.1+21599.9j,+0+0j,+43123.9+21587.3j,+1.46156e-06+1.20365e-05j,-0+0j,+1.43442e-06+1.20337e-05j,+0+0j,+1.41839e-06+1.20598e-05j,+0+0j,+0+0j,+0+0j,+1.41391e-06+1.20235e-05j,+1.42245e-06+1.20331e-05j,+1.45213e-06+1.21008e-05j,+0+0j,+0+0j,+28220+9871.91j,+225868-31485.3j,-0+0j,+28223.4+9853.11j,+7210.69+0.694522j,-0+0j,+225704-31725.7j,+42922.2+21485.1j,+182619-53453.5j,-0+0j,+182543-53573j,+0+0j,+75115.3+53666.3j,+70326.3-132239j,+31693.1-132317j,+31633.8-132374j,+31566.3-132443j,+442019+32567.9j,+441885+31853.5j,+12039.9+2.85373j,+429746+31399.8j,+12040.6+1.27052j,+32174+9840.57j,+396975+19840.8j,+11161.3+1.28098j,-1.8326e-06-6.57661e-06j,-0+0j,+241611-176905j,+38348.4+133106j,+0+0j,+0+0j,+0+0j,-0+0j,+241122-177637j,+0+0j,+0+0j,+56306.8-218441j,+99148.7-34502.7j,+30178.7-218878j,-1.12054e-09+3.03015e-09j,+30125.6-218982j,+435.12-219416j,+240.102-219853j,-0+0j,+120.918-220097j,+0+0j,+93380.2-34974.6j,-0+0j,+62643.6-35250.4j,+42709.5-35404.3j,+19880.4+42.7243j,-0+0j,+19879.8+23.2345j,-0+0j,+19882.7+4.91127j,+11551.1+1.08818j,+24279.2+0.630489j,+24277.5+0.600982j,-4.75014e-06+1.08385e-05j,-4.75421e-06+1.08362e-05j,-0+0j,+13934.1+133019j,+0+0j,+0+0j,+44860.4+30.7749j,-30965.7+132961j,+22812.1+12.2511j,-0+0j,-31069.7+132926j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+269557-12261j,+771942+57701.2j,+442226+33978.9j,+280081-42889.7j,+13995.8+133063j
2016-11-04 22:00:00 PDT,+15651.7+1.73758j,+0+0j,+813300-405102j,+0+0j,+0+0j,+0+0j,+813532-409444j,+9550.81+0.82536j,+0+0j,+804109-412332j,+0+0j,+0+0j,+339612-149892j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44139.5+22080.9j,+0+0j,+44119.6+22085.7j,+3.50199e-06+6.38526e-06j,+0+0j,+3.5162e-06+6.47329e-06j,+0+0j,+3.48794e-06+6.47432e-06j,+0+0j,+0+0j,+0+0j,+3.49823e-06+6.50131e-06j,+3.48268e-06+6.49386e-06j,+3.50635e-06+6.49716e-06j,+0+0j,+0+0j,+21742.4-21373.6j,+249018-167385j,+0+0j,+21739.2-21403.4j,+11981.8+1.86376j,+0+0j,+248815-167775j,+44197+22123.2j,+204415-190294j,+0+0j,+204307-190563j,+0+0j,+77555.9+55410.8j,+101777-208436j,+40293.6-208680j,+40167.9-208879j,+40020.7-209108j,+464463-269018j,+464475-270227j,+19270.9+6.84141j,+445185-270981j,+19271.4+3.15598j,+27870-21507.8j,+416405-251922j,+18133.2+3.25881j,-1.44419e-06+1.64618e-05j,+0+0j,+275147-415865j,+67647+211507j,+0+0j,+0+0j,+0+0j,+0+0j,+273886-417491j,+0+0j,+0+0j,+88342.7-229884j,+109465-100078j,+46968.8-230376j,-3.40176e-08-1.08937e-08j,+46914.4-230487j,+414.883-230949j,+240.602-231411j,+0+0j,+121.563-231677j,+0+0j,+99455.9-100832j,+0+0j,+51210.9-101273j,+18392.6-101524j,+32649.6+88.8732j,+0+0j,+32645.1+50.2162j,+0+0j,+32646.9+12.4553j,+18752.7+2.71149j,+35385.6+10.4246j,+35383.3+7.30522j,+2.20888e-05-7.73937e-06j,+2.20983e-05-7.72168e-06j,+0+0j,+31875.9+211106j,+0+0j,+0+0j,+70461.8+72.7841j,-38713.4+210862j,+35878.6+29.0282j,+0+0j,-38953.9+210658j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+294898-173859j,+828688-399494j,+464325-266560j,+343340-202764j,+32056.4+211305j
2016-11-04 23:00:00 PDT,+12721.1+1.14741j,+0+0j,+728127-412871j,+0+0j,+0+0j,+0+0j,+728345-416693j,+7600.52+0.522302j,+0+0j,+720870-419235j,+0+0j,+0+0j,+306735-154044j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44217.2+22123.2j,+0+0j,+44200.6+22126.2j,+3.52803e-06+7.34178e-06j,+0+0j,+3.53481e-06+7.41248e-06j,+0+0j,+3.57995e-06+7.42021e-06j,+0+0j,+0+0j,+0+0j,+3.57147e-06+7.42125e-06j,+3.55241e-06+7.3953e-06j,+3.50521e-06+7.36943e-06j,+0+0j,+0+0j,+19464.8-21380.4j,+223322-168358j,+0+0j,+19461.7-21407.9j,+9651.19+1.20664j,+0+0j,+223141-168693j,+44294.2+22171.9j,+178666-191204j,+0+0j,+178571-191438j,+0+0j,+77740.1+55542.4j,+75756.5-209413j,+26621.6-209636j,+26493.7-209833j,+26347.7-210052j,+414118-270961j,+414127-272015j,+15800.3+4.66892j,+398312-272670j,+15800.9+2.119j,+24555.9-21507.2j,+372972-253336j,+14762.1+2.15592j,-2.00044e-06-2.07986e-06j,+0+0j,+239738-417460j,+59513+212363j,+0+0j,+0+0j,+0+0j,+0+0j,+238561-419000j,+0+0j,+0+0j,+70235.9-230894j,+91850.1-100576j,+37590.5-231370j,+3.33023e-08+1.89454e-08j,+37535.9-231482j,+437.685-231949j,+246.423-232418j,+0+0j,+124.264-232684j,+0+0j,+83825.4-101223j,+0+0j,+45227.1-101608j,+18617.9-101832j,+26443.7+67.8769j,+0+0j,+26441.7+37.4128j,+0+0j,+26444.5+8.15008j,+15271.8+1.78913j,+28621.3+3.4521j,+28619.3+2.53101j,+8.1948e-06-7.38757e-06j,+8.17851e-06-7.36431e-06j,+0+0j,+30512.8+211974j,+0+0j,+0+0j,+55444.3+44.9241j,-25068.7+211754j,+28237.7+17.9185j,+0+0j,-25296.7+211549j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+262058-177830j,+740586-407958j,+414021-268820j,+299711-203731j,+30688.8+212169j
2016-11-05 00:00:00 PDT,+10070.7+0.718946j,+0+0j,+668805-417812j,+0+0j,+0+0j,+0+0j,+668992-421285j,+5850.31+0.309325j,+0+0j,+663253-423596j,+0+0j,+0+0j,+284107-156755j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44260.6+22147.1j,+0+0j,+44246.1+22149j,-1.08192e-05+8.57424e-06j,+0+0j,-1.08192e-05+8.60792e-06j,+0+0j,-1.08489e-05+8.64412e-06j,+0+0j,+0+0j,+0+0j,-1.07619e-05+8.67289e-06j,-1.08157e-05+8.64208e-06j,-1.08472e-05+8.62912e-06j,+0+0j,+0+0j,+17402-21381.9j,+205963-168991j,+0+0j,+17398.8-21407.6j,+7550.73+0.737664j,+0+0j,+205794-169290j,+44348.6+22199.1j,+161276-191792j,+0+0j,+161188-192005j,+0+0j,+77843.4+55616.1j,+58199.9-210044j,+17841.6-210256j,+17711.5-210451j,+17565.6-210664j,+379112-272078j,+379113-273030j,+12649.9+3.05801j,+366449-273622j,+12650.6+1.3574j,+21545.1-21503.4j,+344190-254115j,+11711.3+1.35555j,+2.08993e-05-9.51812e-06j,+0+0j,+214760-418418j,+55587+212934j,+0+0j,+0+0j,+0+0j,+0+0j,+213635-419900j,+0+0j,+0+0j,+58625.7-231497j,+78262.4-100901j,+31468.8-231966j,-2.79368e-08-2.06966e-08j,+31413.6-232079j,+454.304-232548j,+251.014-233021j,+0+0j,+126.362-233285j,+0+0j,+72008.8-101473j,+0+0j,+39780.7-101819j,+18776.9-102020j,+20840.3+50.6038j,+0+0j,+20839.8+27.2481j,+0+0j,+20842.8+5.06216j,+12121.1+1.12338j,+24739.1+0.523768j,+24737.4+0.517278j,-3.08587e-07+1.06121e-05j,-2.98503e-07+1.06167e-05j,+0+0j,+30474.1+212551j,+0+0j,+0+0j,+46631.3+31.6785j,-16299.9+212339j,+23712.4+12.6106j,+0+0j,-16521.3+212132j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+239446-180418j,+678635-413371j,+379046-270146j,+270762-204254j,+30646.7+212744j
2016-11-05 01:00:00 PDT,+8760.54+0.544025j,+0+0j,+645742-419585j,+0+0j,+0+0j,+0+0j,+645911-422923j,+5000.22+0.225945j,+0+0j,+641012-425144j,+0+0j,+0+0j,+275426-157750j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44271.4+22153.3j,+0+0j,+44257.8+22154.9j,-3.25089e-06-3.0162e-06j,+0+0j,-3.27834e-06-3.02525e-06j,+0+0j,-3.27173e-06-3.05118e-06j,+0+0j,+0+0j,+0+0j,-3.27207e-06-3.04867e-06j,-3.27336e-06-3.05104e-06j,-3.28633e-06-3.0114e-06j,+0+0j,+0+0j,+16387-21380.6j,+199473-169221j,+0+0j,+16383.8-21405.5j,+6520.54+0.549919j,+0+0j,+199307-169507j,+44362.7+22206.1j,+154778-192002j,+0+0j,+154693-192208j,+0+0j,+77870.4+55635.3j,+51650.2-210268j,+14778.8-210475j,+14647.6-210670j,+14501.6-210880j,+365534-272428j,+365532-273341j,+11079.8+2.38243j,+354438-273908j,+11080.5+1.04123j,+20050.7-21500.1j,+333695-254342j,+10201+1.0282j,+4.55278e-06+1.1709e-05j,+0+0j,+204829-418722j,+54964+213141j,+0+0j,+0+0j,+0+0j,+0+0j,+203723-420182j,+0+0j,+0+0j,+54541.9-231684j,+72332-101018j,+29237-232151j,+2.05349e-09-2.53249e-08j,+29181.4-232263j,+461.16-232733j,+253.067-233207j,+0+0j,+127.288-233470j,+0+0j,+66936.3-101560j,+0+0j,+37081.9-101889j,+18840-102080j,+18079.2+42.6666j,+0+0j,+18079.1+22.7019j,+0+0j,+18082.1+3.81302j,+10560.8+0.851821j,+23768.6-0.0874061j,+23766.9+0.0940521j,+1.74518e-05+2.39173e-06j,+1.74566e-05+2.38287e-06j,+0+0j,+30823.5+212758j,+0+0j,+0+0j,+43917.7+28.0525j,-13238.8+212548j,+22301+11.1479j,+0+0j,-13458.2+212339j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+230771-181363j,+654278-415329j,+365483-270574j,+260194-204400j,+30994.9+212951j
2016-11-05 02:00:00 PDT,+8420.5+0.502593j,+0+0j,+638686-420123j,+0+0j,+0+0j,+0+0j,+638851-423422j,+4700.2+0.199632j,+0+0j,+634250-425617j,+0+0j,+0+0j,+272750-158052j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44276.9+22156.3j,+0+0j,+44263.6+22157.8j,+6.52748e-07+5.21142e-06j,+0+0j,+6.25431e-07+5.20046e-06j,+0+0j,+6.12705e-07+5.22528e-06j,+0+0j,+0+0j,+0+0j,+6.14798e-07+5.18509e-06j,+6.09522e-07+5.16882e-06j,+5.69462e-07+5.14168e-06j,+0+0j,+0+0j,+16081.9-21380.7j,+197445-169300j,+0+0j,+16078.6-21405.3j,+6210.49+0.498789j,+0+0j,+197280-169582j,+44369.2+22209.4j,+152746-192077j,+0+0j,+152662-192280j,+0+0j,+77882.6+55644j,+49597.6-210348j,+13761.7-210554j,+13630.3-210749j,+13484.3-210959j,+361444-272541j,+361441-273443j,+10739.8+2.24704j,+350687-274003j,+10740.4+0.978226j,+19675.9-21499.4j,+330326-254417j,+9820.94+0.952898j,-3.7657e-06-8.06028e-06j,+0+0j,+201816-418831j,+54588.3+213215j,+0+0j,+0+0j,+0+0j,+0+0j,+200716-420285j,+0+0j,+0+0j,+53193.8-231755j,+70638.5-101056j,+28579.6-232221j,+1.26608e-09+2.63136e-08j,+28523.9-232334j,+463.261-232805j,+253.629-233279j,+0+0j,+127.549-233543j,+0+0j,+65544.8-101589j,+0+0j,+36341.3-101914j,+18859.9-102102j,+17319+40.5548j,+0+0j,+17319+21.5042j,+0+0j,+17322+3.50615j,+10170.8+0.789751j,+23398.4-0.30697j,+23396.8-0.0582122j,+1.44677e-05+4.35181e-07j,+1.44903e-05+4.53543e-07j,+0+0j,+30818.6+212833j,+0+0j,+0+0j,+42896.4+26.7455j,-12223+212623j,+21770.5+10.6213j,+0+0j,-12441.7+212414j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+228096-181652j,+646885-415920j,+361397-270710j,+256801-204449j,+30989.5+213025j
2016-11-05 03:00:00 PDT,+8200.47+0.476684j,+0+0j,+639529-419985j,+0+0j,+0+0j,+0+0j,+639689-423281j,+4600.19+0.19124j,+0+0j,+635185-425475j,+0+0j,+0+0j,+273187-157977j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44271.1+22153.3j,+0+0j,+44257.7+22154.8j,-7.30456e-06+1.49186e-05j,+0+0j,-7.30794e-06+1.49378e-05j,+0+0j,-7.24546e-06+1.50251e-05j,+0+0j,+0+0j,+0+0j,-7.26726e-06+1.50381e-05j,-7.26437e-06+1.50343e-05j,-7.27967e-06+1.50392e-05j,+0+0j,+0+0j,+15931.5-21379.3j,+197928-169285j,+0+0j,+15928.2-21403.8j,+6060.47+0.475046j,+0+0j,+197762-169568j,+44362.3+22205.9j,+153234-192059j,+0+0j,+153149-192262j,+0+0j,+77869.7+55634.8j,+50098.7-210325j,+14207.6-210531j,+14076.1-210726j,+13930-210935j,+361935-272472j,+361931-273374j,+10439.8+2.13136j,+351476-273934j,+10440.4+0.924443j,+19415.3-21498.1j,+331373-254352j,+9560.89+0.903217j,-4.84626e-06+4.34919e-06j,+0+0j,+202025-418764j,+55424.7+213195j,+0+0j,+0+0j,+0+0j,+0+0j,+200925-420217j,+0+0j,+0+0j,+53785.1-231704j,+70265.6-101046j,+28800-232170j,-2.00246e-09-8.72928e-09j,+28744.3-232283j,+463.314-232753j,+253.8-233226j,+0+0j,+127.614-233489j,+0+0j,+65272.6-101577j,+0+0j,+35899.5-101902j,+18858.3-102088j,+16878.9+39.3387j,+0+0j,+16879+20.8287j,+0+0j,+16881.9+3.32906j,+9900.74+0.748498j,+23848.7-0.0405779j,+23847+0.12498j,-1.17753e-05+9.88263e-06j,-1.17449e-05+9.88663e-06j,+0+0j,+31204.9+212811j,+0+0j,+0+0j,+43727.4+27.7863j,-12667.2+212601j,+22180.9+11.028j,+0+0j,-12886.3+212391j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+228534-181573j,+647511-415789j,+361889-270641j,+257848-204399j,+31375.9+213004j
2016-11-05 04:00:00 PDT,+8230.47+0.480247j,+0+0j,+659966-418056j,+0+0j,+0+0j,+0+0j,+660118-421437j,+4650.19+0.195486j,+0+0j,+655559-423687j,+0+0j,+0+0j,+281368-156899j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44239+22136.4j,+0+0j,+44224.7+22138.3j,+1.27025e-05-6.71025e-06j,+0+0j,+1.26944e-05-6.71437e-06j,+0+0j,+1.2729e-05-6.66628e-06j,+0+0j,+0+0j,+0+0j,+1.27299e-05-6.6754e-06j,+1.27552e-05-6.68602e-06j,+1.27645e-05-6.65171e-06j,+0+0j,+0+0j,+15959.2-21374.3j,+204699-169068j,+0+0j,+15955.9-21398.8j,+6100.48+0.481734j,+0+0j,+204526-169363j,+44322.7+22186.1j,+160030-191846j,+0+0j,+159941-192055j,+0+0j,+77794.9+55581.5j,+56991.2-210079j,+18377.8-210288j,+18246.9-210481j,+18100.1-210692j,+374108-271902j,+374101-272832j,+10449.8+2.13675j,+363635-273409j,+10450.4+0.926757j,+19431.8-21494.7j,+343487-253889j,+9590.9+0.909567j,+1.12078e-05-9.89161e-06j,+0+0j,+210169-418253j,+59428.6+212973j,+0+0j,+0+0j,+0+0j,+0+0j,+209057-419717j,+0+0j,+0+0j,+59226.9-231348j,+73066.6-100920j,+31516.6-231816j,-6.17862e-09-1.03967e-08j,+31460.8-231928j,+458.685-232395j,+252.989-232865j,+0+0j,+127.207-233127j,+0+0j,+68021.5-101465j,+0+0j,+35927.4-101797j,+18806-101982j,+16959.2+39.5618j,+0+0j,+16959.1+21.0071j,+0+0j,+16961.9+3.36337j,+9930.74+0.754216j,+26570.2+1.79711j,+26568.3+1.3875j,+3.36654e-07+3.56134e-06j,+3.48452e-07+3.57536e-06j,+0+0j,+32486.3+212583j,+0+0j,+0+0j,+49174.7+35.1406j,-16829.6+212366j,+24903.7+13.9204j,+0+0j,-17051.6+212157j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+236715-180518j,+667982-413756j,+374057-270013j,+270014-204059j,+32658.2+212779j
2016-11-05 05:00:00 PDT,+8950.56+0.568115j,+0+0j,+706125-413794j,+0+0j,+0+0j,+0+0j,+706268-417400j,+5050.23+0.230708j,+0+0j,+701300-419801j,+0+0j,+0+0j,+299564-154549j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44179.5+22104.7j,+0+0j,+44163.3+22107.6j,+1.10415e-05-1.61833e-06j,+0+0j,+1.10382e-05-1.5476e-06j,+0+0j,+1.10225e-05-1.52743e-06j,+0+0j,+0+0j,+0+0j,+1.10455e-05-1.52677e-06j,+1.10139e-05-1.53417e-06j,+1.09849e-05-1.54805e-06j,+0+0j,+0+0j,+16460.8-21366.6j,+219452-168575j,+0+0j,+16457.6-21391.6j,+6630.56+0.569974j,+0+0j,+219263-168897j,+44248.8+22149.2j,+174826-191371j,+0+0j,+174729-191596j,+0+0j,+77655.2+55481.7j,+71975.5-209545j,+26920.9-209761j,+26791.2-209954j,+26643.2-210169j,+401621-270726j,+401611-271726j,+11369.8+2.50593j,+390221-272347j,+11370.5+1.09828j,+20241-21490.7j,+369198-252969j,+10431.1+1.07738j,+5.73109e-06+1.73134e-06j,+0+0j,+228751-417240j,+66629+212501j,+0+0j,+0+0j,+0+0j,+0+0j,+227605-418735j,+0+0j,+0+0j,+70419.2-230658j,+80660.1-100649j,+37237.6-231132j,-9.67295e-09-6.528e-09j,+37181.7-231243j,+447.622-231705j,+250.604-232170j,+0+0j,+126.075-232432j,+0+0j,+75206.7-101232j,+0+0j,+37288.5-101587j,+18685.8-101775j,+18440.2+43.7032j,+0+0j,+18439.5+23.4614j,+0+0j,+18442.2+3.98927j,+10800.9+0.895022j,+31903.5+6.51351j,+31901.2+4.61575j,-1.18294e-05+9.33337e-06j,-1.18482e-05+9.33162e-06j,+0+0j,+34350+212099j,+0+0j,+0+0j,+59571+51.6431j,-25355.8+211867j,+30130.2+20.4282j,+0+0j,-25584.3+211658j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+254902-178238j,+714867-409212j,+401555-268692j,+295838-203400j,+34524.4+212298j
2016-11-05 06:00:00 PDT,+10820.8+0.830537j,+0+0j,+763348-408677j,+0+0j,+0+0j,+0+0j,+763494-412612j,+6300.35+0.359251j,+0+0j,+757274-415230j,+0+0j,+0+0j,+321690-151781j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44125.6+22075.5j,+0+0j,+44107.2+22079.5j,-1.76958e-05+1.64008e-05j,+0+0j,-1.76947e-05+1.64777e-05j,+0+0j,-1.76962e-05+1.64721e-05j,+0+0j,+0+0j,+0+0j,-1.77118e-05+1.64367e-05j,-1.77241e-05+1.64366e-05j,-1.77639e-05+1.64357e-05j,+0+0j,+0+0j,+17915.9-21361.9j,+236820-167934j,+0+0j,+17912.7-21388.1j,+8120.85+0.856241j,+0+0j,+236616-168292j,+44181.3+22115.4j,+192231-190770j,+0+0j,+192124-191017j,+0+0j,+77527.3+55390.4j,+89565.1-208895j,+36227.1-209124j,+36098.7-209318j,+35949.7-209539j,+435448-269437j,+435440-270536j,+13580+3.50758j,+421836-271219j,+13580.7+1.56812j,+22353.6-21490.8j,+398617-252021j,+12581.5+1.56934j,-5.32753e-06+6.48806e-06j,+0+0j,+252412-416171j,+72462.9+211933j,+0+0j,+0+0j,+0+0j,+0+0j,+251215-417718j,+0+0j,+0+0j,+82727.3-229966j,+92230.2-100326j,+43573.2-230449j,+1.24642e-08+1.30725e-08j,+43517.5-230560j,+432.435-231019j,+246.779-231478j,+0+0j,+124.301-231740j,+0+0j,+85509.1-100972j,+0+0j,+41102.2-101362j,+18536-101564j,+22402.5+55.3001j,+0+0j,+22400.7+30.2647j,+0+0j,+22403.3+5.88723j,+13021.3+1.30535j,+36706.8+12.0344j,+36704.2+8.38966j,+3.49548e-06+3.6389e-06j,+3.45596e-06+3.61892e-06j,+0+0j,+35375.7+211521j,+0+0j,+0+0j,+69890.4+71.293j,-34642.9+211272j,+35377.9+28.2314j,+0+0j,-34879.5+211063j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+277005-175583j,+773964-403664j,+435359-267201j,+325389-202751j,+35553.3+211723j
2016-11-05 07:00:00 PDT,+12421.1+1.09384j,+0+0j,+734136-412022j,+0+0j,+0+0j,+0+0j,+734365-415908j,+7100.45+0.455769j,+0+0j,+727400-418493j,+0+0j,+0+0j,+309674-153491j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44220.7+22124.6j,+0+0j,+44203.7+22127.8j,+1.42857e-05-2.72241e-06j,+0+0j,+1.42446e-05-2.70296e-06j,+0+0j,+1.42942e-05-2.64591e-06j,+0+0j,+0+0j,+0+0j,+1.42764e-05-2.67769e-06j,+1.43199e-05-2.63707e-06j,+1.4311e-05-2.62326e-06j,+0+0j,+0+0j,+19061.1-21383.5j,+225821-168319j,+0+0j,+19058-21410.7j,+9251.09+1.10859j,+0+0j,+225636-168660j,+44295.7+22172.6j,+181156-191178j,+0+0j,+181059-191417j,+0+0j,+77742+55543.7j,+78249.8-209391j,+27702.8-209618j,+27574.1-209816j,+27426.5-210037j,+417720-270878j,+417731-271951j,+15700.3+4.61172j,+402017-272618j,+15700.9+2.09172j,+24251.6-21512.6j,+376973-253314j,+14462+2.06862j,+4.43513e-06-1.53749e-06j,+0+0j,+243151-417504j,+60091+212377j,+0+0j,+0+0j,+0+0j,+0+0j,+241968-419047j,+0+0j,+0+0j,+73304.1-230900j,+92213.9-100590j,+39213.9-231380j,+2.18391e-08+1.86508e-08j,+39158.8-231492j,+438.03-231959j,+247.165-232428j,+0+0j,+124.635-232693j,+0+0j,+84688.9-101238j,+0+0j,+44410.1-101624j,+18601.2-101843j,+25643.6+65.2459j,+0+0j,+25641.6+35.9323j,+0+0j,+25644.3+7.70101j,+14971.7+1.71944j,+27110.1+2.2012j,+27108.6+1.69613j,-4.17011e-06+5.31812e-06j,-4.1713e-06+5.31115e-06j,+0+0j,+32601.4+211988j,+0+0j,+0+0j,+58599.5+50.1169j,-26134.9+211760j,+29799.7+19.9542j,+0+0j,-26365.5+211552j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+264980-177298j,+746271-407032j,+417613-268699j,+303710-203745j,+32777.3+212185j
2016-11-05 08:00:00 PDT,+10780.8+0.8236j,+0+0j,+649822-419635j,+0+0j,+0+0j,+0+0j,+650057-423109j,+5700.29+0.293402j,+0+0j,+644500-425421j,+0+0j,+0+0j,+276724-157636j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44330.7+22183.2j,+0+0j,+44317.3+22184.6j,-1.81863e-06+6.70047e-06j,+0+0j,-1.81401e-06+6.70454e-06j,+0+0j,-1.82811e-06+6.72556e-06j,+0+0j,+0+0j,+0+0j,-1.81331e-06+6.73666e-06j,-1.84706e-06+6.6916e-06j,-1.83585e-06+6.7715e-06j,+0+0j,+0+0j,+17641.5-21399.4j,+199335-169258j,+0+0j,+17638.3-21425.3j,+7780.77+0.781962j,+0+0j,+199174-169550j,+44430.7+22240.2j,+154583-192085j,+0+0j,+154500-192295j,+0+0j,+77996.7+55725.6j,+51334.8-210406j,+12292.5-210618j,+12160.4-210818j,+12013.8-211033j,+367813-273012j,+367825-273958j,+14020.1+3.70902j,+353796-274545j,+14020.7+1.66468j,+22466-21522.3j,+330654-254986j,+12621.6+1.57152j,+1.76195e-05-3.80082e-06j,+0+0j,+209187-419421j,+47588.4+213304j,+0+0j,+0+0j,+0+0j,+0+0j,+208068-420902j,+0+0j,+0+0j,+53676.7-232179j,+77516.5-101114j,+29404.4-232650j,-1.23827e-08+1.05274e-08j,+29349.1-232764j,+459.71-233241j,+252.116-233721j,+0+0j,+127.016-233988j,+0+0j,+71411.6-101682j,+0+0j,+40982.3-102024j,+18817.7-102232j,+22000.6+53.9614j,+0+0j,+22000.1+29.126j,+0+0j,+22003.2+5.68251j,+13081.3+1.30487j,+17305.1-2.91878j,+17304.2-1.84307j,+5.33168e-06+8.15298e-06j,+5.33972e-06+8.1284e-06j,+0+0j,+29908.3+212929j,+0+0j,+0+0j,+40503.6+23.9028j,-10744.2+212723j,+20669.4+9.5552j,+0+0j,-10964.3+212512j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+232036-181317j,+660310-415172j,+367736-271096j,+257170-204947j,+30079.9+213120j
