# file...... Overhead_lines_power_in_A.csv
# date...... Fri Oct 27 14:53:00 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-09-02 00:00:00 PDT,+0-0i,+0-0i,+1.00646e+06+150805i,+0+0j,+0+0j,+0+0j,+998624+143823i,+0-0i,+87723+30706.2i,+908094+108503i,+62152.6+30624.9i,+0-0i,+395580-51508.6i,+41491.1+20757.1i,+20576+9781.09i,+0+0j,+0+0j,+54013+19127.6i,+124200+59104.9i,+41378.5+19092.7i,+0-0i,+124125+58957i,+0-0i,+124078+58815.8i,+41340.6+18973.5i,+82675.4+39678.7i,+41331.8+18949.8i,+0-0i,+41323.5+18930.4i,+41325+20678.2i,+7.10064e-06+2.71471e-06i,+7.11926e-06+2.74034e-06i,+0+0j,+0+0j,+41510.9+20795.4i,+161313-145980i,+41483.1+20755.4i,+0-0i,+0+0j,+0-0i,+161222-146160i,+0-0i,+157230-146340i,+25560.6+9478.02i,+131586-155986i,+4800.29+0.293732i,+72947.7+52120.8i,+21930.1-232511i,+6212.27-232814i,+6109.4-233127i,-476.552-233424i,+488463+151915i,+474567+150711i,+20644.3+10325.3i,+467384+417179i,+1.66759e-08+1.09411e-08i,+0-0i,+465396+413861i,+0+0j,+1.09405e-05-3.04592e-06i,+52791.2+61.9722i,+218458+87875.3i,+120921+268657i,+46588.8+39.2757i,+26424.8+14.9497i,+22515.6+5.69146i,+0-0i,+218077+87599.4i,+0+0j,+0+0j,+57279.5-195626i,+58421.3+230021i,+57165.2-195894i,+43238.3+21632.6i,+13895.2-217598i,+13782.4-218045i,+13645.6-218514i,+0-0i,+67.6705-218741i,+0+0j,+57607.7+228656i,+20163-52633.3i,+36914.2+280404i,+0-0i,+36498.3+279625i,+0-0i,+36173.6+279030i,+35907.5+278421i,+4.92232e-06-8.02957e-06i,+0-0i,+20139.1+3.27929i,+2.34621e-06-8.11794e-06i,+2.33166e-06-8.11744e-06i,+2.31686e-06-8.09782e-06i,+0-0i,+100558+267660i,+0+0j,+0+0j,+0-0i,+100420+267062i,+0+0j,+99205.5+30919.2i,+1093.45+235449i,+75267.1+30718.1i,+8941.89+1.91653i,+66243.8+30633.8i,+45208.5+21191.9i,+2880.11+0.112818i,+215544-132173i,+1.02857e+06+160495i,+509108+154542i,+393496+358987i,+100675+268151i
2016-09-02 22:00:00 PDT,-0+0i,-0+0i,+1.00958e+06-346940i,+0+0j,+0+0j,+0+0j,+998384-355468i,-0+0i,+88728.9+316.793i,+906533-361396i,+51807+243.919i,-0+0i,+349610-339162i,+42288.8+21156.2i,+9471.19-20959.9i,+0+0j,+0+0j,+38244.2-42621.8i,+80207.1-63504.6i,+18471-42655.4i,-0+0i,+80204.9-63602.4i,-0+0i,+80196.1-63699.6i,+18428.2-42749.6i,+61745.6-21051.3i,+18419.6-42777.3i,-0+0i,+18411.4-42796.8i,+43328.8+21680.4i,+5.53856e-06+2.32617e-06i,+5.52681e-06+2.31576e-06i,+0+0j,+0+0j,+43152.7+21629.7i,+167577-248622i,+43121.8+21575.3i,-0+0i,+0+0j,-0+0i,+167345-249008i,-0+0i,+160191-249392i,+17466.4-21425.7i,+142519-228299i,+8330.84+0.848396i,+76035.5+54326.9i,+42525.8-244916i,+18941-245207i,+18790-245507i,+7832.81-245782i,+523894-32563.5i,+502369-34057.7i,+21225.3+10615.5i,+466463+295953i,-1.23823e-08-1.74656e-08i,-0+0i,+464837+293154i,+0+0j,-2.86547e-06+6.25104e-06i,+79492.1+133.883i,+168230-12956.2i,+130004+250004i,+69113.1+84.1689i,+40032+32.4336i,+33091.7+11.8902i,-0+0i,+167973-13005.2i,+0+0j,+0+0j,+66573.3-202781i,+50124.3+295106i,+66453.3-203065i,+44823+22425.5i,+21595.9-225569i,+21473.7-226043i,+21318.1-226549i,-0+0i,+75.8584-226786i,+0+0j,+49047.8+292891i,+29056.6-54287.9i,+19293.4+345746i,-0+0i,+18775.4+344576i,-0+0i,+18310.9+343708i,+17920.5+342818i,-1.73497e-05-9.60456e-06i,-0+0i,+29030+6.26903i,+1.42287e-05-9.38546e-06i,+1.42131e-05-9.39159e-06i,+1.42043e-05-9.3948e-06i,-0+0i,+100787+249283i,+0+0j,+0+0j,-0+0i,+100664+248831i,+0+0j,+107505+655.903i,-6930.56+247658i,+72630.9+448.728i,+14334.7+4.73266i,+58233.8+380.712i,+49230.5+22066.4i,+5160.34+0.347894i,+229432-237172i,+1.03865e+06-335020i,+553029-29220.1i,+378805+238747i,+100885+249626i
2016-09-02 23:00:00 PDT,-0+0i,-0+0i,+893219-351398i,+0+0j,+0+0j,+0+0j,+884907-358298i,-0+0i,+80191.7+355.98i,+802098-363209i,+51983.1+296.598i,-0+0i,+313567-338361i,+42397.3+21210.5i,+9538.63-20961.7i,+0+0j,+0+0j,+33396.8-42620.2i,+80712.4-63427.5i,+18667.3-42650.1i,-0+0i,+80701.6-63521.8i,-0+0i,+80685.6-63616.1i,+18615.1-42735.1i,+62043.4-20980.5i,+18605.9-42761.9i,-0+0i,+18597.6-42781.4i,+43439.1+21736i,-2.49438e-06+6.10425e-06i,-2.52275e-06+6.08354e-06i,+0+0j,+0+0j,+43295.8+21702.2i,+140240-250003i,+43265.7+21647.4i,-0+0i,+0+0j,-0+0i,+140038-250355i,-0+0i,+135135-250705i,+15000.1-21426.4i,+119948-229585i,+5750.4+0.402667i,+76337.2+54542.5i,+19448.6-246430i,+1746.98-246719i,+1598.71-247017i,-6232.88-247296i,+462935-33141.1i,+446861-34327i,+21316.6+10661.5i,+429739+297023i,+7.12765e-09+2.45172e-08i,-0+0i,+428269+294454i,+0+0j,-9.73896e-07+3.84576e-06i,+59053+73.9769i,+167951-12887.6i,+123478+251599i,+51696.1+46.6747i,+29617.6+17.879i,+24906.6+6.69643i,-0+0i,+167687-12952.5i,+0+0j,+0+0j,+61401-203756i,+54340.5+296108i,+61272.8-204038i,+45038.4+22533.3i,+16198.9-226647i,+16070.1-227113i,+15915.2-227603i,-0+0i,+76.5489-227839i,+0+0j,+53293.1+293884i,+22074.2-54555.6i,+30537.7+346997i,-0+0i,+30020.9+345815i,-0+0i,+29560.4+344939i,+29172.3+344047i,-9.61847e-06-2.91113e-06i,-0+0i,+22049.2+3.73033i,+5.85887e-06-6.72864e-06i,+5.84753e-06-6.70772e-06i,+5.85092e-06-6.67242e-06i,-0+0i,+101242+250877i,+0+0j,+0+0j,-0+0i,+101120+250431i,+0+0j,+93899.3+706.739i,+7120.8+249210i,+67494+549.457i,+10492.5+2.52165i,+56947.9+492.58i,+47795.1+22187i,+3480.16+0.157343i,+197821-235958i,+916214-341790i,+485252-30529.1i,+351474+240255i,+101341+251229i
2016-09-03 00:00:00 PDT,-0+0i,-0+0i,+869273-352325i,+0+0j,+0+0j,+0+0j,+861709-358918i,-0+0i,+78866.7+365.246i,+780319-363641i,+52020+307.838i,-0+0i,+305398-338245i,+42419.4+21221.6i,+9553.4-20961.6i,+0+0j,+0+0j,+31759.8-42620.1i,+80826-63409.9i,+18711.4-42648.9i,-0+0i,+80813.8-63503.6i,-0+0i,+80796.7-63597.5i,+18657-42732.2i,+62111.6-20964.4i,+18647.7-42758.8i,-0+0i,+18639.4-42778.2i,+43465.2+21749.1i,-5.22291e-06-8.84546e-06i,-5.25248e-06-8.86892e-06i,+0+0j,+0+0j,+43327.8+21718.5i,+134289-250213i,+43297.9+21663.5i,-0+0i,+0+0j,-0+0i,+134094-250559i,-0+0i,+129836-250903i,+14265.3-21426.5i,+115388-229778i,+4990.3+0.302993i,+76403.9+54590.1i,+14776.2-246673i,-1750.16-246962i,-1898.08-247261i,-8768.91-247541i,+450108-33309.1i,+435829-34435.8i,+21336+10671.3i,+421855+297493i,-1.64509e-08-3.72859e-08i,-0+0i,+420419+294970i,+0+0j,-8.45573e-07+2.50009e-06i,+55555.2+66.0413i,+167764-12568.1i,+122350+251857i,+49121.4+41.9025i,+27815.7+15.9318i,+23746+6.07969i,-0+0i,+167499-12635.9i,+0+0j,+0+0j,+59644.6-203970i,+55766.9+296633i,+59516.5-204250i,+45084.5+22556.4i,+14396.7-226881i,+14267.9-227346i,+14114.3-227833i,-0+0i,+76.7883-228069i,+0+0j,+54723.6+294404i,+21304-54611.3i,+32740.3+347568i,-0+0i,+32223.4+346383i,-0+0i,+31763.3+345504i,+31375.4+344610i,-8.7764e-06-4.51108e-06i,-0+0i,+21279+3.6568i,-1.69467e-06-8.77662e-06i,-1.712e-06-8.82503e-06i,-1.70343e-06-8.79295e-06i,-0+0i,+100883+251132i,+0+0j,+0+0j,-0+0i,+100761+250689i,+0+0j,+91000.3+717.619i,+9657.56+249460i,+65854.7+570.049i,+9251.93+1.95833i,+56551.7+516.401i,+47366.9+22212.5i,+3000.12+0.116791i,+191205-235760i,+891936-343130i,+471759-30828.2i,+346645+240812i,+100984+251488i
2016-09-03 01:00:00 PDT,-0+0i,-0+0i,+850770-352930i,+0+0j,+0+0j,+0+0j,+843619-359288i,-0+0i,+77512.4+371.608i,+763658-363864i,+52047.7+316.175i,-0+0i,+299665-338100i,+42436.3+21230i,+9564.15-20961.7i,+0+0j,+0+0j,+30950.6-42619.4i,+80906.2-63397.1i,+18742.7-42647.7i,-0+0i,+80892.7-63490.3i,-0+0i,+80874.4-63583.7i,+18686.9-42729.6i,+62158.8-20953i,+18677.4-42756i,-0+0i,+18669.1-42775.5i,+43482.5+21757.8i,+6.68346e-07+5.64533e-06i,+6.52327e-07+5.67655e-06i,+0+0j,+0+0j,+43350.1+21729.8i,+129981-250423i,+43320.4+21674.7i,-0+0i,+0+0j,-0+0i,+129790-250764i,-0+0i,+125857-251104i,+13903.4-21426.4i,+111772-229976i,+4610.26+0.258446i,+76451.1+54623.9i,+11080.7-246908i,-4485.49-247198i,-4633.1-247496i,-11023.3-247777i,+440337-33381.2i,+426962-34463.1i,+21350.3+10678.5i,+416001+297663i,-1.16101e-08-1.97084e-09i,-0+0i,+414588+295174i,+0+0j,-1.02574e-05-2.06597e-06i,+52337.9+58.6616i,+167694-12566.4i,+121338+252110i,+46366.8+37.2539i,+26173.9+14.1331i,+22425.3+5.41728i,-0+0i,+167428-12636.6i,+0+0j,+0+0j,+58780.1-204124i,+56453.3+296781i,+58650.8-204403i,+45118.5+22573.4i,+13496.9-227051i,+13367.2-227515i,+13213.8-228000i,-0+0i,+76.8953-228236i,+0+0j,+55414.5+294550i,+20193.7-54653.3i,+34544.1+347755i,-0+0i,+34027.2+346567i,-0+0i,+33567.6+345687i,+33180.1+344793i,+5.17586e-06-4.70182e-06i,-0+0i,+20168.9+3.31785i,-3.61303e-07-5.20118e-06i,-3.78999e-07-5.21761e-06i,-3.87113e-07-5.19044e-06i,-0+0i,+100981+251384i,+0+0j,+0+0j,-0+0i,+100859+250942i,+0+0j,+88844.1+726.957i,+11910.4+249704i,+65055.4+586.404i,+8631.68+1.70309i,+56374+534.301i,+47165.4+22231.5i,+2760.1+0.0987645i,+186216-235556i,+872520-344069i,+460920-31006i,+342332+241045i,+101083+251741i
2016-09-03 02:00:00 PDT,-0+0i,-0+0i,+848159-352975i,+0+0j,+0+0j,+0+0j,+841022-359300i,-0+0i,+77225.5+372.315i,+761357-363855i,+52051.2+317.294i,-0+0i,+298996-338057i,+42438.1+21230.9i,+9565.86-20961.5i,+0+0j,+0+0j,+30954.7-42618.5i,+80915.5-63394.6i,+18746.8-42646.8i,-0+0i,+80901.7-63487.7i,-0+0i,+80883.3-63581i,+18690.8-42728.4i,+62163.6-20951.4i,+18681.4-42754.8i,-0+0i,+18673.1-42774.3i,+43483.2+21758.2i,+1.70082e-06+2.84421e-06i,+1.64634e-06+2.8183e-06i,+0+0j,+0+0j,+43351.8+21730.6i,+129441-250459i,+43322+21675.5i,-0+0i,+0+0j,-0+0i,+129249-250800i,-0+0i,+125317-251139i,+13905.8-21426i,+111230-230011i,+4610.26+0.258433i,+76455+54626.6i,+10530.4-246947i,-4890.94-247237i,-5038.64-247535i,-11428.8-247816i,+439013-33375.4i,+425641-34451.7i,+21351.8+10679.3i,+415183+297638i,-4.46049e-09-9.44433e-09i,-0+0i,+413774+295153i,+0+0j,-1.12303e-05+1.13619e-05i,+51756.5+57.2764i,+167633-12622.3i,+121170+252152i,+45785.9+36.3433i,+25883.6+13.8001i,+22135.2+5.27745i,-0+0i,+167367-12692.9i,+0+0j,+0+0j,+58784.7-204138i,+56373.7+296737i,+58654.8-204418i,+45121.8+22575i,+13497.5-227067i,+13367.3-227531i,+13213.8-228015i,-0+0i,+76.9004-228251i,+0+0j,+55336.1+294506i,+19903.6-54657.9i,+34756.5+347716i,-0+0i,+34239.7+346528i,-0+0i,+33780.1+345647i,+33392.7+344753i,+8.65672e-07-2.72253e-06i,-0+0i,+19878.9+3.23547i,+8.92452e-07-1.34698e-06i,+8.93592e-07-1.35616e-06i,+8.76388e-07-1.32792e-06i,-0+0i,+101103+251426i,+0+0j,+0+0j,-0+0i,+100981+250984i,+0+0j,+88560.2+728.152i,+12316.2+249744i,+65062.4+588.506i,+8631.68+1.70294i,+56381+536.397i,+47169.2+22233.4i,+2760.1+0.0987558i,+185532-235507i,+869600-344164i,+459298-31015.4i,+341519+241028i,+101205+251784i
2016-09-03 03:00:00 PDT,-0+0i,-0+0i,+864602-352694i,+0+0j,+0+0j,+0+0j,+857286-359224i,-0+0i,+79000.1+369.201i,+775794-363911i,+52033.3+311.611i,-0+0i,+303055-338315i,+42428.3+21226i,+9557.71-20962.3i,+0+0j,+0+0j,+30514.9-42623.9i,+80872.7-63407.2i,+18727.2-42651.9i,-0+0i,+80860.8-63501.1i,-0+0i,+80844-63595.1i,+18672.3-42735.3i,+62143.7-20959.1i,+18662.9-42761.7i,-0+0i,+18654.6-42781.2i,+43482.1+21757.6i,+2.17703e-06+8.21531e-06i,+2.1878e-06+8.24309e-06i,+0+0j,+0+0j,+43344.4+21727i,+133078-250218i,+43314.7+21671.9i,-0+0i,+0+0j,-0+0i,+132885-250562i,-0+0i,+128861-250904i,+13954-21428.1i,+114725-229776i,+4670.26+0.265266i,+76435.6+54612.8i,+14066-246694i,-2271.89-246983i,-2418.83-247282i,-8768.68-247562i,+447205-33428i,+434255-34538.9i,+21343.6+10675.2i,+420390+297906i,-1.6395e-08+1.09342e-08i,-0+0i,+418959+295396i,+0+0j,+8.83649e-06-3.87143e-06i,+56027+67.8916i,+167915-12157.3i,+122425+251878i,+50082.8+43.351i,+28076.1+16.3645i,+24236.2+6.33094i,-0+0i,+167651-12225.7i,+0+0j,+0+0j,+58305.9-204067i,+57210.5+297145i,+58180.7-204346i,+45104.1+22566.2i,+13041.8-226987i,+12915.2-227453i,+12763.4-227941i,-0+0i,+76.8846-228177i,+0+0j,+56164.5+294910i,+22004.2-54631.9i,+33478.9+348092i,-0+0i,+32961.2+346905i,-0+0i,+32500.7+346025i,+32112.6+345129i,-2.02917e-05+1.8922e-06i,-0+0i,+21979+3.85768i,+9.98831e-06+2.60188e-06i,+9.97579e-06+2.57904e-06i,+9.97555e-06+2.6203e-06i,-0+0i,+100256+251154i,+0+0j,+0+0j,-0+0i,+100133+250712i,+0+0j,+90377.4+722.221i,+9653.72+249480i,+64893.8+576.724i,+8421.6+1.62185i,+56422.7+524.932i,+47227.5+22222.6i,+2840.1+0.104616i,+190089-235805i,+888186-343562i,+469620-30971.6i,+347344+241246i,+100359+251508i
2016-09-03 04:00:00 PDT,-0+0i,-0+0i,+923509-351119i,+0+0j,+0+0j,+0+0j,+915452-358418i,-0+0i,+84559.5+353.499i,+828177-363596i,+51954.3+287.453i,-0+0i,+319582-339030i,+42381.5+21202.6i,+9525.61-20962.9i,+0+0j,+0+0j,+31688.3-42632.1i,+80659-63448.7i,+18639.9-42660.9i,-0+0i,+80652.4-63544.8i,-0+0i,+80639.9-63640.6i,+18589.5-42749.3i,+62025-20991.6i,+18580.2-42775.9i,-0+0i,+18571.9-42795.3i,+43446.9+21739.6i,-3.88518e-06-3.41005e-08i,-3.90007e-06-4.76883e-08i,+0+0j,+0+0j,+43291.1+21700.1i,+145872-249451i,+43261.2+21645.1i,-0+0i,+0+0j,-0+0i,+145669-249806i,-0+0i,+141205-250161i,+14423.4-21431.2i,+126594-229040i,+5190.32+0.328115i,+76318+54528.8i,+26143.4-245863i,+6653.82-246152i,+6507.37-246452i,-523.427-246728i,+477582-33360.6i,+463236-34611.2i,+21304.3+10655.5i,+438886+297974i,+1.6794e-08-2.02142e-08i,-0+0i,+437377+295362i,+0+0j,+3.40597e-06+6.19738e-06i,+67709.1+100.377i,+168824-11472i,+125922+250988i,+61103.6+64.4611i,+33933.9+24.2001i,+29659.4+9.50629i,-0+0i,+168565-11533.4i,+0+0j,+0+0j,+59547.7-203666i,+57190.1+297460i,+59430.8-203944i,+45013+22520.6i,+14384.4-226540i,+14264.4-227010i,+14114-227507i,-0+0i,+76.6671-227743i,+0+0j,+56123.6+295222i,+27155.9-54513.7i,+28273.1+348285i,-0+0i,+27754.3+347104i,-0+0i,+27291.2+346228i,+26901.9+345331i,-1.30371e-05+2.67318e-07i,-0+0i,+27129.6+5.62696i,-3.72341e-06+1.47108e-06i,-3.73151e-06+1.46228e-06i,-3.74677e-06+1.49213e-06i,-0+0i,+98599.2+250268i,+0+0j,+0+0j,-0+0i,+98474+249824i,+0+0j,+96969.4+696.311i,+1409.64+248619i,+65953.7+528.47i,+9331.97+1.99611i,+56570.5+474.532i,+47443.5+22170.9i,+3160.13+0.129826i,+205653-236693i,+952297-340836i,+505216-30549.3i,+363482+241124i,+98702+250614i
2016-09-03 05:00:00 PDT,-0+0i,-0+0i,+1.00761e+06-347992i,+0+0j,+0+0j,+0+0j,+997648-356474i,-0+0i,+91036.2+327.094i,+903535-362395i,+51830.5+250.414i,-0+0i,+344938-339705i,+42305.3+21164.5i,+9478.14-20961.7i,+0+0j,+0+0j,+34494.3-42635i,+80310.8-63503.1i,+18503.9-42665.8i,-0+0i,+80310.9-63602i,-0+0i,+80304-63700.2i,+18460.1-42761i,+61822-21040.8i,+18451.2-42788.2i,-0+0i,+18442.9-42807.6i,+43373.9+21702.7i,-2.42864e-06-2.51606e-06i,-2.43529e-06-2.53595e-06i,+0+0j,+0+0j,+43193.2+21650.5i,+165448-248434i,+43162.8+21595.9i,-0+0i,+0+0j,-0+0i,+165225-248814i,-0+0i,+159319-249191i,+15974.3-21431.1i,+143144-228089i,+6820.56+0.568105i,+76109.3+54379.6i,+43044-244754i,+19200.2-245046i,+19052.4-245346i,+10097.9-245620i,+521483-32966.1i,+503932-34438.2i,+21239.5+10622.8i,+465404+297338i,-1.01161e-08-1.98972e-08i,-0+0i,+463778+294562i,+0+0j,+7.34507e-06+1.25787e-05i,+83380.2+152.184i,+169135-11376.3i,+130820+249815i,+74906.2+97.5289i,+41946.3+36.7986i,+36244.1+14.2561i,-0+0i,+168882-11426i,+0+0j,+0+0j,+62529.7-202981i,+54996.4+296897i,+62421-203259i,+44860+22444.1i,+17528.8-225780i,+17415.3-226256i,+17265.5-226766i,-0+0i,+76.1873-227002i,+0+0j,+53907.4+294666i,+32928.3-54321.6i,+20271.4+347544i,-0+0i,+19751.4+346372i,-0+0i,+19285.4+345502i,+18894.5+344606i,-1.8554e-05-2.77477e-06i,-0+0i,+32900.6+7.99403i,+8.61926e-06-7.9065e-06i,+8.63175e-06-7.89449e-06i,+8.62918e-06-7.88e-06i,-0+0i,+97724.6+249097i,+0+0j,+0+0j,-0+0i,+97597.9+248650i,+0+0j,+106713+659.845i,-9201.56+247482i,+69052.1+455.872i,+11623.1+3.1087i,+57372.7+395.609i,+48350.5+22085.4i,+4240.23+0.234668i,+228507-237658i,+1.04153e+06-336000i,+554784-29614i,+384427+240168i,+97826.5+249434i
2016-09-03 06:00:00 PDT,-0+0i,-0+0i,+1.03378e+06-346172i,+0+0j,+0+0j,+0+0j,+1.02251e+06-355064i,-0+0i,+91397.6+310.95i,+927863-361228i,+51771.2+233.588i,-0+0i,+355262-339522i,+42265.4+21144.5i,+9458.92-20958.5i,+0+0j,+0+0j,+37791.4-42622.3i,+80121.9-63515.9i,+18438.6-42655.5i,-0+0i,+80122.4-63614.9i,-0+0i,+80115.9-63713.1i,+18397.4-42752i,+61697.3-21062.8i,+18388.7-42779.7i,-0+0i,+18380.5-42799.2i,+43311.8+21671.7i,+1.42219e-05-7.67073e-06i,+1.41894e-05-7.6763e-06i,+0+0j,+0+0j,+43126.6+21616.6i,+172402-248230i,+43095.7+21562.3i,-0+0i,+0+0j,-0+0i,+172166-248621i,-0+0i,+165117-249010i,+17307.1-21425i,+147601-227922i,+8190.81+0.820699i,+75978.2+54285.9i,+47698.4-244499i,+22650.3-244791i,+22498.8-245091i,+11740.1-245364i,+536278-32505.4i,+515155-34067.7i,+21205.2+10605.5i,+473421+296061i,-1.34509e-08-1.9882e-08i,-0+0i,+471758+293214i,+0+0j,+4.22529e-06+1.62336e-05i,+85495.1+157.197i,+168055-12542.2i,+131768+249548i,+75298.3+99.6267i,+43097.6+38.1422i,+36264.1+14.2996i,-0+0i,+167802-12587i,+0+0j,+0+0j,+66060.7-202576i,+50597.7+295315i,+65946.8-202857i,+44775+22401.5i,+21138.5-225337i,+21021.1-225812i,+20867.7-226323i,-0+0i,+75.8595-226559i,+0+0j,+49513.1+293100i,+32167.9-54225.8i,+16641.8+345894i,-0+0i,+16123.6+344727i,-0+0i,+15658.2+343861i,+15267.8+342970i,+2.55908e-06+5.49861e-06i,-0+0i,+32140.3+7.95321i,-3.17249e-06-8.46531e-06i,-3.19158e-06-8.48317e-06i,-3.20581e-06-8.47742e-06i,-0+0i,+99437.7+248825i,+0+0j,+0+0j,-0+0i,+99312.2+248375i,+0+0j,+110054+642.262i,-10828.1+247221i,+72179.4+424.908i,+14044.5+4.54842i,+58073.1+357.785i,+49097.9+22040i,+5080.33+0.337591i,+235633-237608i,+1.06601e+06-333682i,+568565-28976i,+386418+238756i,+99538.6+249165i
2016-09-03 07:00:00 PDT,-0+0i,-0+0i,+915544-350227i,+0+0j,+0+0j,+0+0j,+906747-357437i,-0+0i,+81453.1+341.131i,+822522-362536i,+51922.5+279.806i,-0+0i,+320832-338460i,+42354.7+21189.2i,+9520.76-20957.1i,+0+0j,+0+0j,+35441.8-42605.7i,+80541.1-63433.8i,+18610.9-42637.1i,-0+0i,+80531.1-63528.3i,-0+0i,+80515.9-63622.7i,+18560.7-42723.3i,+61928.6-20999i,+18551.6-42750.3i,-0+0i,+18543.3-42769.8i,+43378.7+21705.8i,+7.44999e-06-8.48475e-06i,+7.45159e-06-8.4777e-06i,+0+0j,+0+0j,+43230.2+21669.2i,+144973-249782i,+43199.9+21614.5i,-0+0i,+0+0j,-0+0i,+144763-250139i,-0+0i,+139550-250494i,+15418.2-21419i,+123939-229385i,+6200.46+0.468941i,+76208.1+54450.2i,+23626.6-246145i,+4699.27-246432i,+4547.85-246728i,-4087.29-247004i,+475476-32774.5i,+457156-34030.8i,+21280.3+10643.2i,+435698+295800i,+1.78228e-08+2.64038e-08i,-0+0i,+434194+293173i,+0+0j,+3.34875e-07+1.73523e-05i,+61599+80.0934i,+166781-13892.6i,+124413+251258i,+53489.7+50.3257i,+30889.2+19.4332i,+25877.1+7.24404i,-0+0i,+166519-13952.3i,+0+0j,+0+0j,+63566.3-203327i,+51203.2+294647i,+63436.1-203609i,+44946.4+22487.3i,+18453.7-226172i,+18323.6-226637i,+18166.6-227127i,-0+0i,+76.3332-227362i,+0+0j,+50161.4+292441i,+22594.3-54451.2i,+26889.8+345462i,-0+0i,+26376.4+344289i,-0+0i,+25917.8+343418i,+25531.7+342533i,-1.02129e-05-3.25207e-06i,-0+0i,+22568.9+4.30737i,-3.90164e-06-1.46336e-05i,-3.91597e-06-1.46719e-05i,-3.92052e-06-1.46579e-05i,-0+0i,+101660+250531i,+0+0j,+0+0j,-0+0i,+101538+250088i,+0+0j,+96444.3+681.405i,+4993.57+248895i,+68910.2+515.147i,+11843.2+3.21958i,+57011+455.147i,+47899.8+22139.5i,+3680.17+0.17633i,+203150-236152i,+938669-340207i,+498210-30010.7i,+353789+238925i,+101761+250886i
2016-09-03 08:00:00 PDT,-0+0i,-0+0i,+779606-354075i,+0+0j,+0+0j,+0+0j,+773795-359580i,-0+0i,+70375.8+382.838i,+701158-363612i,+52110.7+337.17i,-0+0i,+280745-337138i,+42467+21245.4i,+9596.32-20956.2i,+0+0j,+0+0j,+32290.3-42590.2i,+81064.7-63337.7i,+18821.6-42619.3i,-0+0i,+81043-63427.3i,-0+0i,+81017.9-63517.7i,+18760.7-42694.1i,+62224.3-20920.8i,+18751.1-42720.3i,-0+0i,+18742.9-42739.7i,+43473.1+21753.7i,-5.87758e-06-3.36558e-06i,-5.89059e-06-3.35011e-06i,+0+0j,+0+0j,+43366.6+21738.3i,+113182-251420i,+43337.1+21683.1i,-0+0i,+0+0j,-0+0i,+112997-251746i,-0+0i,+110092-252072i,+13021.6-21413.8i,+96892.8-230944i,+3680.16+0.164579i,+76505.2+54662.5i,-3940.19-247942i,-15849-248230i,-16000.6-248527i,-21913.3-248812i,+405201-33046.7i,+390574-33988.6i,+21375.2+10690.9i,+392513+296215i,-1.4695e-08-1.60826e-08i,-0+0i,+391190+293826i,+0+0j,+8.25556e-06-7.13432e-06i,+34534+24.2728i,+165917-14803i,+115969+253193i,+29084.8+14.9639i,+17025.8+5.87996i,+14302.2+2.19887i,-0+0i,+165644-14880.7i,+0+0j,+0+0j,+60221.5-204300i,+52938+294639i,+60074-204582i,+45166.4+22597.4i,+14868.8-227252i,+14725.2-227705i,+14565.2-228173i,-0+0i,+76.997-228407i,+0+0j,+51939.7+292434i,+12071.9-54733i,+39216.7+345733i,-0+0i,+38705.4+344545i,-0+0i,+38251.8+343665i,+37868.7+342780i,-3.29247e-06-1.61703e-05i,-0+0i,+12048.7+1.51845i,+3.1802e-06-8.57156e-06i,+3.17904e-06-8.56336e-06i,+3.15413e-06-8.55892e-06i,-0+0i,+103740+252460i,+0+0j,+0+0j,-0+0i,+103622+252022i,+0+0j,+80685+743.524i,+22820.9+250768i,+64680.7+627.744i,+8961.81+1.833i,+55669.8+576.166i,+46394.5+22265.3i,+1920.05+0.0477181i,+165739-234416i,+793027-346524i,+417540-31049.2i,+317303+239782i,+103842+252831i
