# file...... Overhead_lines_power_in_A.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-11-04 00:00:00 PDT,+0-0i,+0-0i,+1.08185e+06+153050i,+0+0j,+0+0j,+0+0j,+1.07142e+06+144957i,+0-0i,+92025.6+30633.9i,+976209+108996i,+62078+30545.2i,+0-0i,+420378-52340.3i,+41418.3+20720.7i,+20574.3+9737.97i,+0+0j,+0+0j,+57799.2+18999.8i,+124118+58799.5i,+41380.3+18960.4i,+0-0i,+124049+58656.6i,+0-0i,+124007+58519.4i,+41347.9+18847.5i,+82600.6+39511.3i,+41339.9+18824.4i,+0-0i,+41331.6+18804.9i,+41243.2+20637.1i,+1.00624e-06-1.09592e-05i,+1.00056e-06-1.09929e-05i,+0+0j,+0+0j,+41408.7+20743.4i,+180061-145400i,+41380.1+20703.9i,+0-0i,+0+0j,+0-0i,+179947-145608i,+0-0i,+173841-145815i,+27922+9400.95i,+145821-155405i,+7160.65+0.655484i,+72735.2+51968.9i,+36341.7-231642i,+16974.9-231944i,+16870.2-232257i,+7600.76-232550i,+528195+151893i,+510231+150491i,+20582.8+10294.3i,+491150+415819i,-6.88609e-09+7.14853e-09i,+0-0i,+489068+412345i,+0+0j,+1.13362e-05-4.33516e-06i,+65472.7+93.9534i,+217910+87128.1i,+125310+267635i,+56668.2+58.9233i,+33062.5+22.8024i,+27058.1+8.2528i,+0-0i,+217529+86870.1i,+0+0j,+0+0j,+61182.6-194963i,+53951.4+229090i,+61071.4-195234i,+43092.7+21559.8i,+17947.1-216867i,+17836.5-217319i,+17697.9-217798i,+0-0i,+67.2542-218025i,+0+0j,+53125.8+227734i,+23594-52454.7i,+28995.7+279312i,+0-0i,+28579.7+278540i,+0-0i,+28253.6+277950i,+27986.6+277345i,-3.74423e-06-1.53511e-06i,+0-0i,+23569.2+4.62954i,+6.77366e-06-1.48043e-05i,+6.75345e-06-1.4812e-05i,+6.75433e-06-1.47962e-05i,+0-0i,+101518+266631i,+0+0j,+0+0j,+0-0i,+101379+266028i,+0+0j,+108240+30781.7i,-6976.17+234549i,+79756.7+30545i,+11993.4+3.46147i,+67673.1+30450.3i,+46641.1+21109.8i,+4480.27+0.27411i,+236486-132926i,+1.10622e+06+164273i,+551949+154971i,+410078+357327i,+101634+267122i
2016-11-04 22:00:00 PDT,-0+0i,-0+0i,+1.15346e+06-339955i,+0+0j,+0+0j,+0+0j,+1.13807e+06-350773i,-0+0i,+98405+268.326i,+1.03584e+06-358127i,+51586.3+178.417i,-0+0i,+394790-339756i,+42152+21087.8i,+9387.55-20956.7i,+0+0j,+0+0j,+44302.5-42619.9i,+79567.3-63596.8i,+18224.2-42658.7i,-0+0i,+79575.6-63699i,-0+0i,+79575.6-63799.9i,+18193.1-42764.4i,+61366.3-21139.1i,+18185.2-42793.4i,-0+0i,+18177-42812.9i,+43185.5+21608.3i,-2.38244e-06-5.64359e-06i,-2.40221e-06-5.64711e-06i,+0+0j,+0+0j,+42968.6+21536.3i,+202279-246810i,+42936.6+21482.7i,-0+0i,+0+0j,-0+0i,+202001-247253i,-0+0i,+191549-247693i,+21023.2-21422.3i,+170290-226644i,+12031.8+1.77842i,+75649.3+54050.9i,+70936.8-242980i,+40130.6-243282i,+39973.6-243588i,+24725.7-243864i,+599329-31578i,+570965-33509.7i,+21110.3+10557.6i,+511799+294712i,-1.17268e-09-2.47362e-08i,-0+0i,+509974+291596i,+0+0j,-6.89248e-06-2.87455e-06i,+104970+233.067i,+167778-13096.5i,+138254+248031i,+90423.9+145.843i,+53176+56.701i,+42969.9+20.1967i,-0+0i,+167532-13124.7i,+0+0j,+0+0j,+73038-201554i,+44063.2+293786i,+72927.4-201843i,+44552.4+22290.2i,+28341.8-224214i,+28227.5-224699i,+28071.8-225227i,-0+0i,+75.0205-225466i,+0+0j,+42951.5+291580i,+37190.3-53951.1i,+5044.12+344109i,-0+0i,+4522.58+342949i,-0+0i,+4051.47+342087i,+3657.08+341197i,-8.99916e-07-8.78011e-06i,-0+0i,+37161.4+10.3482i,+8.19497e-06-4.8146e-08i,+8.18721e-06-6.73878e-08i,+8.18528e-06-4.30635e-08i,-0+0i,+100908+247302i,+0+0j,+0+0j,-0+0i,+100783+246842i,+0+0j,+124496+606.599i,-23790.3+245714i,+79619.9+327.028i,+19328.6+8.66541i,+60215.8+241.791i,+51401.1+21914.5i,+7640.76+0.768207i,+269063-238355i,+1.18913e+06-324810i,+636289-27200.2i,+412193+236868i,+101005+247637i
2016-11-04 23:00:00 PDT,-0+0i,-0+0i,+1.03261e+06-345482i,+0+0j,+0+0j,+0+0j,+1.02007e+06-354372i,-0+0i,+89159.4+305.869i,+927670-360515i,+51766.7+232.242i,-0+0i,+358134-338985i,+42262.7+21143.1i,+9457.13-20958.5i,+0+0j,+0+0j,+39878.5-42617.6i,+80078.9-63518.6i,+18424.1-42652.5i,-0+0i,+80078-63616.9i,-0+0i,+80070.2-63714.5i,+18383.4-42748.4i,+61665.5-21067.7i,+18375-42776.6i,-0+0i,+18366.8-42796i,+43293.6+21662.8i,+7.70167e-07+2.1788e-06i,+7.46376e-07+2.20775e-06i,+0+0j,+0+0j,+43111.6+21608.7i,+174259-248366i,+43080.3+21554.6i,-0+0i,+0+0j,-0+0i,+174017-248764i,-0+0i,+165661-249160i,+18748.7-21423.3i,+146700-228076i,+9641.12+1.13749i,+75952.5+54267.5i,+46839.3-244634i,+22206.7-244927i,+22053.3-245228i,+9693.14-245503i,+536360-32318.3i,+513037-33886.6i,+21203.5+10604.5i,+473814+295493i,-3.11153e-09-2.32456e-09i,-0+0i,+472161+292637i,+0+0j,-5.84605e-06+6.8374e-06i,+83113+144.856i,+167285-13283.5i,+131390+249727i,+71369.3+90.4475i,+42054.8+35.2119i,+33922.3+12.5111i,-0+0i,+167029-13328.1i,+0+0j,+0+0j,+68326-202542i,+47585.8+294547i,+68205-202829i,+44771.5+22399.8i,+23398.9-225308i,+23275.9-225784i,+23119.2-226293i,-0+0i,+75.6917-226531i,+0+0j,+46506.5+292337i,+29286.7-54226.3i,+16521.8+345134i,-0+0i,+16003.4+343965i,-0+0i,+15537.9+343097i,+15146.5+342209i,-3.7926e-06-6.98045e-06i,-0+0i,+29259.8+6.63321i,+2.30018e-06+2.17133e-06i,+2.2905e-06+2.1755e-06i,+2.28186e-06+2.15532e-06i,-0+0i,+101946+248998i,+0+0j,+0+0j,-0+0i,+101824+248544i,+0+0j,+110515+646.819i,-8780.99+247377i,+74919.2+427.613i,+15795.7+5.75452i,+59056.9+354.435i,+50089.4+22036.9i,+6080.48+0.483713i,+236399-237106i,+1.06104e+06-333099i,+565484-28819.3i,+382882+238179i,+102045+249344i
2016-11-05 00:00:00 PDT,-0+0i,-0+0i,+945121-349195i,+0+0j,+0+0j,+0+0j,+934954-356813i,-0+0i,+83125.9+336.605i,+848984-362165i,+51902.9+272.726i,-0+0i,+330535-338495i,+42347.3+21185.5i,+9508.52-20960.4i,+0+0j,+0+0j,+35826.7-42619.4i,+80472.8-63462.2i,+18575.4-42651.1i,-0+0i,+80465.6-63557.9i,-0+0i,+80452.7-63653.4i,+18527.5-42740.2i,+61900.3-21013.6i,+18518.7-42767.6i,-0+0i,+18510.4-42787i,+43383.7+21708.2i,+6.997e-06-3.58842e-06i,+6.98188e-06-3.59026e-06i,+0+0j,+0+0j,+43226+21666.7i,+153430-249390i,+43195.3+21612.2i,-0+0i,+0+0j,-0+0i,+153212-249760i,-0+0i,+146732-250127i,+16686.2-21425.4i,+129849-229020i,+7490.68+0.684549i,+76191.8+54438.6i,+29592.5-245755i,+9348.46-246045i,+9197.74-246344i,-557.38-246621i,+490355-32863.8i,+471568-34188.7i,+21274.9+10640.5i,+446182+296506i,+2.17813e-08-1.06669e-08i,-0+0i,+444649+293831i,+0+0j,+8.60033e-06-1.1857e-05i,+68176.4+97.7079i,+167285-12970i,+126572+250898i,+58950.4+61.2374i,+34413.4+23.7047i,+28138.5+8.56957i,-0+0i,+167025-13026.8i,+0+0j,+0+0j,+64001.1-203311i,+51392+295606i,+63875.3-203596i,+44940.5+22484.3i,+18899.5-226157i,+18772.4-226627i,+18616.7-227125i,-0+0i,+76.2674-227362i,+0+0j,+50332.4+293385i,+24524.9-54434.7i,+25120.3+346382i,-0+0i,+24602.6+345204i,-0+0i,+24139.9+344330i,+23750.2+343440i,+1.2077e-06+2.78507e-06i,-0+0i,+24499.2+4.78254i,+3.50101e-06-1.49408e-05i,+3.5062e-06-1.49111e-05i,+3.48146e-06-1.49042e-05i,-0+0i,+101888+250169i,+0+0j,+0+0j,-0+0i,+101766+249720i,+0+0j,+100212+683.269i,+1456.3+248520i,+70615.2+503.72i,+12593.6+3.64208i,+57962.8+440.431i,+48880.5+22131i,+4680.28+0.285327i,+212541-236285i,+969637-338599i,+514886-29934.6i,+363064+239545i,+101988+250522i
2016-11-05 01:00:00 PDT,-0+0i,-0+0i,+909385-350671i,+0+0j,+0+0j,+0+0j,+900315-357797i,-0+0i,+80909.9+350.338i,+816720-362846i,+51960.2+289.868i,-0+0i,+318819-338328i,+42382.6+21203.2i,+9530.39-20961.1i,+0+0j,+0+0j,+33790.8-42620.5i,+80644.2-63437.8i,+18641-42650.7i,-0+0i,+80634.7-63532.6i,-0+0i,+80619.9-63627.3i,+18590-42737.1i,+62003.6-20990i,+18581-42764.2i,-0+0i,+18572.7-42783.6i,+43424.3+21728.6i,-2.93804e-07-6.55342e-06i,-3.01698e-07-6.59869e-06i,+0+0j,+0+0j,+43276+21692.1i,+144726-249773i,+43245.7+21637.3i,-0+0i,+0+0j,-0+0i,+144518-250131i,-0+0i,+138949-250487i,+15674-21426.3i,+123085-229372i,+6440.5+0.505387i,+76295.5+54512.7i,+22656.2-246185i,+4156.04-246474i,+4006.66-246773i,-4466.38-247051i,+471423-33098.6i,+454889-34328.3i,+21305+10655.7i,+434852+297070i,-1.71748e-09+1.25145e-08i,-0+0i,+433366+294468i,+0+0j,-7.33568e-06+8.17155e-06i,+62511.6+82.7093i,+167412-12679.6i,+124681+251350i,+54521.4+52.0968i,+31509.8+20.0464i,+26137.3+7.38022i,-0+0i,+167149-12741.5i,+0+0j,+0+0j,+61821.8-203640i,+53476.7+296213i,+61695.2-203923i,+45012.2+22520.2i,+16647.8-226519i,+16520-226987i,+16365.5-227481i,-0+0i,+76.5294-227717i,+0+0j,+52424+293987i,+23004.5-54521.8i,+28735.7+347066i,-0+0i,+28217.9+345884i,-0+0i,+27756.1+345007i,+27366.9+344114i,-3.2551e-06-5.26028e-06i,-0+0i,+22979.1+4.23985i,+7.07702e-06+3.6925e-06i,+7.07635e-06+3.67826e-06i,+7.07453e-06+3.72774e-06i,-0+0i,+101515+250623i,+0+0j,+0+0j,-0+0i,+101393+250175i,+0+0j,+95933+700.207i,+5360+248960i,+68470.9+535.931i,+11002.7+2.77496i,+57412.9+477.175i,+48281.7+22170.9i,+4000.21+0.208043i,+202733-235987i,+932823-340750i,+494535-30385.5i,+355609+240246i,+101616+250977i
2016-11-05 02:00:00 PDT,-0+0i,-0+0i,+898945-351084i,+0+0j,+0+0j,+0+0j,+890243-358072i,-0+0i,+80296.1+354.521i,+807306-363036i,+51977.3+294.979i,-0+0i,+315468-338283i,+42393.2+21208.5i,+9536.89-20961.3i,+0+0j,+0+0j,+33389.4-42620.5i,+80693.5-63430.6i,+18659.9-42650.4i,-0+0i,+80683.3-63525.1i,-0+0i,+80667.8-63619.5i,+18608.1-42736i,+62032.9-20983.2i,+18599-42762.9i,-0+0i,+18590.7-42782.4i,+43435.5+21734.2i,-5.18592e-06-1.86572e-05i,-5.18303e-06-1.86921e-05i,+0+0j,+0+0j,+43290.3+21699.4i,+142061-249889i,+43260.1+21644.6i,-0+0i,+0+0j,-0+0i,+141856-250244i,-0+0i,+136600-250598i,+15345-21426.6i,+121066-229480i,+6100.45+0.453253i,+76325.6+54534.2i,+20587.6-246315i,+2605.2-246605i,+2456.12-246903i,-5656.4-247182i,+465938-33158.5i,+449859-34361.6i,+21313.9+10660.1i,+431525+297212i,-1.01436e-08-2.99677e-09i,-0+0i,+430053+294631i,+0+0j,+1.61126e-05+1.14129e-05i,+60556.7+77.7115i,+167529-12623.7i,+124033+251489i,+52918.4+48.9974i,+30478.6+18.8193i,+25416.9+6.97503i,-0+0i,+167265-12687.3i,+0+0j,+0+0j,+61394-203734i,+53956.4+296359i,+61266.6-204017i,+45033.1+22530.6i,+16198.2-226623i,+16069.9-227090i,+15915.3-227582i,-0+0i,+76.6028-227818i,+0+0j,+52906+294132i,+22434.3-54547.6i,+29789+347235i,-0+0i,+29271.3+346052i,-0+0i,+28809.8+345174i,+28420.8+344281i,-4.27739e-07-8.82279e-06i,-0+0i,+22409+4.04553i,+5.92654e-06-8.66524e-06i,+5.91634e-06-8.63815e-06i,+5.91611e-06-8.60892e-06i,-0+0i,+101438+250762i,+0+0j,+0+0j,-0+0i,+101316+250315i,+0+0j,+94665.8+705.402i,+6548.88+249095i,+67898+545.514i,+10632.6+2.58997i,+57211.2+487.905i,+48065.6+22182.6i,+3760.18+0.183724i,+199744-235905i,+922002-341358i,+488526-30507.4i,+353116+240427i,+101539+251117i
2016-11-05 03:00:00 PDT,-0+0i,-0+0i,+898644-351190i,+0+0j,+0+0j,+0+0j,+890053-358172i,-0+0i,+80489.2+355.54i,+806928-363134i,+51980.1+295.714i,-0+0i,+314974-338331i,+42395.4+21209.5i,+9537.56-20961.6i,+0+0j,+0+0j,+32972.6-42622.2i,+80705-63430.8i,+18663.3-42651.9i,-0+0i,+80695-63525.4i,-0+0i,+80679.7-63620i,+18611.4-42737.5i,+62041.5-20982.1i,+18602.3-42764.4i,-0+0i,+18594-42783.9i,+43440.9+21736.9i,-9.39193e-06+5.7655e-06i,-9.45077e-06+5.76382e-06i,+0+0j,+0+0j,+43295.2+21701.9i,+141873-249871i,+43265+21647i,-0+0i,+0+0j,-0+0i,+141669-250226i,-0+0i,+136524-250579i,+15206.9-21427.3i,+121129-229460i,+5960.43+0.432634i,+76334.5+54540.5i,+20637.8-246301i,+2628.39-246590i,+2479.68-246889i,-5432.5-247168i,+465646-33202.4i,+450008-34403.1i,+21315.7+10661.1i,+431423+297372i,+5.32957e-09+1.31182e-08i,-0+0i,+429951+294793i,+0+0j,+5.75395e-06-5.47669e-06i,+60998.2+79.2164i,+167624-12446.5i,+124125+251473i,+53549.4+50.085i,+30708.9+19.1856i,+25757.1+7.16249i,-0+0i,+167361-12510.2i,+0+0j,+0+0j,+60945.5-203760i,+54491.5+296564i,+60819.3-204041i,+45037.9+22533i,+15746.3-226650i,+15618.9-227118i,+15465-227610i,-0+0i,+76.6363-227846i,+0+0j,+53439.7+294334i,+22834.4-54552.2i,+29921.5+347441i,-0+0i,+29403.6+346257i,-0+0i,+28941.8+345379i,+28552.7+344485i,-3.05033e-06+4.89766e-06i,-0+0i,+22809.1+4.16954i,+2.52735e-06+1.27717e-06i,+2.51611e-06+1.26763e-06i,+2.50849e-06+1.2715e-06i,-0+0i,+101129+250746i,+0+0j,+0+0j,-0+0i,+101006+250300i,+0+0j,+94581.9+706.181i,+6323.86+249080i,+67534.4+546.593i,+10342.4+2.45028i,+57138.3+489.716i,+47990.7+22185i,+3680.17+0.175968i,+199665-235947i,+922160-341460i,+488653-30551.4i,+353746+240591i,+101230+251100i
2016-11-05 04:00:00 PDT,-0+0i,-0+0i,+923571-350639i,+0+0j,+0+0j,+0+0j,+914794-357950i,-0+0i,+83183.1+350.234i,+828887-363126i,+51949.9+286.314i,-0+0i,+321437-338703i,+42378.2+21201i,+9524.57-20962.4i,+0+0j,+0+0j,+32939.5-42628.2i,+80628.5-63449.2i,+18630.3-42657.9i,-0+0i,+80621.1-63544.9i,-0+0i,+80607.9-63640.4i,+18580.2-42745.8i,+62002.2-20994.7i,+18571-42772.7i,-0+0i,+18562.7-42792.2i,+43433.2+21732.9i,+1.50011e-06+4.93116e-06i,+1.44867e-06+4.95237e-06i,+0+0j,+0+0j,+43279.1+21693.8i,+147111-249515i,+43248.9+21639i,-0+0i,+0+0j,-0+0i,+146904-249875i,-0+0i,+141706-250233i,+15237.6-21429.7i,+126278-229116i,+6010.43+0.440129i,+76296.5+54513.4i,+25859.5-245924i,+6490.84-246214i,+6342.86-246513i,-1609.3-246791i,+478242-33232.5i,+462574-34490.7i,+21301.5+10654i,+439241+297620i,-4.30641e-09-1.59251e-08i,-0+0i,+437736+295001i,+0+0j,+7.8019e-06-1.88476e-06i,+66544.1+95.3716i,+168179-11912.7i,+125747+251070i,+59049.9+60.6763i,+33482.8+23.0718i,+28478.7+8.76502i,-0+0i,+167918-11973.6i,+0+0j,+0+0j,+60901.8-203624i,+55212.7+296979i,+60780.8-203905i,+45005.9+22517.1i,+15740.7-226498i,+15617.3-226968i,+15464.9-227465i,-0+0i,+76.5869-227701i,+0+0j,+54150+294745i,+25555.3-54508.3i,+27903.7+347806i,-0+0i,+27384.8+346624i,-0+0i,+26921.6+345747i,+26531.8+344851i,+2.66073e-07+6.14613e-06i,-0+0i,+25529.4+5.08626i,+9.69469e-06-4.94422e-06i,+9.69459e-06-4.94993e-06i,+9.6819e-06-4.95556e-06i,-0+0i,+100028+250345i,+0+0j,+0+0j,-0+0i,+99903.7+249899i,+0+0j,+97307.4+696.668i,+2499.42+248690i,+67530.6+527.625i,+10362.4+2.46184i,+57114.4+470.698i,+47993.4+22166.4i,+3720.18+0.179966i,+206250-236388i,+949999-340400i,+504049-30427.3i,+361493+240761i,+100129+250695i
2016-11-05 05:00:00 PDT,-0+0i,-0+0i,+983727-348826i,+0+0j,+0+0j,+0+0j,+974185-356971i,-0+0i,+88870.5+334.517i,+882350-362679i,+51868.4+261.482i,-0+0i,+338276-339406i,+42329.7+21176.7i,+9491.63-20962.9i,+0+0j,+0+0j,+34111.1-42636.1i,+80409.5-63490.9i,+18541-42666.6i,-0+0i,+80407.4-63588.9i,-0+0i,+80398.7-63686.3i,+18495.4-42759.7i,+61880.4-21027.7i,+18486.4-42786.8i,-0+0i,+18478.1-42806.3i,+43396.7+21714.3i,-7.59884e-06+1.51696e-06i,-7.59327e-06+1.50489e-06i,+0+0j,+0+0j,+43224+21666i,+160161-248711i,+43193.7+21611.4i,-0+0i,+0+0j,-0+0i,+159943-249085i,-0+0i,+154304-249456i,+15705.9-21432.5i,+138400-228348i,+6530.51+0.52038i,+76175.4+54426.9i,+38195.4-245061i,+15609.5-245352i,+15461.9-245653i,+6828.34-245928i,+509222-33126.3i,+492152-34535.8i,+21261+10633.6i,+458119+297706i,-6.58297e-09+2.01676e-10i,-0+0i,+456533+294978i,+0+0j,+4.50337e-06+1.23831e-05i,+78492.6+134.338i,+169130-11212.6i,+129312+250155i,+70334.8+85.9608i,+39472.1+32.4853i,+34032.4+12.5512i,-0+0i,+168874-11266.3i,+0+0j,+0+0j,+62140.1-203212i,+55244.2+297296i,+62027.7-203491i,+44912.1+22470.1i,+17082.8-226038i,+16966.3-226512i,+16815.5-227018i,-0+0i,+76.362-227255i,+0+0j,+54160.5+295059i,+30837.4-54386.3i,+22618.6+347998i,-0+0i,+22098+346820i,-0+0i,+21632.1+345947i,+21240.8+345050i,+3.87903e-06+4.04323e-07i,-0+0i,+30810.2+7.12234i,+6.7781e-06+1.26617e-06i,+6.79795e-06+1.29676e-06i,+6.794e-06+1.30308e-06i,-0+0i,+98308+249434i,+0+0j,+0+0j,-0+0i,+98181.8+248987i,+0+0j,+104028+672.216i,-5935.12+247804i,+68586.5+478.605i,+11272.9+2.92047i,+57258+419.37i,+48206.7+22113.4i,+4040.21+0.212777i,+222136-237277i,+1.01553e+06-337340i,+540395-29934.7i,+378009+240639i,+98410.1+249776i
2016-11-05 06:00:00 PDT,-0+0i,-0+0i,+1.0641e+06-345563i,+0+0j,+0+0j,+0+0j,+1.05275e+06-354906i,-0+0i,+95103.9+310.121i,+954319-361369i,+51751.2+226.349i,-0+0i,+362539-340000i,+42258.1+21140.9i,+9446.16-20962.1i,+0+0j,+0+0j,+36922.7-42639.5i,+80077.4-63543.8i,+18410.5-42672.1i,-0+0i,+80081.6-63644.5i,-0+0i,+80078.1-63744.1i,+18371.3-42771.7i,+61687.3-21074.9i,+18362.6-42799.4i,-0+0i,+18354.3-42818.8i,+43328.3+21679.7i,+1.78393e-06+1.23226e-07i,+1.78071e-06+1.28705e-07i,+0+0j,+0+0j,+43132.3+21619.6i,+178761-247701i,+43101.5+21565.2i,-0+0i,+0+0j,-0+0i,+178523-248101i,-0+0i,+171542-248497i,+17160.2-21432.9i,+154171-227408i,+8060.78+0.794805i,+75979.8+54287.2i,+54295.7-243974i,+27569.5-244269i,+27420.2-244573i,+16942.5-244846i,+551140-32725.4i,+530866-34359.3i,+21200.4+10603.1i,+483443+297232i,-1.38989e-08-3.48409e-09i,-0+0i,+481746+294342i,+0+0j,+4.96296e-06+2.54036e-07i,+93227.1+189.625i,+169529-11004.9i,+133917+249026i,+83279.6+121.159i,+46975.3+45.9275i,+40207.4+17.5883i,-0+0i,+169278-11047.6i,+0+0j,+0+0j,+65134.4-202573i,+53104.4+296894i,+65029.4-202853i,+44769.8+22398.9i,+20227.9-225330i,+20117.3-225809i,+19967.1-226327i,-0+0i,+75.9351-226564i,+0+0j,+51998.4+294661i,+36259.9-54206.8i,+15020.8+347426i,-0+0i,+14498.3+346255i,-0+0i,+14028.9+345387i,+13635.7+344489i,-1.38109e-05-7.88073e-06i,-0+0i,+36231.4+9.63897i,+3.8368e-06-8.48173e-06i,+3.84193e-06-8.47088e-06i,+3.82531e-06-8.47243e-06i,-0+0i,+97490.7+248306i,+0+0j,+0+0j,-0+0i,+97363+247854i,+0+0j,+113318+641.231i,-16036.4+246702i,+71580.8+410.747i,+13524.2+4.21889i,+57995.9+344.969i,+49044.9+22033.4i,+5040.33+0.332392i,+243876-238162i,+1.10081e+06-332344i,+587669-28985.3i,+397811+239843i,+97592.2+248639i
2016-11-05 07:00:00 PDT,-0+0i,-0+0i,+1.09297e+06-343376i,+0+0j,+0+0j,+0+0j,+1.07972e+06-353189i,-0+0i,+95119.1+292.019i,+981090-359924i,+51686.3+208.132i,-0+0i,+373924-339728i,+42213.6+21118.6i,+9425.83-20957.9i,+0+0j,+0+0j,+39795.9-42624.9i,+79874.9-63555.4i,+18341.5-42659.8i,-0+0i,+79880.1-63656.4i,-0+0i,+79877.4-63756.2i,+18305-42761.2i,+61554-21097.8i,+18296.7-42789.5i,-0+0i,+18288.4-42809i,+43261.2+21646.2i,+5.34428e-06-8.84127e-06i,+5.36703e-06-8.79791e-06i,+0+0j,+0+0j,+43058.4+21581.9i,+187303-247489i,+43027+21527.9i,-0+0i,+0+0j,-0+0i,+187048-247904i,-0+0i,+178379-248316i,+19000-21425i,+159158-227245i,+9941.2+1.21121i,+75832.8+54182i,+59501.8-243713i,+31493.3-244010i,+31339.9-244313i,+18737.4-244586i,+567165-32152.2i,+543748-33888.1i,+21161.5+10583.5i,+492416+295742i,-1.76502e-08-1.96253e-08i,-0+0i,+490673+292768i,+0+0j,+7.14699e-06-5.07143e-06i,+96808.5+201.099i,+167819-12423.7i,+135428+248752i,+84805.4+127.112i,+49038.3+48.9256i,+40597.7+17.973i,-0+0i,+167572-12459.7i,+0+0j,+0+0j,+68199.4-202123i,+48562.3+295007i,+68090.9-202406i,+44673.8+22350.8i,+23384.6-224837i,+23271.4-225318i,+23118.8-225838i,-0+0i,+75.5226-226076i,+0+0j,+47460.9+292794i,+35719.6-54097.3i,+11028.7+345462i,-0+0i,+10508.3+344298i,-0+0i,+10039.5+343434i,+9646.92+342542i,+5.08738e-07-6.51485e-06i,-0+0i,+35691+9.65488i,+2.40691e-06-3.52336e-06i,+2.38965e-06-3.50769e-06i,+2.39117e-06-3.47796e-06i,-0+0i,+99547.4+248027i,+0+0j,+0+0j,-0+0i,+99421.2+247573i,+0+0j,+117156+624.347i,-17815.5+246434i,+75102.2+377.453i,+15915.8+5.85702i,+59119.4+303.674i,+50219.2+21982i,+6320.52+0.523976i,+252496-238048i,+1.12785e+06-329586i,+602801-28208.4i,+401204+238181i,+99647.3+248363i
2016-11-05 08:00:00 PDT,-0+0i,-0+0i,+1.05103e+06-345142i,+0+0j,+0+0j,+0+0j,+1.0384e+06-354300i,-0+0i,+91367.7+304.579i,+943731-360618i,+51751.4+227.249i,-0+0i,+361386-339340i,+42254.9+21139.3i,+9449.55-20959.6i,+0+0j,+0+0j,+37763.2-42627.3i,+80055.8-63531.5i,+18410.4-42660.5i,-0+0i,+80058.1-63631.3i,-0+0i,+80052.9-63730.1i,+18370.5-42758.7i,+61662.4-21073.6i,+18362.1-42786.8i,-0+0i,+18353.9-42806.3i,+43303.7+21667.7i,-5.51088e-06-1.67157e-05i,-5.5088e-06-1.67436e-05i,+0+0j,+0+0j,+43112.2+21609.1i,+178427-248020i,+43081+21554.9i,-0+0i,+0+0j,-0+0i,+178183-248422i,-0+0i,+169875-248822i,+18539.4-21426.5i,+151122-227739i,+9441.08+1.09085i,+75945+54262.2i,+51284.3-244287i,+25385.3-244581i,+25233.1-244882i,+13473.2-245156i,+545330-32414.6i,+524183-34027i,+21196.1+10600.9i,+479512+296187i,+4.84477e-09-1.32192e-08i,-0+0i,+477828+293300i,+0+0j,+8.31348e-06+8.99745e-06i,+90212.1+174.404i,+167274-12341.8i,+133375+249348i,+79008.8+110.275i,+45862+42.5437i,+37775.3+15.5272i,-0+0i,+167024-12382.9i,+0+0j,+0+0j,+66034.6-202499i,+49943.1+295461i,+65923.8-202783i,+44756.1+22392.1i,+21134.9-225253i,+21019.4-225733i,+20867.5-226248i,-0+0i,+75.7727-226486i,+0+0j,+48851.4+293243i,+33108.3-54198.9i,+15036.7+346009i,-0+0i,+14516.5+344841i,-0+0i,+14049+343974i,+13656.8+343082i,-2.38591e-07-1.35541e-05i,-0+0i,+33080.5+8.37125i,+4.94069e-06-4.82132e-06i,+4.93511e-06-4.77974e-06i,+4.92313e-06-4.78057e-06i,-0+0i,+100106+248623i,+0+0j,+0+0j,-0+0i,+99980.1+248170i,+0+0j,+112455+641.14i,-12560.3+247014i,+73631.3+414.079i,+14544.8+4.88138i,+59022.2+344.041i,+50069.8+22027.1i,+6080.48+0.483929i,+241842-237497i,+1.083e+06-332305i,+578230-28770.8i,+391978+238801i,+100206+248963i
