# file...... Overhead_lines_power_in_A.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-10-07 00:00:00 PDT,+0-0i,+0-0i,+1.03027e+06+151601i,+0+0j,+0+0j,+0+0j,+1.02139e+06+144263i,+0-0i,+88738.3+30680.7i,+929720+108741i,+62126.2+30597.7i,+0-0i,+403705-51704.5i,+41465.6+20744.4i,+20575.1+9766.67i,+0+0j,+0+0j,+55273.9+19083.6i,+124167+58998.7i,+41378+19047.2i,+0-0i,+124094+58852.4i,+0-0i,+124048+58712.4i,+41341.8+18930i,+82645.8+39619.8i,+41333.3+18906.6i,+0-0i,+41325+18887.1i,+41294.3+20662.8i,+7.93803e-06-2.23297e-06i,+7.92812e-06-2.25963e-06i,+0+0j,+0+0j,+41473.6+20776.4i,+167608-145804i,+41445.5+20736.6i,+0-0i,+0+0j,+0-0i,+167509-145994i,+0-0i,+162629-146183i,+26530.7+9451.33i,+136009-155810i,+5770.42+0.424894i,+72871.3+52066.1i,+26418.2-232232i,+9571.82-232534i,+9467.69-232847i,+1840.04-233143i,+501117+151916i,+485869+150648i,+20623+10314.6i,+474808+416667i,-1.14479e-08+1.37802e-08i,+0-0i,+472793+413296i,+0+0j,-1.45215e-06+5.96175e-06i,+56860.3+71.2724i,+217842+87558.6i,+122414+268326i,+49644.3+44.9108i,+28617+17.2547i,+23826.3+6.38218i,+0-0i,+217461+87289.2i,+0+0j,+0+0j,+58579.6-195395i,+56500.3+229639i,+58466-195665i,+43187.8+21607.4i,+15246.4-217345i,+15133.9-217793i,+14996.4-218265i,+0-0i,+67.5543-218492i,+0+0j,+55683.7+228278i,+21023.2-52572i,+34129+279968i,+0-0i,+33713.1+279191i,+0-0i,+33388+278598i,+33121.6+277991i,+6.39379e-07-5.73177e-06i,+0-0i,+20999+3.73881i,+7.90852e-06-6.10028e-06i,+7.89323e-06-6.07591e-06i,+7.89227e-06-6.055e-06i,+0-0i,+101192+267324i,+0+0j,+0+0j,+0-0i,+101053+266724i,+0+0j,+102150+30870.6i,-1217.25+235158i,+76980.7+30658.3i,+10032.4+2.41584i,+66863.7+30570.1i,+45829.7+21163.2i,+3560.17+0.172631i,+222387-132338i,+1.05265e+06+161771i,+522453+154685i,+398458+358377i,+101309+267817i
2016-10-07 22:00:00 PDT,-0+0i,-0+0i,+1.0199e+06-346127i,+0+0j,+0+0j,+0+0j,+1.008e+06-354824i,-0+0i,+88644.8+309.972i,+916161-360848i,+51782.9+237.208i,-0+0i,+353846-339013i,+42272.1+21147.9i,+9463.84-20958.3i,+0+0j,+0+0j,+39478.8-42616.1i,+80129.7-63509i,+18444.7-42650.6i,-0+0i,+80127.7-63606.9i,-0+0i,+80119-63704.1i,+18402.9-42745.4i,+61694.2-21060.1i,+18394.5-42773.4i,-0+0i,+18386.2-42792.8i,+43302.6+21667.4i,-5.15001e-06-1.28085e-05i,-5.14035e-06-1.27617e-05i,+0+0j,+0+0j,+43124.5+21615.3i,+170640-248525i,+43093.4+21561.1i,-0+0i,+0+0j,-0+0i,+170402-248917i,-0+0i,+162611-249306i,+18171.1-21422.9i,+144230-228219i,+9050.99+1.00214i,+75980.4+54287.5i,+44319.7-244799i,+20290.3-245091i,+20137.4-245391i,+8338.08-245666i,+529724-32379.9i,+506859-33911.7i,+21211.4+10608.5i,+469583+295485i,-8.01294e-09-7.17394e-09i,-0+0i,+467945+292656i,+0+0j,+1.63374e-05+3.02679e-06i,+80514.4+136.19i,+167482-13374.7i,+130505+249887i,+69324+85.1507i,+40632.6+33.059i,+33061.7+11.878i,-0+0i,+167226-13421.4i,+0+0j,+0+0j,+67895.6-202619i,+48142.1+294522i,+67773.5-202905i,+44788.9+22408.5i,+22949.7-225392i,+22825.9-225866i,+22669-226374i,-0+0i,+75.7535-226611i,+0+0j,+47067.2+292313i,+28666.4-54249.3i,+17704.8+345133i,-0+0i,+17187.3+343965i,-0+0i,+16722.9+343097i,+16332.4+342210i,-6.92601e-06-1.47428e-05i,-0+0i,+28639.7+6.35736i,+4.40199e-06-7.85353e-06i,+4.40329e-06-7.85308e-06i,+4.39209e-06-7.82326e-06i,-0+0i,+101681+249160i,+0+0j,+0+0j,-0+0i,+101559+248707i,+0+0j,+108896+649.198i,-7427.43+247540i,+74046+436.462i,+15325.3+5.41415i,+58655.7+365.219i,+49672+22047.7i,+5640.41+0.416007i,+232471-237082i,+1.04809e+06-334009i,+558327-28964.8i,+379585+238224i,+101780+249507i
2016-10-07 23:00:00 PDT,-0+0i,-0+0i,+907765-350601i,+0+0j,+0+0j,+0+0j,+898587-357705i,-0+0i,+80505+348.588i,+815392-362735i,+51955.9+288.716i,-0+0i,+318782-338279i,+42379.5+21201.6i,+9529.28-20960.6i,+0+0j,+0+0j,+34206.9-42617.5i,+80628.4-63436.4i,+18636.8-42648i,-0+0i,+80618.5-63531i,-0+0i,+80603.3-63625.6i,+18585.9-42734.1i,+61990.9-20991.2i,+18576.9-42761.2i,-0+0i,+18568.6-42780.7i,+43415.8+21724.4i,-6.2302e-07-7.20122e-06i,-6.67276e-07-7.24153e-06i,+0+0j,+0+0j,+43268.3+21688.2i,+144492-249842i,+43238+21633.5i,-0+0i,+0+0j,-0+0i,+144283-250200i,-0+0i,+138603-250556i,+15811.9-21424.9i,+122600-229442i,+6580.52+0.527698i,+76281.5+54502.7i,+22189.6-246246i,+3821.42-246535i,+3671.58-246833i,-5001.84-247111i,+470751-33007.8i,+453775-34235.6i,+21301.8+10654i,+434256+296701i,-6.64554e-09-2.43049e-09i,-0+0i,+432769+294098i,+0+0j,-4.64681e-06-8.31255e-06i,+61649+80.0007i,+167149-13100.8i,+124476+251407i,+53469.6+50.2215i,+31069.1+19.3901i,+25587+7.07378i,-0+0i,+166887-13162.4i,+0+0j,+0+0j,+62266.6-203594i,+52779+295738i,+62138.5-203878i,+45003+22515.6i,+17099.9-226469i,+16971-226937i,+16815.7-227429i,-0+0i,+76.4595-227665i,+0+0j,+51729.9+293517i,+22394.3-54513.2i,+28654.4+346591i,-0+0i,+28137.7+345411i,-0+0i,+27676.7+344535i,+27288.1+343645i,-1.19767e-05-5.02006e-06i,-0+0i,+22369+4.03032i,+9.59643e-06+8.32621e-06i,+9.59883e-06+8.35458e-06i,+9.58827e-06+8.38584e-06i,-0+0i,+101922+250680i,+0+0j,+0+0j,-0+0i,+101800+250233i,+0+0j,+95803.1+698.086i,+5896.88+249020i,+68831.4+534.225i,+11292.9+2.92379i,+57482.7+474.719i,+48353.4+22166.8i,+4080.21+0.21649i,+202282-235938i,+930530-340729i,+493233-30306.4i,+354275+239872i,+102022+251035i
2016-10-08 00:00:00 PDT,-0+0i,-0+0i,+889622-351376i,+0+0j,+0+0j,+0+0j,+881071-358237i,-0+0i,+79546.2+356.95i,+798917-363122i,+51988.5+298.522i,-0+0i,+312615-338216i,+42399.5+21211.6i,+9541.87-20960.9i,+0+0j,+0+0j,+32983.5-42618.6i,+80727.3-63422.9i,+18674.2-42648.3i,-0+0i,+80716.3-63517.1i,-0+0i,+80700.3-63611.4i,+18621.7-42733.1i,+62051.5-20977.7i,+18612.5-42760i,-0+0i,+18604.2-42779.5i,+43440.5+21736.7i,+1.38202e-05-4.97244e-06i,+1.38115e-05-4.95595e-06i,+0+0j,+0+0j,+43297.6+21703.1i,+139958-250015i,+43267.4+21648.2i,-0+0i,+0+0j,-0+0i,+139755-250368i,-0+0i,+134611-250719i,+15213.3-21425.6i,+119210-229600i,+5960.43+0.432599i,+76341.5+54545.5i,+18700.7-246449i,+1210.86-246738i,+1061.84-247036i,-6850.43-247316i,+461026-33155.4i,+445398-34335.3i,+21318.8+10662.6i,+428496+297130i,-9.85388e-09-1.12098e-08i,-0+0i,+427034+294564i,+0+0j,+1.63863e-05+1.15916e-06i,+58962.7+73.6334i,+167320-12801.6i,+123557+251625i,+51515.8+46.4177i,+29677.6+17.8257i,+24726.5+6.59917i,-0+0i,+167057-12866i,+0+0j,+0+0j,+60955.6-203784i,+54138.5+296222i,+60827.6-204066i,+45044+22536.1i,+15748.2-226678i,+15619.4-227144i,+15465-227635i,-0+0i,+76.6241-227871i,+0+0j,+53091.7+293996i,+21834.1-54562.2i,+30577.2+347115i,-0+0i,+30060+345931i,-0+0i,+29599.2+345054i,+29210.7+344162i,-3.45674e-06-1.01723e-05i,-0+0i,+21809+3.85229i,+8.45395e-06+3.78295e-06i,+8.44831e-06+3.75555e-06i,+8.43416e-06+3.7612e-06i,-0+0i,+101562+250898i,+0+0j,+0+0j,-0+0i,+101440+250452i,+0+0j,+93595.9+708.41i,+7742.55+249230i,+67551.7+552.156i,+10342.4+2.44981i,+57155.6+495.262i,+47999.1+22189.3i,+3680.17+0.175934i,+197267-235809i,+912149-341828i,+483029-30559.5i,+350830+240372i,+101663+251254i
2016-10-08 01:00:00 PDT,-0+0i,-0+0i,+874884-351936i,+0+0j,+0+0j,+0+0j,+866781-358605i,-0+0i,+78598.2+362.489i,+785637-363370i,+52011.9+305.465i,-0+0i,+307807-338133i,+42414.2+21218.9i,+9550.54-20961.3i,+0+0j,+0+0j,+32169.1-42619.4i,+80796.3-63413.5i,+18700.4-42648.5i,-0+0i,+80784.5-63507.4i,-0+0i,+80767.6-63601.3i,+18646.6-42732.2i,+62093.2-20968.3i,+18637.4-42758.9i,-0+0i,+18629.1-42778.4i,+43457.2+21745.2i,+7.16668e-06-5.97351e-06i,+7.17267e-06-5.9521e-06i,+0+0j,+0+0j,+43318.3+21713.6i,+136380-250169i,+43288.3+21658.7i,-0+0i,+0+0j,-0+0i,+136181-250517i,-0+0i,+131411-250864i,+14798.5-21426.1i,+116428-229742i,+5530.37+0.37222i,+76384.5+54576.3i,+15847.6-246623i,-931.845-246912i,-1080.4-247211i,-8471.92-247491i,+453250-33246.9i,+438523-34389.7i,+21331.4+10669i,+423834+297381i,-7.04047e-09-1.29345e-08i,-0+0i,+422392+294844i,+0+0j,+2.66211e-06-3.82505e-06i,+56607.2+68.1077i,+167372-12666.9i,+122765+251811i,+49662.5+43.0399i,+28476.3+16.4869i,+23896.1+6.15856i,-0+0i,+167108-12733.4i,+0+0j,+0+0j,+60085.4-203921i,+54971.5+296490i,+59957-204202i,+45073.9+22551.1i,+14847.6-226829i,+14718.4-227294i,+14564.5-227783i,-0+0i,+76.7353-228019i,+0+0j,+53927.5+294261i,+21183.9-54598.5i,+32064.5+347414i,-0+0i,+31547.2+346229i,-0+0i,+31086.6+345350i,+30698.4+344457i,-2.91184e-06+9.12619e-07i,-0+0i,+21158.9+3.64304i,+8.31311e-06-1.7208e-05i,+8.31044e-06-1.71865e-05i,+8.29638e-06-1.71683e-05i,-0+0i,+101419+251084i,+0+0j,+0+0j,-0+0i,+101297+250639i,+0+0j,+91832+715.854i,+9362.33+249410i,+66683.6+565.534i,+9702.13+2.15422i,+56929.2+510.366i,+47753+22205.9i,+3400.15+0.150063i,+193221-235674i,+896911-342655i,+474636-30735.6i,+347724+240676i,+101520+251441i
2016-10-08 02:00:00 PDT,-0+0i,-0+0i,+873369-351977i,+0+0j,+0+0j,+0+0j,+865275-358627i,-0+0i,+78480.4+363.037i,+784255-363380i,+52014.2+306.185i,-0+0i,+307412-338116i,+42415.4+21219.5i,+9551.61-20961.2i,+0+0j,+0+0j,+32171.8-42619i,+80802.8-63412.1i,+18703.1-42648.1i,-0+0i,+80790.7-63505.9i,-0+0i,+80773.7-63599.7i,+18649.2-42731.7i,+62096.7-20967.3i,+18639.9-42758.4i,-0+0i,+18631.7-42777.9i,+43458.1+21745.6i,+2.25089e-06-1.63072e-06i,+2.24172e-06-1.63809e-06i,+0+0j,+0+0j,+43319.7+21714.3i,+136045-250189i,+43289.7+21659.3i,-0+0i,+0+0j,-0+0i,+135846-250537i,-0+0i,+131076-250884i,+14800-21425.9i,+116091-229761i,+5530.37+0.372205i,+76387.6+54578.4i,+15505.2-246645i,-1169.28-246935i,-1317.84-247233i,-8709.33-247513i,+452425-33248.8i,+437700-34387.8i,+21332.5+10669.5i,+423359+297371i,-1.37165e-08-1.13618e-09i,-0+0i,+421919+294838i,+0+0j,+7.33962e-07+1.74913e-05i,+56236.3+67.1335i,+167372-12693.3i,+122666+251836i,+49291.8+42.3946i,+28276+16.2382i,+23696+6.05536i,-0+0i,+167107-12760i,+0+0j,+0+0j,+60088.7-203932i,+54957.7+296474i,+59960-204214i,+45076.5+22552.4i,+14848-226841i,+14718.5-227307i,+14564.5-227795i,-0+0i,+76.7383-228031i,+0+0j,+53914.1+294245i,+21013.9-54601.9i,+32221.5+347401i,-0+0i,+31704.3+346216i,-0+0i,+31243.7+345337i,+30855.5+344444i,+6.18868e-06+3.47707e-06i,-0+0i,+20988.9+3.58962i,+2.26986e-06+2.93212e-06i,+2.24649e-06+2.92129e-06i,+2.23726e-06+2.92463e-06i,-0+0i,+101491+251109i,+0+0j,+0+0j,-0+0i,+101369+250664i,+0+0j,+91666.3+716.75i,+9599.57+249434i,+66688.5+566.982i,+9702.13+2.15408i,+56934.1+511.809i,+47755.8+22207.3i,+3400.15+0.150053i,+192817-235653i,+895284-342725i,+473655-30747.2i,+347252+240672i,+101592+251466i
2016-10-08 03:00:00 PDT,-0+0i,-0+0i,+892243-351613i,+0+0j,+0+0j,+0+0j,+883957-358504i,-0+0i,+80472.7+359.429i,+800884-363414i,+51993.6+299.64i,-0+0i,+312109-338397i,+42404.2+21214i,+9542.2-20962.1i,+0+0j,+0+0j,+31728.7-42625.2i,+80752.7-63426.7i,+18680.3-42654i,-0+0i,+80742.9-63521.4i,-0+0i,+80727.7-63616.1i,+18627.6-42739.5i,+62073.3-20976.3i,+18618.4-42766.2i,-0+0i,+18610.1-42785.7i,+43456.5+21744.7i,+3.3096e-06-1.78324e-06i,+3.2663e-06-1.77437e-06i,+0+0j,+0+0j,+43311.1+21710i,+140212-249908i,+43281.1+21655.1i,-0+0i,+0+0j,-0+0i,+140012-250260i,-0+0i,+135149-250611i,+14846.3-21428.4i,+120117-229489i,+5590.38+0.380429i,+76365.1+54562.5i,+19577.9-246351i,+1831.87-246641i,+1684.09-246940i,-5667.14-247219i,+461902-33304i,+447595-34484.5i,+21323.1+10664.9i,+429347+297694i,+2.444e-09+2.11379e-08i,-0+0i,+427882+295131i,+0+0j,+5.60327e-07+1.47146e-05i,+61079.2+80.21i,+167701-12146.4i,+124076+251521i,+54160.3+51.0124i,+30769.2+19.416i,+26097.3+7.35022i,-0+0i,+167439-12210.8i,+0+0j,+0+0j,+59606.2-203851i,+55858.1+296955i,+59482.6-204132i,+45056.2+22542.2i,+14391.8-226749i,+14266.3-227217i,+14114.1-227710i,-0+0i,+76.7248-227946i,+0+0j,+54805+294722i,+23384.6-54572.2i,+30735.5+347846i,-0+0i,+30217.2+346661i,-0+0i,+29755.4+345783i,+29366.4+344888i,+7.10362e-07-5.43474e-06i,-0+0i,+23359.1+4.3345i,+7.51484e-06-2.33384e-07i,+7.51266e-06-2.54593e-07i,+7.51006e-06-2.31973e-07i,-0+0i,+100527+250795i,+0+0j,+0+0j,-0+0i,+100404+250350i,+0+0j,+93748.8+710.144i,+6555.36+249128i,+66514.2+553.417i,+9492.04+2.06296i,+56970+498.583i,+47811+22195i,+3480.16+0.157286i,+198023-235982i,+916522-341982i,+485520-30687.9i,+353853+240937i,+100629+251148i
2016-10-08 04:00:00 PDT,-0+0i,-0+0i,+952001-349906i,+0+0j,+0+0j,+0+0j,+942911-357602i,-0+0i,+86081.2+343.638i,+853997-363024i,+51913.5+275.156i,-0+0i,+328909-339098i,+42356.8+21190.2i,+9509.62-20962.8i,+0+0j,+0+0j,+32900.8-42633.5i,+80535.8-63468.7i,+18591.6-42663.1i,-0+0i,+80531.3-63565.7i,-0+0i,+80520.6-63662.2i,+18543.5-42753.7i,+61952.9-21009.2i,+18534.4-42780.6i,-0+0i,+18526.1-42800.1i,+43420.9+21726.5i,-5.72175e-06-4.60015e-06i,-5.73438e-06-4.59465e-06i,+0+0j,+0+0j,+43257+21682.7i,+153258-249121i,+43226.8+21627.9i,-0+0i,+0+0j,-0+0i,+153047-249487i,-0+0i,+147694-249850i,+15364.9-21431.5i,+132136-228737i,+6160.46+0.462663i,+76245.9+54477.3i,+31808.7-245504i,+10885.7-245794i,+10738.3-246094i,+2665.85-246370i,+492669-33217.7i,+476963-34544.1i,+21283.4+10644.9i,+448116+297775i,+4.71281e-09-1.43286e-08i,-0+0i,+446571+295107i,+0+0j,+1.39519e-05+2.80302e-06i,+72954.3+115.845i,+168595-11450.8i,+127645+250619i,+65333.1+74.1029i,+36727.7+28.0205i,+31570.6+10.7855i,-0+0i,+168337-11508i,+0+0j,+0+0j,+60846.7-203447i,+55828.4+297277i,+60731.5-203726i,+44964.2+22496.2i,+15734.2-226298i,+15615.4-226771i,+15464.7-227273i,-0+0i,+76.5045-227509i,+0+0j,+54754.4+295041i,+28586.4-54452.5i,+25469.5+348045i,-0+0i,+24949.8+346865i,-0+0i,+24485.3+345991i,+24094.9+345094i,-1.69666e-05-5.11784e-06i,-0+0i,+28559.8+6.22111i,+6.32547e-06-1.69735e-06i,+6.31923e-06-1.68854e-06i,+6.31859e-06-1.6275e-06i,-0+0i,+98892.4+249897i,+0+0j,+0+0j,-0+0i,+98767+249450i,+0+0j,+100450+685.132i,-1775.57+248255i,+67631.9+504.822i,+10422.5+2.49313i,+57155.5+447.642i,+48065.7+22142.7i,+3840.19+0.191973i,+213865-236865i,+981553-339076i,+521564-30230.9i,+370243+240819i,+98994.7+250241i
2016-10-08 05:00:00 PDT,-0+0i,-0+0i,+1.0581e+06-345841i,+0+0j,+0+0j,+0+0j,+1.0468e+06-355089i,-0+0i,+94643.7+312.531i,+948867-361490i,+51761.8+229.579i,-0+0i,+360705-339964i,+42264.4+21144i,+9450.47-20962i,+0+0j,+0+0j,+36514.7-42639.4i,+80109.3-63538.8i,+18422.9-42671.7i,-0+0i,+80113.1-63639.4i,-0+0i,+80109.3-63738.9i,+18383.2-42771i,+61706.5-21070.4i,+18374.5-42798.6i,-0+0i,+18366.2-42818i,+43335.6+21683.4i,+2.93485e-06+1.81728e-07i,+2.91931e-06+1.87787e-07i,+0+0j,+0+0j,+43140.9+21623.9i,+177538-247785i,+43110.1+21569.5i,-0+0i,+0+0j,-0+0i,+177301-248182i,-0+0i,+170331-248576i,+17127.1-21432.8i,+152995-227486i,+8020.78+0.78676i,+75997.3+54299.6i,+53090.1-244065i,+26712-244360i,+26563.1-244663i,+16205.8-244937i,+547853-32758.9i,+528028-34373.5i,+21205.5+10605.7i,+481620+297268i,-1.82715e-09+1.90881e-09i,-0+0i,+479931+294391i,+0+0j,+1.93615e-05+2.48594e-06i,+92393.8+186.212i,+169484-11030i,+133680+249120i,+82557.4+118.983i,+46564.5+45.0717i,+39807+17.2345i,-0+0i,+169233-11073.4i,+0+0j,+0+0j,+64696.1-202630i,+53457+296923i,+64591.1-202910i,+44782.2+22405.1i,+19777.2-225393i,+19666.7-225873i,+19516.7-226390i,-0+0i,+75.9537-226628i,+0+0j,+52352+294690i,+35949.7-54221.7i,+15685.3+347469i,-0+0i,+15163+346298i,-0+0i,+14693.8+345430i,+14300.7+344532i,-2.75055e-07+2.02495e-06i,-0+0i,+35921.3+9.41996i,-2.58261e-06-7.42041e-06i,-2.58495e-06-7.41003e-06i,-2.58609e-06-7.41229e-06i,-0+0i,+97563.9+248400i,+0+0j,+0+0j,-0+0i,+97436.4+247949i,+0+0j,+112658+644.505i,-15302.4+246794i,+71352.8+416.764i,+13274+4.06301i,+58018.4+351.551i,+49058.4+22040.2i,+5040.33+0.33229i,+242426-238104i,+1.09459e+06-332757i,+584089-29064.1i,+396692+239903i,+97665.2+248734i
2016-10-08 06:00:00 PDT,-0+0i,-0+0i,+1.11322e+06-342548i,+0+0j,+0+0j,+0+0j,+1.09949e+06-352684i,-0+0i,+96857.2+287.508i,+999036-359623i,+51661.3+200.5i,-0+0i,+379866-339885i,+42199.1+21111.3i,+9415.45-20958.2i,+0+0j,+0+0j,+40187.4-42628.2i,+79805.9-63569.6i,+18312.6-42663.4i,-0+0i,+79812.9-63671.4i,-0+0i,+79811.7-63771.9i,+18277.7-42766.6i,+61516.6-21108.5i,+18269.5-42795i,-0+0i,+18261.2-42814.5i,+43251.2+21641.1i,-1.00751e-06-9.34781e-06i,-9.92782e-07-9.33716e-06i,+0+0j,+0+0j,+43042.1+21573.7i,+192051-247207i,+43010.6+21519.7i,-0+0i,+0+0j,-0+0i,+191791-247630i,-0+0i,+182757-248049i,+19373.1-21426.2i,+163159-226982i,+10331.3+1.30873i,+75796.3+54155.9i,+63569.6-243422i,+34568.1-243720i,+34414.6-244025i,+21411.3-244298i,+577435-32094.3i,+553548-33887.7i,+21149.6+10577.5i,+498914+295842i,-1.46543e-08-1.43604e-08i,-0+0i,+497144+292828i,+0+0j,+8.27673e-06-5.33517e-06i,+100866+218.653i,+168097-12152.6i,+136701+248460i,+88466.5+138.285i,+51092.4+53.1435i,+42289.3+19.5178i,-0+0i,+167851-12186.1i,+0+0j,+0+0j,+68616.7-202007i,+48524.3+295176i,+68511-202290i,+44647.1+22337.5i,+23831.8-224708i,+23720.8-225191i,+23569-225715i,-0+0i,+75.4465-225953i,+0+0j,+47414.8+292959i,+37320.4-54061.4i,+9376.95+345591i,-0+0i,+8855.17+344427i,-0+0i,+8384.88+343563i,+7991.27+342670i,+3.72458e-06+1.79173e-07i,-0+0i,+37291.5+10.417i,+4.71761e-06-5.52965e-06i,+4.73036e-06-5.53783e-06i,+4.71306e-06-5.55875e-06i,-0+0i,+99219.7+247736i,+0+0j,+0+0j,-0+0i,+99092.9+247280i,+0+0j,+119502+620.274i,-20487.8+246145i,+75718.6+363.229i,+16306.1+6.15232i,+59344.4+287.986i,+50467+21966.2i,+6600.56+0.571865i,+258115-238281i,+1.14975e+06-328281i,+614705-28004.7i,+406832+238200i,+99319.4+248069i
2016-10-08 07:00:00 PDT,-0+0i,-0+0i,+1.06129e+06-344673i,+0+0j,+0+0j,+0+0j,+1.04833e+06-353987i,-0+0i,+92092.2+300.883i,+952880-360401i,+51734.6+222.302i,-0+0i,+364599-339408i,+42244.3+21134i,+9443.37-20959.2i,+0+0j,+0+0j,+38165.6-42626.6i,+80008.3-63537.6i,+18392.5-42660.2i,-0+0i,+80011.3-63637.6i,-0+0i,+80006.8-63736.7i,+18353.4-42759.2i,+61633.8-21079.9i,+18345.1-42787.4i,-0+0i,+18336.8-42806.9i,+43292.3+21661.9i,-3.75212e-06-2.29869e-06i,-3.78144e-06-2.32241e-06i,+0+0j,+0+0j,+43097.6+21601.7i,+180917-247910i,+43066.4+21547.6i,-0+0i,+0+0j,-0+0i,+180669-248316i,-0+0i,+172098-248718i,+18819-21425.9i,+153063-227639i,+9731.14+1.15936i,+75914.4+54240.3i,+53274.7-244165i,+26892.7-244459i,+26740.1-244761i,+14659.6-245035i,+550622-32323.9i,+529017-33965.8i,+21186.8+10596.3i,+482717+295986i,+6.12472e-09-3.40774e-09i,-0+0i,+481017+293077i,+0+0j,-8.74766e-06+2.37209e-06i,+92039+181.41i,+167212-12476i,+133987+249220i,+80523.1+114.624i,+46793.7+44.2341i,+38445.9+16.0929i,-0+0i,+166963-12515.5i,+0+0j,+0+0j,+66461.1-202399i,+49516.9+295227i,+66351-202683i,+44734+22381i,+21584.3-225143i,+21469.5-225624i,+21317.6-226140i,-0+0i,+75.6831-226378i,+0+0j,+48423.2+293012i,+33688.6-54171.9i,+14027.3+345753i,-0+0i,+13507.2+344586i,-0+0i,+13039.5+343720i,+12647.3+342829i,-5.06479e-06-7.77075e-06i,-0+0i,+33660.6+8.62093i,+4.22142e-07-5.8278e-06i,+4.25358e-07-5.83137e-06i,+3.98273e-07-5.81841e-06i,-0+0i,+100138+248494i,+0+0j,+0+0j,-0+0i,+100012+248041i,+0+0j,+113673+636.907i,-13745+246889i,+74144.4+404.785i,+14895.1+5.12216i,+59184.1+333.56i,+50245.3+22015i,+6280.51+0.516586i,+244691-237606i,+1.0938e+06-331614i,+584104-28609.9i,+394362+238552i,+100238+248833i
2016-10-08 08:00:00 PDT,-0+0i,-0+0i,+979627-348210i,+0+0j,+0+0j,+0+0j,+968677-356305i,-0+0i,+85992.2+328.963i,+879724-361959i,+51864.7+260.574i,-0+0i,+339047-338854i,+42326.7+21175.2i,+9490.92-20962.3i,+0+0j,+0+0j,+34103.4-42632.1i,+80380.3-63489.4i,+18533.3-42662.5i,-0+0i,+80377.7-63587.1i,-0+0i,+80368.5-63684.3i,+18487.5-42755.3i,+61858.3-21030.2i,+18478.7-42782.8i,-0+0i,+18470.5-42802.3i,+43382.2+21707.2i,-5.81762e-06-5.02591e-06i,-5.84633e-06-5.0012e-06i,+0+0j,+0+0j,+43210+21658.6i,+162103-248853i,+43179.3+21604.1i,-0+0i,+0+0j,-0+0i,+161879-249233i,-0+0i,+154832-249609i,+17100-21429.8i,+137532-228506i,+7930.76+0.767753i,+76148.3+54407.5i,+37364.3-245201i,+14996.2-245492i,+14846.5-245792i,+5091.11-246067i,+507878-32913.2i,+490807-34322.7i,+21256.9+10631.5i,+457264+297208i,+1.82905e-08+1.06528e-08i,-0+0i,+455680+294472i,+0+0j,-1.58555e-08-5.4149e-06i,+78781.9+133.662i,+167062-11887i,+129674+250305i,+69503.8+84.9135i,+40162.3+32.679i,+33321.9+12.0361i,-0+0i,+166808-11937.9i,+0+0j,+0+0j,+62132.6-203163i,+53211.2+296570i,+62018.7-203445i,+44901.3+22464.7i,+17084.3-225987i,+16965.8-226464i,+16815.2-226970i,-0+0i,+76.265-227207i,+0+0j,+52134+294341i,+29316.7-54376.4i,+22119.1+347276i,-0+0i,+21599+346099i,-0+0i,+21133.3+345226i,+20741.9+344331i,-6.35093e-06+4.87805e-07i,-0+0i,+29289.8+6.65481i,+2.90014e-06-1.945e-06i,+2.88999e-06-1.99397e-06i,+2.88323e-06-1.94805e-06i,-0+0i,+100194+249579i,+0+0j,+0+0j,-0+0i,+100069+249130i,+0+0j,+104170+671.917i,-4191.94+247945i,+70248.2+477.718i,+11833.2+3.21912i,+58356.7+415.404i,+49311.3+22106.9i,+5160.34+0.347257i,+222910-236735i,+1.008e+06-336877i,+536980-29748.6i,+376585+240117i,+100296+249925i
