# file...... Overhead_lines_power_in_A.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-06-03 00:00:00 PDT,+0-0i,+0-0i,+1.01105e+06+150873i,+0+0j,+0+0j,+0+0j,+1.00322e+06+143816i,+0-0i,+88257+30700.1i,+912131+108451i,+62145.8+30617.9i,+0-0i,+396641-51616i,+41484.5+20753.8i,+20575.7+9777.43i,+0+0j,+0+0j,+54012.8+19117.7i,+124192+59081.4i,+41378.4+19082.8i,+0-0i,+124119+58934.1i,+0-0i,+124072+58793.2i,+41340.9+18964i,+82669+39665.8i,+41332+18940.3i,+0-0i,+41323.8+18920.8i,+41318.4+20674.9i,+4.51533e-06-7.91982e-06i,+4.46809e-06-7.945e-06i,+0+0j,+0+0j,+41502.7+20791.3i,+162116-145910i,+41474.9+20751.3i,+0-0i,+0+0j,+0-0i,+162024-146091i,+0-0i,+158081-146271i,+25510.5+9472.38i,+132487-155913i,+4750.28+0.287707i,+72931.3+52109i,+22844.6-232416i,+6856.37-232719i,+6753.08-233032i,+206.573-233328i,+490850+151876i,+476949+150660i,+20639.3+10322.8i,+468525+417157i,+4.90419e-09+1.61035e-08i,+0-0i,+466533+413828i,+0+0j,+8.45127e-06-4.18581e-06i,+53783.7+64.5661i,+218282+87939.1i,+121251+268543i,+47620.5+41.0013i,+26915.4+15.5783i,+23055.9+5.96992i,+0-0i,+217902+87665i,+0+0j,+0+0j,+57265.4-195571i,+58259.1+230069i,+57152-195839i,+43226+21626.5i,+13894.4-217537i,+13782.3-217984i,+13645.7-218453i,+0-0i,+67.7015-218680i,+0+0j,+57444.7+228704i,+20703.1-52618.2i,+36210.5+280437i,+0-0i,+35794.7+279659i,+0-0i,+35470+279065i,+35204+278455i,-7.66268e-06-2.27351e-06i,+0-0i,+20679+3.60462i,+4.91928e-06+6.59773e-06i,+4.91767e-06+6.59201e-06i,+4.91513e-06+6.59681e-06i,+0-0i,+100347+267543i,+0+0j,+0+0j,+0-0i,+100208+266945i,+0+0j,+99673.1+30906.3i,+414.054+235348i,+75192.9+30703.5i,+8921.88+1.90857i,+66189.8+30619.3i,+45155+21185.1i,+2840.11+0.10974i,+216607-132262i,+1.03376e+06+160677i,+512050+154537i,+394645+358947i,+100465+268035i
2016-06-03 22:00:00 PDT,-0+0i,-0+0i,+1.02235e+06-346509i,+0+0j,+0+0j,+0+0j,+1.01072e+06-355230i,-0+0i,+89941.7+312.908i,+917599-361278i,+51787.7+238.011i,-0+0i,+352921-339291i,+42277.6+21150.6i,+9463.18-20960.2i,+0+0j,+0+0j,+37803.6-42624.9i,+80158-63514.7i,+18450.8-42658.2i,-0+0i,+80157.4-63613.3i,-0+0i,+80149.9-63711.1i,+18408.9-42753.8i,+61719.6-21058.9i,+18400.3-42781.6i,-0+0i,+18392-42801.1i,+43322.4+21677.1i,+3.26715e-06-9.30452e-06i,+3.23502e-06-9.3352e-06i,+0+0j,+0+0j,+43140.8+21623.7i,+170756-248419i,+43109.8+21569.4i,-0+0i,+0+0j,-0+0i,+170521-248809i,-0+0i,+163023-249197i,+17764.2-21426.5i,+145050-228106i,+8640.9+0.913033i,+76008.7+54307.8i,+45105.6-244701i,+20927.9-244993i,+20776.6-245293i,+9658.63-245568i,+530049-32556.3i,+508947-34083.9i,+21216.3+10611i,+470292+296045i,-2.13791e-08+2.0121e-08i,-0+0i,+468649+293221i,+0+0j,+4.64879e-06+6.85542e-06i,+82964.5+146.421i,+167920-12719.3i,+131177+249779i,+72411+92.2427i,+41835+35.4213i,+34552.8+12.9719i,-0+0i,+167666-12765.6i,+0+0j,+0+0j,+66094.1-202699i,+50371.8+295272i,+65977.7-202983i,+44803+22415.5i,+21141-225477i,+21021.7-225953i,+20867.7-226462i,-0+0i,+75.8546-226699i,+0+0j,+49289.2+293055i,+30547.2-54260.3i,+18040.7+345882i,-0+0i,+17522+344713i,-0+0i,+17056.6+343845i,+16665.7+342954i,-2.07393e-06+1.32461e-06i,-0+0i,+30520.1+7.08412i,+8.80848e-06-2.82423e-06i,+8.8113e-06-2.85753e-06i,+8.82114e-06-2.81703e-06i,-0+0i,+100469+249054i,+0+0j,+0+0j,-0+0i,+100345+248602i,+0+0j,+109010+650.357i,-8753.13+247436i,+72759.7+437.235i,+14224.6+4.66289i,+58472.4+369.029i,+49485.7+22054.3i,+5440.38+0.3869i,+233238-237341i,+1.05304e+06-334290i,+560720-29122i,+383153+238789i,+100568+249397i
2016-06-03 23:00:00 PDT,-0+0i,-0+0i,+900977-351198i,+0+0j,+0+0j,+0+0j,+892606-358206i,-0+0i,+81088.5+352.975i,+808862-363186i,+51968.6+292.246i,-0+0i,+315468-338472i,+42388.3+21206i,+9533.07-20961.6i,+0+0j,+0+0j,+33382.3-42620.8i,+80674.8-63433.4i,+18652.7-42650.7i,-0+0i,+80664.8-63528i,-0+0i,+80649.5-63622.6i,+18601.1-42736.4i,+62021.6-20985.8i,+18591.9-42763.2i,-0+0i,+18583.6-42782.7i,+43431.3+21732.1i,+4.03084e-07-8.5399e-07i,+3.84263e-07-8.57565e-07i,+0+0j,+0+0j,+43285.4+21697i,+141758-249871i,+43255.2+21642.1i,-0+0i,+0+0j,-0+0i,+141554-250224i,-0+0i,+136649-250576i,+14991.7-21426.5i,+121469-229457i,+5750.4+0.402778i,+76315.4+54526.9i,+21006.7-246285i,+2894.74-246574i,+2746.06-246872i,-5086.14-247150i,+466846-33143.7i,+450761-34349.8i,+21309.7+10658i,+431876+297040i,+7.97042e-09+1.87655e-08i,-0+0i,+430397+294456i,+0+0j,-6.30949e-06+2.92072e-06i,+60747.6+78.6053i,+167818-12750.5i,+124029+251440i,+53389.1+49.7029i,+30448.7+18.9779i,+25737.1+7.15372i,-0+0i,+167554-12814i,+0+0j,+0+0j,+61381.2-203684i,+54280.5+296178i,+61254.4-203965i,+45021.9+22525.1i,+16197.3-226566i,+16069.7-227032i,+15915.2-227523i,-0+0i,+76.5664-227759i,+0+0j,+53230.6+293953i,+22934.4-54534.7i,+29613.2+347045i,-0+0i,+29096.4+345864i,-0+0i,+28635.6+344988i,+28247.4+344096i,-9.27577e-06+1.43202e-06i,-0+0i,+22909.1+4.16779i,+1.81154e-06-1.05415e-06i,+1.7961e-06-1.07765e-06i,+1.79185e-06-1.03385e-06i,-0+0i,+100932+250716i,+0+0j,+0+0j,-0+0i,+100810+250270i,+0+0j,+94732.2+700.861i,+5977.87+249057i,+67464.1+540.715i,+10492.5+2.52271i,+56918+483.862i,+47776.5+22177.8i,+3480.16+0.157409i,+199773-236091i,+924985-341423i,+490069-30478.8i,+353592+240248i,+101033+251069i
2016-06-04 00:00:00 PDT,-0+0i,-0+0i,+876854-352041i,+0+0j,+0+0j,+0+0j,+869090-358732i,-0+0i,+79335.8+362.481i,+787200-363517i,+52008.5+304.379i,-0+0i,+307841-338284i,+42412.2+21218i,+9549.03-20961.4i,+0+0j,+0+0j,+32166.8-42619.9i,+80791.5-63414.9i,+18698.1-42649i,-0+0i,+80779.8-63508.8i,-0+0i,+80763.1-63602.8i,+18644.5-42732.9i,+62090.9-20969.2i,+18635.1-42759.5i,-0+0i,+18626.9-42779i,+43457.1+21745.1i,-8.52314e-06+2.18233e-06i,-8.5395e-06+2.18123e-06i,+0+0j,+0+0j,+43317.7+21713.4i,+136110-250130i,+43287.8+21658.4i,-0+0i,+0+0j,-0+0i,+135912-250477i,-0+0i,+131493-250823i,+14447.7-21426.4i,+116861-229700i,+5180.32+0.326595i,+76382.9+54575.1i,+16284.3-246580i,-639.685-246869i,-787.848-247167i,-7899.05-247447i,+454173-33269.2i,+439443-34415.2i,+21329.8+10668.2i,+424267+297402i,-6.60159e-09+1.08706e-08i,-0+0i,+422821+294864i,+0+0j,+7.46335e-06+2.25228e-06i,+56808.1+68.978i,+167753-12594.6i,+122747+251758i,+50143.2+43.7298i,+28466.4+16.658i,+24236.3+6.33576i,-0+0i,+167489-12661.4i,+0+0j,+0+0j,+60080-203903i,+55365.7+296542i,+59952.2-204183i,+45069.9+22549i,+14847-226807i,+14718.4-227272i,+14564.5-227761i,-0+0i,+76.7403-227996i,+0+0j,+54320.9+294314i,+21674.1-54593.4i,+31966.6+347461i,-0+0i,+31449.7+346276i,-0+0i,+30989.3+345398i,+30601.4+344505i,+2.5882e-06-3.68905e-06i,-0+0i,+21649+3.77729i,+4.69968e-06+8.58664e-06i,+4.69352e-06+8.61133e-06i,+4.67257e-06+8.60667e-06i,-0+0i,+100911+251033i,+0+0j,+0+0j,-0+0i,+100788+250589i,+0+0j,+91897.4+713.79i,+8788.76+249363i,+66258.8+563.247i,+9562.07+2.09261i,+56645.1+508.809i,+47470.3+22204.3i,+3120.12+0.126369i,+193268-235825i,+899741-342710i,+476158-30744.4i,+348290+240695i,+101012+251388i
2016-06-04 01:00:00 PDT,-0+0i,-0+0i,+858333-352656i,+0+0j,+0+0j,+0+0j,+851035-359111i,-0+0i,+77971.8+368.87i,+770584-363747i,+52036.4+312.77i,-0+0i,+302058-338140i,+42429.3+21226.5i,+9559.79-20961.6i,+0+0j,+0+0j,+31357.7-42619.5i,+80872.2-63402.3i,+18729.5-42648i,-0+0i,+80859.2-63495.7i,-0+0i,+80841.4-63589.2i,+18674.3-42730.5i,+62138.5-20957.7i,+18664.9-42756.9i,-0+0i,+18656.7-42776.4i,+43474.7+21754i,+6.21513e-07-4.11382e-06i,+6.13024e-07-4.11229e-06i,+0+0j,+0+0j,+43340.5+21725i,+131747-250336i,+43310.7+21669.9i,-0+0i,+0+0j,-0+0i,+131553-250679i,-0+0i,+127509-251021i,+14035.9-21426.4i,+113291-229894i,+4750.27+0.274452i,+76431+54609.5i,+12633-246811i,-3370.82-247100i,-3518.66-247398i,-10109.2-247679i,+444478-33348.2i,+430654-34449.4i,+21344.4+10675.5i,+418412+297606i,-1.64881e-08-1.98835e-08i,-0+0i,+416990+295103i,+0+0j,-2.60973e-06-1.20526e-05i,+53610.7+61.5542i,+167707-12553.1i,+121712+252005i,+47448.6+39.0855i,+26844.7+14.865i,+22985.6+5.69351i,-0+0i,+167441-12622.5i,+0+0j,+0+0j,+59215.9-204058i,+56075.5+296732i,+59086.9-204338i,+45104.2+22566.2i,+13947.2-226979i,+13817.7-227443i,+13664-227929i,-0+0i,+76.8565-228165i,+0+0j,+55035.2+294501i,+20603.8-54635.9i,+33753.9+347690i,-0+0i,+33237+346503i,-0+0i,+32777.1+345623i,+32389.4+344729i,+7.22002e-06-1.25446e-05i,-0+0i,+20578.9+3.44681i,+4.76347e-06+7.39963e-07i,+4.75762e-06+7.25385e-07i,+4.75057e-06+7.64634e-07i,-0+0i,+100945+251280i,+0+0j,+0+0j,-0+0i,+100823+250837i,+0+0j,+89721.6+722.948i,+10997.6+249603i,+65400.1+579.56i,+8921.8+1.82015i,+56428+526.786i,+47229.3+22223.5i,+2840.1+0.104611i,+188228-235620i,+880275-343662i,+465415-30928.9i,+343997+240963i,+101047+251636i
2016-06-04 02:00:00 PDT,-0+0i,-0+0i,+853762-352764i,+0+0j,+0+0j,+0+0j,+846393-359160i,-0+0i,+77438.9+370.45i,+766495-363758i,+52044.2+315.12i,-0+0i,+300718-338063i,+42434.1+21228.9i,+9562.88-20961.6i,+0+0j,+0+0j,+30946.2-42619.7i,+80894.8-63399i,+18738.3-42647.9i,-0+0i,+80881.6-63492.3i,-0+0i,+80863.6-63585.8i,+18682.7-42730.1i,+62152.3-20954.7i,+18673.3-42756.6i,-0+0i,+18665-42776.1i,+43480.2+21756.6i,+2.43842e-06-6.10375e-06i,+2.42983e-06-6.07845e-06i,+0+0j,+0+0j,+43346.8+21728i,+131034-250390i,+43317+21673i,-0+0i,+0+0j,-0+0i,+130841-250732i,-0+0i,+126707-251073i,+14100.5-21426.4i,+112425-229946i,+4810.28+0.281386i,+76443.7+54618.4i,+11746.1-246872i,-4010.28-247162i,-4158.07-247460i,-10708.5-247741i,+442018-33363.7i,+428639-34453.7i,+21348.3+10677.5i,+417041+297673i,+2.06279e-08+1.12694e-08i,-0+0i,+415625+295178i,+0+0j,+4.548e-06+1.86133e-05i,+53209.8+60.6209i,+167496-12537.9i,+121615+252073i,+47078+38.4915i,+26704.5+14.6528i,+22755.5+5.57885i,-0+0i,+167231-12607.5i,+0+0j,+0+0j,+58774.3-204104i,+56278.7+296792i,+58645.5-204384i,+45113.8+22571i,+13496.4-227029i,+13366.9-227494i,+13213.7-227980i,-0+0i,+76.8829-228215i,+0+0j,+55239.1+294561i,+20373.7-54647.2i,+34188.4+347760i,-0+0i,+33671.3+346572i,-0+0i,+33211.4+345692i,+32823.6+344797i,+1.12158e-05-3.95827e-06i,-0+0i,+20348.9+3.38258i,+3.90495e-06-5.20657e-06i,+3.90891e-06-5.19074e-06i,+3.89048e-06-5.18392e-06i,-0+0i,+101078+251347i,+0+0j,+0+0j,-0+0i,+100956+250904i,+0+0j,+89255.7+725.856i,+11596.3+249667i,+65285.7+583.981i,+8711.71+1.73505i,+56523.9+531.481i,+47319.2+22228.5i,+2920.11+0.110564i,+187283-235530i,+875362-343854i,+462690-30970.8i,+343286+241042i,+101180+251704i
2016-06-04 03:00:00 PDT,-0+0i,-0+0i,+873143-352359i,+0+0j,+0+0j,+0+0j,+865574-358999i,-0+0i,+79438.3+366.093i,+783610-363754i,+52020.8+307.852i,-0+0i,+305827-338341i,+42420.7+21222.2i,+9552.89-20962.2i,+0+0j,+0+0j,+30920.4-42624.1i,+80834.8-63413.1i,+18712.5-42652.4i,-0+0i,+80823.6-63507.2i,-0+0i,+80807.2-63601.4i,+18658.3-42736.3i,+62121.2-20964.4i,+18648.9-42762.8i,-0+0i,+18640.7-42782.3i,+43473.7+21753.3i,-4.96591e-07+3.18935e-06i,-5.17342e-07+3.18743e-06i,+0+0j,+0+0j,+43333.7+21721.5i,+135227-250122i,+43303.9+21666.5i,-0+0i,+0+0j,-0+0i,+135032-250468i,-0+0i,+130795-250812i,+14185.4-21428.1i,+116427-229686i,+4910.29+0.293318i,+76413+54596.7i,+15805.6-246586i,-1004.97-246876i,-1152.21-247174i,-7782.51-247454i,+451840-33387.2i,+438438-34520i,+21337+10671.9i,+423146+297841i,-4.45439e-09-4.79078e-09i,-0+0i,+421704+295314i,+0+0j,+1.07777e-05+4.11337e-06i,+57570.7+71.6089i,+167853-12150.3i,+122905+251765i,+51355.1+45.6883i,+28907.1+17.3026i,+24856.6+6.662i,-0+0i,+167590-12217.5i,+0+0j,+0+0j,+58739.9-203996i,+56765.6+297085i,+58615.1-204276i,+45088.4+22558.3i,+13492-226909i,+13365.7-227375i,+13213.6-227865i,-0+0i,+76.8379-228100i,+0+0j,+55717.8+294851i,+22444.3-54612.6i,+32591.1+348014i,-0+0i,+32073.3+346828i,-0+0i,+31612.4+345948i,+31224.1+345053i,-7.92157e-06-1.35422e-05i,-0+0i,+22419.1+4.00903i,+6.75932e-06-3.13875e-06i,+6.73607e-06-3.17113e-06i,+6.73294e-06-3.14953e-06i,-0+0i,+100296+251041i,+0+0j,+0+0j,-0+0i,+100173+250597i,+0+0j,+91402.3+718.077i,+8668.93+249369i,+65355.3+569.209i,+8751.73+1.7522i,+56553.4+516.55i,+47369.4+22213.7i,+3000.12+0.116784i,+192485-235860i,+896887-343075i,+474621-30880.8i,+349311+241151i,+100398+251394i
2016-06-04 04:00:00 PDT,-0+0i,-0+0i,+907562-351253i,+0+0j,+0+0j,+0+0j,+899410-358342i,-0+0i,+82346.4+353.895i,+814385-363380i,+51964.6+291.263i,-0+0i,+315909-338710i,+42385+21204.3i,+9532.44-20960.8i,+0+0j,+0+0j,+32122.9-42622.6i,+80680.3-63433.4i,+18654.2-42651.7i,-0+0i,+80671.8-63528.7i,-0+0i,+80657.7-63623.8i,+18602.8-42738.4i,+62028.7-20985.3i,+18593.5-42765.1i,-0+0i,+18585.2-42784.5i,+43437+21734.8i,+2.33326e-06+2.38282e-06i,+2.3039e-06+2.39546e-06i,+0+0j,+0+0j,+43286.8+21697.8i,+142801-249723i,+43256.8+21642.9i,-0+0i,+0+0j,-0+0i,+142598-250077i,-0+0i,+137974-250428i,+14621.8-21426.7i,+123164-229309i,+5380.35+0.352603i,+76314.5+54526.3i,+22702.1-246137i,+4073.54-246426i,+3925.66-246723i,-3346.07-247000i,+469868-33207.4i,+455096-34425.9i,+21306.4+10656.5i,+433658+297350i,+1.66728e-08+1.26004e-08i,-0+0i,+432167+294757i,+0+0j,-1.81407e-05+6.38878e-06i,+63807.1+88.227i,+167854-12310.8i,+124851+251267i,+56975.6+56.3332i,+32041.1+21.3324i,+27608.1+8.23477i,-0+0i,+167594-12372.9i,+0+0j,+0+0j,+60010.1-203663i,+55704.5+296593i,+59888.6-203942i,+45014.4+22521.3i,+14839.9-226538i,+14716.2-227006i,+14564.3-227500i,-0+0i,+76.6269-227736i,+0+0j,+54649.6+294365i,+24925.1-54522i,+29037.9+347443i,-0+0i,+28520.9+346263i,-0+0i,+28059.8+345388i,+27671.8+344495i,+3.64075e-06-5.79619e-06i,-0+0i,+24899.2+4.91859i,+5.00851e-06-1.43268e-05i,+5.00015e-06-1.4294e-05i,+4.99004e-06-1.42575e-05i,-0+0i,+99761.2+250545i,+0+0j,+0+0j,-0+0i,+99637.3+250101i,+0+0j,+95301.8+697.78i,+4237.53+248895i,+66401.8+535.672i,+9642.1+2.13074i,+56707.8+480.898i,+47568.6+22173.6i,+3280.14+0.139859i,+201496-236340i,+933683-341317i,+495130-30492.3i,+357519+240534i,+99863.6+250894i
2016-06-04 05:00:00 PDT,-0+0i,-0+0i,+969666-349083i,+0+0j,+0+0j,+0+0j,+960302-357022i,-0+0i,+87341.1+334.066i,+870014-362593i,+51871.4+263.517i,-0+0i,+334309-339289i,+42327+21175.3i,+9497.31-20959.5i,+0+0j,+0+0j,+34124.2-42623.5i,+80421.5-63472.1i,+18554.1-42654i,-0+0i,+80417.9-63569.4i,-0+0i,+80407.9-63666.3i,+18507.5-42745.7i,+61876.8-21021.4i,+18498.4-42772.7i,-0+0i,+18490.2-42792.2i,+43380.9+21706.5i,+6.11299e-06+3.02731e-06i,+6.13001e-06+3.02255e-06i,+0+0j,+0+0j,+43212.2+21660.2i,+156908-248984i,+43181.9+21605.5i,-0+0i,+0+0j,-0+0i,+156691-249353i,-0+0i,+151202-249719i,+15563.7-21425.9i,+135441-228614i,+6380.49+0.496874i,+76155.7+54412.8i,+35242.8-245323i,+13330.7-245612i,+13182-245910i,+4667.73-246184i,+502353-32910.7i,+485288-34289.5i,+21256.6+10631.4i,+453060+296782i,-6.77434e-09+2.23858e-09i,-0+0i,+451480+294069i,+0+0j,+1.963e-05+6.72067e-06i,+75412.1+123.753i,+168095-12320i,+128431+250390i,+67378+79.0824i,+37949.6+29.9933i,+32661.4+11.5627i,-0+0i,+167839-12373.3i,+0+0j,+0+0j,+62129.7-203131i,+54180.5+296066i,+62014.5-203410i,+44895.9+22462i,+17085.3-225949i,+16966.7-226420i,+16815.3-226922i,-0+0i,+76.2642-227158i,+0+0j,+53110.2+293846i,+29406.8-54374.4i,+23007.5+346782i,-0+0i,+22490.5+345610i,-0+0i,+22027.8+344741i,+21639.3+343850i,-1.0765e-07+1.48368e-06i,-0+0i,+29379.9+6.63509i,+8.05021e-06-7.10384e-06i,+8.04364e-06-7.12031e-06i,+8.02732e-06-7.09059e-06i,-0+0i,+98859.2+249671i,+0+0j,+0+0j,-0+0i,+98734+249227i,+0+0j,+102412+667.99i,-3768.87+248051i,+68406.5+480.293i,+11212.9+2.89012i,+57138.3+421.37i,+48076.6+22108.2i,+3920.2+0.200369i,+218121-237126i,+999850-337915i,+532036-29803.5i,+372991+239731i,+98961.2+250013i
2016-06-04 06:00:00 PDT,-0+0i,-0+0i,+996775-347977i,+0+0j,+0+0j,+0+0j,+987121-356315i,-0+0i,+89451.8+324.659i,+894597-362142i,+51828.7+250.616i,-0+0i,+342927-339461i,+42301.2+21162.4i,+9480.42-20959.4i,+0+0j,+0+0j,+36175.5-42623.4i,+80293-63492.1i,+18503.9-42655.4i,-0+0i,+80290.8-63590i,-0+0i,+80282-63687.2i,+18459.6-42748.9i,+61799.5-21039.5i,+18450.7-42776i,-0+0i,+18442.4-42795.5i,+43351.5+21691.7i,+5.97085e-06-8.3495e-06i,+5.99418e-06-8.38188e-06i,+0+0j,+0+0j,+43177.3+21642.5i,+162568-248638i,+43146.9+21587.9i,-0+0i,+0+0j,-0+0i,+162345-249015i,-0+0i,+156700-249389i,+15835.6-21426.3i,+140663-228289i,+6680.54+0.545201i,+76084.5+54361.9i,+40585.4-244944i,+17214.6-245234i,+17064.7-245534i,+7868.75-245807i,+517044-32790.7i,+497739-34247.8i,+21235.7+10620.9i,+461575+296610i,-9.4977e-09+2.229e-10i,-0+0i,+459964+293844i,+0+0j,-1.39572e-06+2.45645e-05i,+78833.1+134.887i,+168631-12230.8i,+129428+250003i,+70164.9+86.0191i,+39582.3+32.7251i,+34142.5+12.6507i,-0+0i,+168375-12281.9i,+0+0j,+0+0j,+64335.1-202899i,+52674.5+295936i,+64219.2-203178i,+44846.4+22437.2i,+19339.2-225692i,+19220.2-226164i,+19066.9-226669i,-0+0i,+76.139-226905i,+0+0j,+51598.4+293716i,+30557.2-54314.2i,+20341.4+346594i,-0+0i,+19824+345423i,-0+0i,+19360.1+344555i,+18970.8+343663i,+4.87879e-06-7.12025e-06i,-0+0i,+30530+7.17682i,+4.02949e-06-4.25693e-06i,+4.05594e-06-4.20732e-06i,+4.04582e-06-4.19252e-06i,-0+0i,+98706.2+249283i,+0+0j,+0+0j,-0+0i,+98580.6+248836i,+0+0j,+105455+655.719i,-6963.35+247672i,+69687.9+456.484i,+12503.6+3.59825i,+57126.9+394.663i,+48101.6+22080.7i,+4000.21+0.208892i,+224785-237396i,+1.02794e+06-336251i,+547848-29503.6i,+377965+239465i,+98808.1+249624i
2016-06-04 07:00:00 PDT,-0+0i,-0+0i,+885348-351677i,+0+0j,+0+0j,+0+0j,+878130-358480i,-0+0i,+80246+355.126i,+795257-363336i,+51977.3+295.654i,-0+0i,+310310-338461i,+42390.5+21207.1i,+9539.56-20959.3i,+0+0j,+0+0j,+33819.8-42611i,+80703.8-63416.8i,+18670-42641.2i,-0+0i,+80691.9-63510.5i,-0+0i,+80674.9-63604.3i,+18617.1-42725.1i,+62029.8-20978.3i,+18607.7-42751.6i,-0+0i,+18599.4-42771i,+43423.4+21728.2i,+5.86831e-06-6.8412e-07i,+5.80811e-06-7.19068e-07i,+0+0j,+0+0j,+43283.8+21696.5i,+136600-250070i,+43254+21641.5i,-0+0i,+0+0j,-0+0i,+136401-250416i,-0+0i,+132590-250761i,+13943.3-21422.3i,+118461-229642i,+4690.26+0.267946i,+76317.8+54528.6i,+17975.6-246480i,+355.414-246768i,+206.021-247065i,-6866.54-247343i,+459629-33065.3i,+443116-34241i,+21310.8+10658.6i,+426219+296636i,-1.18703e-08-3.25299e-09i,-0+0i,+424756+294076i,+0+0j,+1.13412e-05+8.33534e-06i,+56427.4+68.2747i,+167827-13254.1i,+122461+251617i,+49842.8+43.337i,+28116.3+16.56i,+24496.4+6.47934i,-0+0i,+167562-13320i,+0+0j,+0+0j,+61838.8-203660i,+53772.9+295617i,+61708-203940i,+45019.3+22523.8i,+16652.7-226538i,+16522.2-227000i,+16365.8-227486i,-0+0i,+76.614-227721i,+0+0j,+52734.7+293401i,+21724.1-54538.7i,+30333.9+346502i,-0+0i,+29820+345323i,-0+0i,+29361.7+344449i,+28975.7+343561i,-8.58217e-07-1.02111e-05i,-0+0i,+21698.9+3.87967i,-3.35233e-06-6.17993e-06i,-3.34432e-06-6.19286e-06i,-3.35809e-06-6.18915e-06i,-0+0i,+100575+250895i,+0+0j,+0+0j,-0+0i,+100453+250453i,+0+0j,+92585+698.332i,+7765.26+249246i,+66414.1+545.37i,+10302.4+2.43176i,+56059.7+490.293i,+46903.5+22180.3i,+2600.09+0.0878459i,+194139-236031i,+908214-342201i,+481651-30478i,+347693+239887i,+100676+251248i
2016-06-04 08:00:00 PDT,-0+0i,-0+0i,+785818-354291i,+0+0j,+0+0j,+0+0j,+780514-359867i,-0+0i,+71802.2+385.364i,+706452-363953i,+52115.2+337.834i,-0+0i,+281548-337379i,+42472.6+21248.1i,+9595.34-20958.3i,+0+0j,+0+0j,+31871.7-42598.5i,+81083.5-63345.8i,+18823.2-42627.3i,-0+0i,+81062.7-63435.8i,-0+0i,+81038.4-63526.6i,+18762.7-42702.8i,+62243.1-20921.2i,+18753-42728.7i,-0+0i,+18744.7-42748.2i,+43490.1+21762.1i,+7.97898e-06-1.22604e-05i,+7.93631e-06-1.2219e-05i,+0+0j,+0+0j,+43381.8+21746i,+113721-251274i,+43352.4+21690.7i,-0+0i,+0+0j,-0+0i,+113539-251600i,-0+0i,+111147-251925i,+12482.9-21418i,+98488.8-230794i,+3140.12+0.119777i,+76532.4+54681.9i,-2373.79-247806i,-14743.3-248095i,-14893.3-248393i,-20284.6-248678i,+408166-33231i,+393979-34181.1i,+21380.6+10693.6i,+394734+296897i,-5.21995e-09+2.86594e-08i,-0+0i,+393405+294508i,+0+0j,+4.81791e-06+7.93281e-06i,+36197+27.3185i,+167087-13994.8i,+116241+253058i,+31256.9+17.0949i,+17766.5+6.60677i,+15552.6+2.5995i,-0+0i,+166813-14074i,+0+0j,+0+0j,+59780.1-204375i,+54545.4+295542i,+59635.4-204656i,+45181.7+22605i,+14415.4-227334i,+14274.1-227787i,+14115-228257i,-0+0i,+77.0808-228491i,+0+0j,+53539.3+293326i,+13502.1-54746.8i,+39380.1+346632i,-0+0i,+38867.2+345441i,-0+0i,+38412.2+344559i,+38028.1+343671i,-3.16569e-07-9.23465e-06i,-0+0i,+13478.7+1.73265i,+1.8057e-06+4.31861e-07i,+1.78713e-06+4.18565e-07i,+1.78857e-06+4.15843e-07i,-0+0i,+102579+252329i,+0+0j,+0+0j,-0+0i,+102460+251891i,+0+0j,+81160.7+746.316i,+21185.4+250635i,+63845.1+629.207i,+8511.63+1.65291i,+55285.7+579.101i,+46009.9+22272.5i,+1520.03+0.0298955i,+166969-234660i,+801020-346607i,+422044-31201i,+320421+240466i,+102681+252696i
