# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-06-03 00:00:00 PDT,+6930.34+0.341848j,-0+0j,+716319+50408.3j,+0+0j,+0+0j,+0+0j,+716097+47533.1j,+3550.11+0.115557j,-0+0j,+712391+45613.9j,+0+0j,-0+0j,+296051+9480j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43138.2+21612.6j,+0+0j,+43147.6+21599.2j,+1.84424e-06+1.19927e-05j,-0+0j,+1.82888e-06+1.20094e-05j,+0+0j,+1.82586e-06+1.20613e-05j,+0+0j,+0+0j,+0+0j,+1.85189e-06+1.20696e-05j,+1.85558e-06+1.21317e-05j,+1.84371e-06+1.2117e-05j,+0+0j,+0+0j,+25944.7+9893.91j,+213244-31863.8j,-0+0j,+25948.5+9878.02j,+4940.32+0.325786j,-0+0j,+213089-32079.1j,+42949.7+21498.9j,+169986-53794.6j,-0+0j,+169916-53897.9j,+0+0j,+75167.6+53703.6j,+57675.9-132635j,+25804.6-132705j,+25745.4-132760j,+25678.9-132826j,+415594+32056.4j,+415468+31420.2j,+9109.73+1.68976j,+406269+31017.7j,+9110.32+0.727154j,+29135.5+9866.29j,+376616+19586.4j,+8130.67+0.679399j,-1.0639e-05+1.93781e-05j,-0+0j,+221910-177322j,+37791.4+133467j,+0+0j,+0+0j,+0+0j,-0+0j,+221467-177990j,+0+0j,+0+0j,+48650.8-218812j,+87250.8-34638.8j,+26256.2-219245j,-1.46069e-08-3.58823e-09j,+26202.3-219350j,+448.989-219786j,+244.26-220225j,-0+0j,+122.804-220467j,+0+0j,+83556.6-35038.1j,-0+0j,+56842.1-35277.5j,+42714-35406.1j,+14078.6+28.1095j,-0+0j,+14078.8+14.8401j,-0+0j,+14081.4+2.49138j,+8430.57+0.578274j,+22798.5-0.316123j,+22796.8-0.0602851j,-2.32522e-06+9.33513e-06j,-2.32112e-06+9.32422e-06j,-0+0j,+14860+133379j,+0+0j,+0+0j,+39913.9+24.2434j,-25095.2+133325j,+20199.5+9.59467j,-0+0j,-25193+133289j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+252576-13879.7j,+723636+53992j,+415794+33313.7j,+259795-43047.7j,+14920.1+133423j
2016-06-03 22:00:00 PDT,+11440.9+0.928172j,+0+0j,+726481-412598j,+0+0j,+0+0j,+0+0j,+726668-416384j,+6800.41+0.418224j,+0+0j,+719975-418902j,+0+0j,+0+0j,+306530-153898j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44196.7+22112.8j,+0+0j,+44180+22115.9j,-6.04004e-06+1.10571e-05j,+0+0j,-6.02628e-06+1.10764e-05j,+0+0j,-6.01805e-06+1.11316e-05j,+0+0j,+0+0j,+0+0j,-6.05026e-06+1.10841e-05j,-6.04765e-06+1.11033e-05j,-6.08456e-06+1.10834e-05j,+0+0j,+0+0j,+18473.8-21376.2j,+223792-168373j,+0+0j,+18470.7-21402.8j,+8660.96+0.972184j,+0+0j,+223606-168708j,+44269.5+22159.5j,+179151-191205j,+0+0j,+179054-191439j,+0+0j,+77694+55509.4j,+76289.3-209393j,+28058.2-209615j,+27929.2-209811j,+27781.7-210030j,+413382-270736j,+413383-271784j,+14240.1+3.83194j,+399125-272435j,+14240.8+1.72193j,+23073.7-21503j,+375258-253110j,+13281.7+1.74597j,-1.56561e-05+2.36609e-05j,+0+0j,+238351-417285j,+63164.4+212360j,+0+0j,+0+0j,+0+0j,+0+0j,+237181-418813j,+0+0j,+0+0j,+71715.6-230731j,+89018.2-100574j,+38286.3-231207j,+3.34719e-08+3.68173e-08j,+38231.1-231319j,+440.159-231783j,+247.821-232250j,+0+0j,+124.865-232514j,+0+0j,+81800.1-101204j,+0+0j,+42544.9-101581j,+18618.2-101793j,+23762.4+59.3852j,+0+0j,+23760.8+32.4805j,+0+0j,+23763.7+6.58792j,+13741.4+1.44911j,+30692.7+5.32262j,+30690.5+3.80677j,+1.38274e-06-4.19189e-06j,+1.40094e-06-4.184e-06j,+0+0j,+32092.5+211964j,+0+0j,+0+0j,+58449.2+49.8171j,-26492.7+211737j,+29659.5+19.7835j,+0+0j,-26722.6+211530j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+261855-177660j,+737682-407751j,+413296-268607j,+301983-203553j,+32268.8+212162j
2016-06-03 23:00:00 PDT,+8210.47+0.477846j,+0+0j,+641530-419755j,+0+0j,+0+0j,+0+0j,+641690-423073j,+4350.17+0.171014j,+0+0j,+637436-425282j,+0+0j,+0+0j,+273943-157842j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44271.8+22153.7j,+0+0j,+44258.4+22155.2j,-1.67312e-07-3.94509e-06j,+0+0j,-1.28945e-07-3.8982e-06j,+0+0j,-1.36513e-07-3.8728e-06j,+0+0j,+0+0j,+0+0j,-1.37793e-07-3.83832e-06j,-1.24305e-07-3.84922e-06j,-1.32182e-07-3.84356e-06j,+0+0j,+0+0j,+15796.6-21381.9j,+198576-169298j,+0+0j,+15793.3-21406.3j,+5930.45+0.454876j,+0+0j,+198409-169583j,+44362.4+22206j,+153879-192076j,+0+0j,+153793-192280j,+0+0j,+77869.6+55634.8j,+50752.1-210338j,+14655.2-210545j,+14523.1-210740j,+14376.4-210950j,+363427-272453j,+363422-273363j,+10669.8+2.21978j,+352736-273927j,+10670.4+0.965586j,+19459.8-21501.2j,+332586-254356j,+9610.9+0.912649j,+2.50508e-05-1.09627e-05j,+0+0j,+202658-418797j,+56016.4+213217j,+0+0j,+0+0j,+0+0j,+0+0j,+201557-420252j,+0+0j,+0+0j,+54197.3-231710j,+70511.5-101052j,+29261.6-232177j,-1.26409e-08-3.13298e-08j,+29205.7-232290j,+463.744-232761j,+253.956-233235j,+0+0j,+127.714-233498j,+0+0j,+65768.4-101584j,+0+0j,+35765.1-101910j,+18843.9-102094j,+16758.9+38.9982j,+0+0j,+16759+20.6494j,+0+0j,+16761.8+3.30159j,+9960.75+0.757593j,+24529.1+0.384483j,+24527.3+0.413551j,-8.86327e-08+6.89209e-07j,-5.97413e-08+6.96e-07j,+0+0j,+31114.4+212831j,+0+0j,+0+0j,+44077.8+28.2055j,-13108.6+212620j,+22331+11.1777j,+0+0j,-13328.6+212410j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+229287-181446j,+649521-415529j,+363381-270607j,+259075-204405j,+31286.3+213025j
2016-06-04 00:00:00 PDT,+7460.39+0.3945j,+0+0j,+624956-421066j,+0+0j,+0+0j,+0+0j,+625107-424294j,+3900.14+0.137444j,+0+0j,+621299-426442j,+0+0j,+0+0j,+267663-158579j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44284+22160.4j,+0+0j,+44271.2+22161.6j,-6.20002e-07-3.41964e-07j,+0+0j,-6.07241e-07-3.34481e-07j,+0+0j,-6.18645e-07-3.25592e-07j,+0+0j,+0+0j,+0+0j,-5.59145e-07-2.90051e-07j,-5.89751e-07-3.12977e-07j,-6.10588e-07-3.36014e-07j,+0+0j,+0+0j,+15239.1-21381.2j,+193758-169455j,+0+0j,+15235.8-21405.1j,+5360.37+0.371498j,+0+0j,+193594-169731j,+44377.6+22213.6j,+149052-192222j,+0+0j,+148968-192421j,+0+0j,+77898.6+55655.5j,+45874.8-210500j,+12154.4-210705j,+12021.7-210899j,+11875.1-211108j,+353566-272737j,+353559-273620j,+9739.74+1.87198j,+343804-274168j,+9740.36+0.804445j,+18603-21499.1j,+324527-254552j,+8740.74+0.754658j,+4.50321e-06+1.73348e-05j,+0+0j,+195767-419044j,+54800+213366j,+0+0j,+0+0j,+0+0j,+0+0j,+194678-420485j,+0+0j,+0+0j,+51050.5-231876j,+66693.6-101136j,+27526.5-232342j,-2.65887e-09+1.20657e-08j,+27470.5-232455j,+468.242-232926j,+255.224-233402j,+0+0j,+128.286-233664j,+0+0j,+62404.6-101649j,+0+0j,+34253.3-101965j,+18892.9-102145j,+15198.5+34.7849j,+0+0j,+15198.8+18.2757j,+0+0j,+15201.5+2.71682j,+9060.62+0.626288j,+23188.4-0.430901j,+23186.7-0.146431j,+8.4566e-06-6.43996e-06j,+8.4604e-06-6.41743e-06j,+0+0j,+31240.6+212982j,+0+0j,+0+0j,+41704.9+25.2285j,-10610.9+212772j,+21119.9+9.99255j,+0+0j,-10829.3+212561j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+223008-182152j,+632204-416961j,+353527-270945j,+250958-204538j,+31411.3+213175j
2016-06-04 01:00:00 PDT,+6930.34+0.34042j,+0+0j,+612220-422081j,+0+0j,+0+0j,+0+0j,+612365-425243j,+3550.11+0.113871j,+0+0j,+608903-427349j,+0+0j,+0+0j,+262792-159156j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44293.8+22165.8j,+0+0j,+44281.5+22166.7j,-1.33403e-05+1.12344e-05j,+0+0j,-1.33161e-05+1.12664e-05j,+0+0j,-1.3344e-05+1.12669e-05j,+0+0j,+0+0j,+0+0j,-1.334e-05+1.12683e-05j,-1.3349e-05+1.12815e-05j,-1.33279e-05+1.12928e-05j,+0+0j,+0+0j,+14827.1-21381.5j,+190008-169580j,+0+0j,+14823.7-21405.2j,+4940.31+0.315469j,+0+0j,+189847-169849j,+44390+22219.8j,+145296-192339j,+0+0j,+145213-192534j,+0+0j,+77922+55672.2j,+42080.9-210629j,+10201.4-210832j,+10068.3-211026j,+9921.71-211233j,+346037-272965j,+346028-273828j,+9109.71+1.65307j,+336903-274364j,+9110.31+0.703636j,+18001.5-21498.3j,+318241-254715j,+8130.64+0.652837j,+1.65306e-05-2.11574e-05j,+0+0j,+190391-419248j,+53858.5+213485j,+0+0j,+0+0j,+0+0j,+0+0j,+189311-420679j,+0+0j,+0+0j,+48492.9-232011j,+63823.1-101203j,+26160.5-232475j,-7.26624e-10-3.39332e-09j,+26104.3-232589j,+471.752-233061j,+256.175-233537j,+0+0j,+128.721-233800j,+0+0j,+59886.9-101702j,+0+0j,+33166.9-102011j,+18926.9-102186j,+14078.3+31.834j,+0+0j,+14078.6+16.6273j,+0+0j,+14081.3+2.33433j,+8430.53+0.541824j,+22317.9-0.909518j,+22316.3-0.477204j,-8.58251e-06+2.63137e-06j,-8.57857e-06+2.64506e-06j,+0+0j,+31170.5+213102j,+0+0j,+0+0j,+39682.5+22.8252j,-8659.87+212894j,+20088.9+9.03675j,+0+0j,-8877.01+212682j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+218139-182707j,+618944-418064j,+346004-271213j,+244631-204650j,+31340.6+213294j
2016-06-04 02:00:00 PDT,+6830.33+0.330664j,+0+0j,+609214-422363j,+0+0j,+0+0j,+0+0j,+609357-425509j,+3650.12+0.120376j,+0+0j,+605793-427603j,+0+0j,+0+0j,+261605-159322j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44295.4+22166.7j,+0+0j,+44283.2+22167.6j,+3.60511e-06-1.09425e-06j,+0+0j,+3.58439e-06-1.08572e-06j,+0+0j,+3.58119e-06-1.08145e-06j,+0+0j,+0+0j,+0+0j,+3.60832e-06-1.02449e-06j,+3.60264e-06-1.03878e-06j,+3.57078e-06-1.01356e-06j,+0+0j,+0+0j,+14839.3-21381.1j,+189054-169593j,+0+0j,+14835.9-21404.8j,+4950.31+0.316732j,+0+0j,+188894-169861j,+44392.6+22221.1j,+144341-192351j,+0+0j,+144259-192545j,+0+0j,+77927.2+55676j,+41117.6-210643j,+9733.42-210846j,+9600.13-211040j,+9453.59-211247j,+344113-273026j,+344104-273885j,+8849.7+1.56678j,+335239-274418j,+8850.3+0.664029j,+17863.9-21497.8j,+316718-254761j,+7990.62+0.630519j,+5.47445e-06+6.96128e-06j,+0+0j,+189162-419288j,+53555.6+213496j,+0+0j,+0+0j,+0+0j,+0+0j,+188084-420716j,+0+0j,+0+0j,+47822.5-232039j,+63250.9-101216j,+25690.6-232502j,+5.91241e-09+6.39916e-09j,+25634.5-232615j,+472.32-233087j,+256.367-233563j,+0+0j,+128.796-233825j,+0+0j,+59215.2-101713j,+0+0j,+33055.5-102020j,+18935.7-102195j,+13958.2+31.5122j,+0+0j,+13958.6+16.4418j,+0+0j,+13961.3+2.28447j,+8280.52+0.522634j,+22037.8-1.05565j,+22036.2-0.577613j,+1.95361e-05-2.00596e-06j,+1.9562e-05-1.99225e-06j,+0+0j,+31148+213114j,+0+0j,+0+0j,+39192+22.2694j,-8192.2+212906j,+19848.7+8.82104j,+0+0j,-8409.09+212694j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+216953-182867j,+615841-418367j,+344082-271285j,+243097-204685j,+31317.8+213306j
2016-06-04 03:00:00 PDT,+6890.33+0.336536j,+0+0j,+624962-420929j,+0+0j,+0+0j,+0+0j,+625101-424138j,+3750.13+0.127094j,+0+0j,+621435-426275j,+0+0j,+0+0j,+267895-158513j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44271.3+22153.9j,+0+0j,+44258.3+22155.2j,-1.34992e-05+1.24656e-05j,+0+0j,-1.34937e-05+1.25102e-05j,+0+0j,-1.35304e-05+1.25164e-05j,+0+0j,+0+0j,+0+0j,-1.34833e-05+1.25647e-05j,-1.34884e-05+1.25637e-05j,-1.34972e-05+1.2565e-05j,+0+0j,+0+0j,+14909.9-21377.4j,+194239-169428j,+0+0j,+14906.6-21401.1j,+5030.32+0.327255j,+0+0j,+194073-169704j,+44362.9+22206.3j,+149545-192188j,+0+0j,+149460-192386j,+0+0j,+77871.2+55635.9j,+46394.2-210455j,+12898.5-210658j,+12765.8-210852j,+12618.9-211060j,+353453-272610j,+353443-273489j,+8869.71+1.57423j,+344557-274035j,+8870.3+0.667325j,+17913.6-21495.3j,+325966-254423j,+8050.63+0.640379j,-7.99161e-06+2.23598e-05j,+0+0j,+195467-418905j,+56529.7+213323j,+0+0j,+0+0j,+0+0j,+0+0j,+194381-420340j,+0+0j,+0+0j,+51963-231771j,+65492.7-101120j,+27727.5-232235j,+1.6627e-08+6.58786e-09j,+27671.4-232348j,+468.664-232817j,+255.713-233290j,+0+0j,+128.469-233552j,+0+0j,+61355.7-101627j,+0+0j,+33175.5-101940j,+18895.5-102115j,+14118.4+31.9274j,+0+0j,+14118.7+16.7025j,+0+0j,+14121.3+2.33544j,+8340.52+0.530864j,+24058.8+0.0832863j,+24057.1+0.20715j,-3.33951e-06+3.876e-06j,-3.36127e-06+3.86897e-06j,+0+0j,+32100.3+212937j,+0+0j,+0+0j,+43306.8+27.1958j,-11352.2+212725j,+21910.6+10.7598j,+0+0j,-11571.1+212513j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+223245-182073j,+631650-416857j,+353418-270826j,+252389-204438j,+32270.9+213131j
2016-06-04 04:00:00 PDT,+7580.4+0.407339j,+0+0j,+648557-418888j,+0+0j,+0+0j,+0+0j,+648708-422233j,+4100.15+0.151943j,+0+0j,+644699-424460j,+0+0j,+0+0j,+277205-157328j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44255.4+22145j,+0+0j,+44241.5+22146.7j,-1.32249e-05+1.24906e-05j,+0+0j,-1.32772e-05+1.2516e-05j,+0+0j,-1.32928e-05+1.25252e-05j,+0+0j,+0+0j,+0+0j,-1.32625e-05+1.2526e-05j,-1.32592e-05+1.25554e-05j,-1.328e-05+1.25292e-05j,+0+0j,+0+0j,+15384.7-21378j,+201556-169201j,+0+0j,+15381.4-21402.1j,+5520.39+0.394303j,+0+0j,+201385-169491j,+44341.9+22195.7j,+156871-191979j,+0+0j,+156783-192185j,+0+0j,+77830.8+55607.1j,+53786.3-210228j,+16652.9-210435j,+16520.6-210630j,+16372.7-210841j,+367413-272193j,+367406-273112j,+9779.74+1.88746j,+357610-273683j,+9780.36+0.811408j,+18707.2-21498.9j,+338199-254141j,+8860.77+0.775965j,+1.45047e-05-4.57587e-06j,+0+0j,+205674-418582j,+58603.5+213129j,+0+0j,+0+0j,+0+0j,+0+0j,+204570-420035j,+0+0j,+0+0j,+57552.9-231545j,+70205.9-101016j,+30652.7-232012j,-7.37008e-09-1.09123e-08j,+30596.6-232124j,+463.135-232592j,+254.541-233063j,+0+0j,+127.944-233326j,+0+0j,+65714.4-101546j,+0+0j,+34511.9-101871j,+18831.2-102050j,+15518.9+35.6056j,+0+0j,+15518.9+18.787j,+0+0j,+15521.6+2.82669j,+9180.64+0.643952j,+25089.3+0.738364j,+25087.6+0.667222j,+6.20614e-06-3.20478e-06j,+6.20908e-06-3.22378e-06j,+0+0j,+33141.4+212740j,+0+0j,+0+0j,+48093.1+33.5636j,-15095.3+212522j,+24333.1+13.2804j,+0+0j,-15317.6+212310j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+232545-180934j,+655919-414640j,+367365-270326j,+264686-204258j,+33313.2+212936j
2016-06-04 05:00:00 PDT,+8860.55+0.556632j,+0+0j,+693373-415003j,+0+0j,+0+0j,+0+0j,+693533-418594j,+4900.21+0.217108j,+0+0j,+688727-420985j,+0+0j,+0+0j,+294658-155171j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44214.2+22122.6j,+0+0j,+44198.5+22125.2j,+1.70729e-05-4.05234e-06j,+0+0j,+1.70769e-05-4.03745e-06j,+0+0j,+1.71187e-05-3.99358e-06j,+0+0j,+0+0j,+0+0j,+1.71352e-05-3.98631e-06j,+1.71323e-05-3.98631e-06j,+1.71343e-05-4.00986e-06j,+0+0j,+0+0j,+16346.4-21375.4j,+215402-168730j,+0+0j,+16343.2-21400.2j,+6510.54+0.549051j,+0+0j,+215218-169047j,+44289.8+22169.7j,+170745-191537j,+0+0j,+170649-191759j,+0+0j,+77731.9+55536.5j,+67806.2-209743j,+24102.3-209960j,+23970.9-210155j,+23821.8-210371j,+393981-271265j,+393976-272259j,+11339.8+2.49113j,+382619-272876j,+11340.5+1.0916j,+20156.6-21500.9j,+361702-253471j,+10341+1.05783j,+2.56252e-05-9.76709e-06j,+0+0j,+224053-417813j,+63807.2+212705j,+0+0j,+0+0j,+0+0j,+0+0j,+222916-419300j,+0+0j,+0+0j,+67561.5-231023j,+78762.6-100787j,+35752.3-231496j,+1.63174e-08+3.42049e-09j,+35696.3-231607j,+452.113-232072j,+251.988-232539j,+0+0j,+126.769-232802j,+0+0j,+73461.2-101358j,+0+0j,+37074-101707j,+18711.5-101894j,+18200+42.9348j,+0+0j,+18199.5+22.9992j,+0+0j,+18202.2+3.88829j,+10710.9+0.878788j,+29171.7+3.89902j,+29169.7+2.83813j,+1.23539e-05-7.72242e-06j,+1.23579e-05-7.69928e-06j,+0+0j,+34257.6+212307j,+0+0j,+0+0j,+56646.1+46.6666j,-22527.4+212077j,+28678.2+18.4805j,+0+0j,-22755.8+211866j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+249984-178859j,+702007-410433j,+393914-269244j,+288306-203809j,+34432.7+212506j
2016-06-04 06:00:00 PDT,+9720.66+0.669973j,+0+0j,+709842-413559j,+0+0j,+0+0j,+0+0j,+710019-417246j,+5000.22+0.226075j,+0+0j,+705124-419700j,+0+0j,+0+0j,+301083-154349j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44205.6+22117.8j,+0+0j,+44189.4+22120.7j,+7.45399e-06+4.64085e-06j,+0+0j,+7.44224e-06+4.65876e-06j,+0+0j,+7.44994e-06+4.70153e-06j,+0+0j,+0+0j,+0+0j,+7.50025e-06+4.71545e-06j,+7.49558e-06+4.739e-06j,+7.48339e-06+4.74813e-06j,+0+0j,+0+0j,+16766.5-21376j,+220343-168591j,+0+0j,+16763.3-21401.2j,+6940.62+0.624153j,+0+0j,+220156-168917j,+44277.3+22163.4j,+175691-191410j,+0+0j,+175593-191639j,+0+0j,+77707.8+55519.2j,+72793.3-209607j,+26172.9-209827j,+26042.8-210022j,+25894.3-210240j,+403969-270948j,+403968-271969j,+12760+3.11177j,+391191-272604j,+12760.6+1.38228j,+21206.7-21502j,+369206-253239j,+11401.3+1.28615j,-1.33428e-05+9.8076e-06j,+0+0j,+231228-417558j,+64173.8+212582j,+0+0j,+0+0j,+0+0j,+0+0j,+230075-419064j,+0+0j,+0+0j,+70909.5-230872j,+82641.6-100698j,+37767.8-231349j,+1.25631e-09+1.56763e-09j,+37711.9-231461j,+447.396-231927j,+250.411-232395j,+0+0j,+126.081-232659j,+0+0j,+77234.1-101290j,+0+0j,+38593.5-101651j,+18669.7-101844j,+19760.8+47.4495j,+0+0j,+19759.9+25.6143j,+0+0j,+19762.6+4.62204j,+11821.1+1.07134j,+29491.8+4.18751j,+29489.8+3.04117j,+4.7591e-06-9.12768e-06j,+4.77261e-06-9.14218e-06j,+0+0j,+34304.5+212184j,+0+0j,+0+0j,+58769.6+50.2759j,-24601.9+211952j,+29769.7+19.9234j,+0+0j,-24831.2+211742j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+256403-178076j,+719319-408860j,+403890-268872j,+295860-203638j,+34479.5+212383j
2016-06-04 07:00:00 PDT,+7710.42+0.421338j,+0+0j,+627147-420806j,+0+0j,+0+0j,+0+0j,+627318-424089j,+3250.09+0.0954191j,+0+0j,+624175-426274j,+0+0j,+0+0j,+268842-158354j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44302.4+22169.8j,+0+0j,+44289.7+22170.9j,+7.29927e-06+2.65681e-06j,+0+0j,+7.27254e-06+2.67273e-06j,+0+0j,+7.27236e-06+2.67522e-06j,+0+0j,+0+0j,+0+0j,+7.26745e-06+2.71813e-06j,+7.27227e-06+2.70765e-06j,+7.26363e-06+2.70293e-06j,+0+0j,+0+0j,+14994.4-21389.1j,+194735-169506j,+0+0j,+14991.1-21412.9j,+5120.33+0.338828j,+0+0j,+194570-169786j,+44396.4+22223j,+150008-192290j,+0+0j,+149923-192491j,+0+0j,+77932.7+55679.9j,+46803.1-210581j,+11691.5-210788j,+11558.2-210984j,+11410.8-211195j,+355286-272883j,+355284-273781j,+10729.8+2.2414j,+344540-274338j,+10730.4+0.97579j,+19008.3-21508.5j,+324860-254731j,+9150.82+0.826662j,-1.8648e-06+1.92708e-05j,+0+0j,+197145-419304j,+53763.3+213469j,+0+0j,+0+0j,+0+0j,+0+0j,+196052-420751j,+0+0j,+0+0j,+51994.9-232034j,+67132.4-101188j,+28329.6-232503j,+2.12456e-08+1.27148e-08j,+28273.2-232617j,+469.281-233092j,+255.513-233571j,+0+0j,+128.514-233835j,+0+0j,+63492.4-101702j,+0+0j,+34320.1-102020j,+18879.3-102199j,+15278.7+35.003j,+0+0j,+15278.9+18.4237j,+0+0j,+15281.6+2.8011j,+9510.68+0.689665j,+21667.5-1.24884j,+21666-0.700912j,-2.07058e-06+6.49948e-06j,-2.11578e-06+6.46108e-06j,+0+0j,+31723.1+213085j,+0+0j,+0+0j,+41714.9+25.2384j,-10139.7+212874j,+21139.9+10.005j,+0+0j,-10359.1+212661j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+224172-181955j,+634620-416627j,+355239-271061j,+251299-204695j,+31894.3+213279j
2016-06-04 08:00:00 PDT,+6100.26+0.26363j,+0+0j,+552189-427019j,+0+0j,+0+0j,+0+0j,+552342-429969j,+1900.03+0.0325817j,+0+0j,+550540-431934j,+0+0j,+0+0j,+239498-161900j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44390.9+22217.2j,+0+0j,+44381.4+22216.7j,-7.16318e-06+1.21461e-05j,+0+0j,-7.18048e-06+1.21708e-05j,+0+0j,-7.16313e-06+1.22007e-05j,+0+0j,+0+0j,+0+0j,-7.16573e-06+1.21996e-05j,-7.13464e-06+1.22375e-05j,-7.15162e-06+1.22425e-05j,+0+0j,+0+0j,+13612.3-21398.6j,+171216-170261j,+0+0j,+13608.9-21421.4j,+3690.17+0.175576j,+0+0j,+171070-170501j,+44505.5+22277.6j,+126419-193020j,+0+0j,+126345-193200j,+0+0j,+78138.8+55827.1j,+22922-211411j,-1679.67-211612j,-1816.36-211809j,-1962.67-212015j,+310998-274470j,+310992-275266j,+9059.71+1.63246j,+301919-275760j,+9060.31+0.694633j,+17249.9-21511.3j,+284075-255951j,+7340.52+0.530878j,+6.58525e-06+1.62082e-05j,+0+0j,+166620-420795j,+43304.1+214247j,+0+0j,+0+0j,+0+0j,+0+0j,+165568-422201j,+0+0j,+0+0j,+34513.3-233073j,+53737.5-101602j,+19649.3-233540j,-1.26865e-08-1.72395e-08j,+19592.4-233656j,+488.09-234141j,+259.671-234629j,+0+0j,+130.493-234894j,+0+0j,+51456.7-102056j,+0+0j,+30958.5-102341j,+19079-102511j,+11717.8+25.8459j,+0+0j,+11718.5+13.2892j,+0+0j,+11721+1.68015j,+7650.44+0.444074j,+13733.9-3.54996j,+13733-2.31443j,+7.26073e-06-8.36446e-06j,+7.26267e-06-8.37272e-06j,+0+0j,+29202.6+213873j,+0+0j,+0+0j,+25829.5+9.64999j,+3215.74+213675j,+13103.8+3.8298j,+0+0j,+3004.03+213458j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+194820-185405j,+558079-423265j,+310980-272862j,+210271-205565j,+29369.5+214062j
