# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:42 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-03-04 00:00:00 PST,+10080.7+0.723329j,-0+0j,+764679+53846.6j,+0+0j,+0+0j,+0+0j,+764449+50627.3j,+5600.28+0.28759j,-0+0j,+758682+48477j,+0+0j,-0+0j,+314039+11357.1j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43123.4+21603.6j,+0+0j,+43131.3+21591j,-2.33831e-06+4.58956e-06j,-0+0j,-2.36423e-06+4.61489e-06j,+0+0j,-2.34671e-06+4.64097e-06j,+0+0j,+0+0j,+0+0j,-2.33046e-06+4.66142e-06j,-2.30658e-06+4.69847e-06j,-2.29814e-06+4.72682e-06j,+0+0j,+0+0j,+28432.9+9870.88j,+226490-31477.5j,-0+0j,+28436.3+9851.8j,+7420.73+0.735454j,-0+0j,+226326-31719.3j,+42929.9+21489j,+183233-53452.3j,-0+0j,+183158-53572.7j,+0+0j,+75129.3+53676.4j,+70920.8-132248j,+31542.5-132327j,+31483.4-132384j,+31416.3-132454j,+443849+32553.9j,+443718+31833.6j,+12880+3.24214j,+430740+31375.6j,+12880.6+1.45375j,+32777.4+9839.55j,+397364+19811.8j,+11761.4+1.4222j,+2.56974e-06+2.30694e-06j,-0+0j,+242934-176941j,+37406.4+133115j,+0+0j,+0+0j,+0+0j,-0+0j,+242443-177680j,+0+0j,+0+0j,+56355.2-218489j,+100401-34498.6j,+30427.6-218927j,+2.02841e-09-1.32647e-08j,+30374.6-219032j,+434.256-219467j,+239.58-219906j,-0+0j,+120.722-220151j,+0+0j,+94629-34978.7j,-0+0j,+63490.4-35259.5j,+42715.4-35417.3j,+20720.8+45.0194j,-0+0j,+20720.1+24.5758j,-0+0j,+20723+5.36272j,+12181.2+1.21004j,+23859+0.352976j,+23857.3+0.410294j,+3.36508e-06-4.66495e-06j,+3.35337e-06-4.66591e-06j,-0+0j,+13411.8+133028j,+0+0j,+0+0j,+44189.5+29.8764j,-30817.6+132971j,+22491.8+11.9066j,-0+0j,-30921.3+132937j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+270537-12165.7j,+775182+57912.6j,+444052+33976.7j,+280462-42914j,+13473.7+133072j
2016-03-04 22:00:00 PST,+16161.8+1.85237j,+0+0j,+797569-406870j,+0+0j,+0+0j,+0+0j,+797832-411147j,+9600.82+0.833679j,+0+0j,+788380-413993j,+0+0j,+0+0j,+333201-150819j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44176.8+22100.5j,+0+0j,+44157.7+22104.8j,+8.23307e-06+4.74466e-06j,+0+0j,+8.25951e-06+4.78652e-06j,+0+0j,+8.23327e-06+4.79056e-06j,+0+0j,+0+0j,+0+0j,+8.24378e-06+4.79796e-06j,+8.22415e-06+4.77416e-06j,+8.23247e-06+4.7827e-06j,+0+0j,+0+0j,+22002.7-21380.4j,+243491-167600j,+0+0j,+21999.6-21410.5j,+12231.9+1.94058j,+0+0j,+243296-167979j,+44241.8+22145.6j,+198860-190510j,+0+0j,+198756-190772j,+0+0j,+77639.9+55470.9j,+96120.8-208685j,+36276.6-208926j,+36151.3-209126j,+36005.3-209353j,+455195-269640j,+455215-270827j,+20121.1+7.42836j,+435078-271566j,+20121.5+3.43808j,+28511.9-21513.2j,+405693-252445j,+18763.4+3.48627j,-8.38227e-06+1.54161e-06j,+0+0j,+269209-416402j,+62878.8+211718j,+0+0j,+0+0j,+0+0j,+0+0j,+267960-418020j,+0+0j,+0+0j,+83466-230265j,+108316-100192j,+44699.6-230754j,-1.35984e-08-1.45376e-08j,+44645.5-230866j,+418.049-231331j,+240.761-231799j,+0+0j,+121.702-232066j,+0+0j,+98258.2-100940j,+0+0j,+52173.5-101376j,+18434.3-101634j,+33570+92.1612j,+0+0j,+33565.5+52.1065j,+0+0j,+33567.3+13.1866j,+19412.9+2.90134j,+32273.4+6.92776j,+32271.4+4.91817j,+1.06666e-05-8.3063e-06j,+1.06785e-05-8.31128e-06j,+0+0j,+30220.7+211325j,+0+0j,+0+0j,+64800.8+61.5868j,-34711+211093j,+33074.3+24.6309j,+0+0j,-34947.4+210890j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+288492-174773j,+813436-401330j,+455054-267231j,+332608-203144j,+30400.4+211522j
2016-03-04 23:00:00 PST,+13261.2+1.24675j,+0+0j,+720884-413732j,+0+0j,+0+0j,+0+0j,+721121-417538j,+7700.53+0.535981j,+0+0j,+713560-420070j,+0+0j,+0+0j,+303680-154504j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44242.1+22136.1j,+0+0j,+44225.9+22138.9j,+2.47542e-05-1.2504e-05j,+0+0j,+2.47822e-05-1.2463e-05j,+0+0j,+2.48195e-05-1.23933e-05j,+0+0j,+0+0j,+0+0j,+2.48121e-05-1.23914e-05j,+2.48206e-05-1.24049e-05j,+2.48298e-05-1.23688e-05j,+0+0j,+0+0j,+19760-21385.4j,+220557-168464j,+0+0j,+19756.9-21413.3j,+9941.26+1.2795j,+0+0j,+220380-168794j,+44323.6+22186.6j,+175880-191315j,+0+0j,+175787-191547j,+0+0j,+77795.1+55581.6j,+72906.7-209548j,+24328.4-209770j,+24200.6-209968j,+24055.3-210187j,+409894-271305j,+409908-272353j,+16660.4+5.16377j,+393234-273004j,+16661+2.3548j,+25221.9-21511.6j,+367246-253640j,+15422.3+2.35172j,-1.30106e-05+1.20357e-05j,+0+0j,+237119-417784j,+56404.2+212483j,+0+0j,+0+0j,+0+0j,+0+0j,+235946-419324j,+0+0j,+0+0j,+67522-231131j,+91892.9-100638j,+36400.5-231607j,+1.46448e-08-1.96279e-09j,+36346-231720j,+438.92-232190j,+246.243-232663j,+0+0j,+124.233-232929j,+0+0j,+83766.8-101286j,+0+0j,+46247.7-101670j,+18637.6-101900j,+27444.1+71.1424j,+0+0j,+27442.1+39.2941j,+0+0j,+27444.9+8.79785j,+15961.9+1.95274j,+26720.1+1.92643j,+26718.4+1.486j,+2.7733e-06-6.1447e-06j,+2.8062e-06-6.12106e-06j,+0+0j,+29305.1+212099j,+0+0j,+0+0j,+51949+39.4711j,-22783+211884j,+26515.6+15.7844j,+0+0j,-23009.1+211680j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+259000-178293j,+733866-408827j,+409793-269181j,+293973-203960j,+29480.9+212292j
2016-03-05 00:00:00 PST,+10730.8+0.816284j,+0+0j,+677961-417127j,+0+0j,+0+0j,+0+0j,+678161-420658j,+6150.34+0.341863j,+0+0j,+672129-423008j,+0+0j,+0+0j,+287560-156369j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44259.7+22146.3j,+0+0j,+44245+22148.4j,-3.7423e-07+1.37137e-05j,+0+0j,-4.0952e-07+1.37453e-05j,+0+0j,-4.18238e-07+1.38113e-05j,+0+0j,+0+0j,+0+0j,-4.10415e-07+1.38125e-05j,-4.42821e-07+1.38e-05j,-4.19453e-07+1.38238e-05j,+0+0j,+0+0j,+17847.2-21382.8j,+208517-168905j,+0+0j,+17844-21408.9j,+8000.82+0.828276j,+0+0j,+208346-169209j,+44346.7+22198.1j,+163829-191715j,+0+0j,+163741-191931j,+0+0j,+77839.5+55613.2j,+60765.5-209967j,+18781.5-210180j,+18652-210376j,+18506.4-210590j,+384548-271964j,+384552-272933j,+13550+3.48278j,+370989-273534j,+13550.7+1.55739j,+22320.3-21505j,+347947-254050j,+12491.5+1.54221j,+1.25187e-06-1.11518e-05j,+0+0j,+218748-418326j,+55376.6+212863j,+0+0j,+0+0j,+0+0j,+0+0j,+217615-419820j,+0+0j,+0+0j,+60112.7-231451j,+80787.1-100858j,+32315.3-231921j,+1.40524e-08+1.55877e-08j,+32260.2-232034j,+451.465-232504j,+250.048-232978j,+0+0j,+125.939-233242j,+0+0j,+74229.6-101443j,+0+0j,+41079.4-101796j,+18754.6-102003j,+22160.9+54.5524j,+0+0j,+22160.1+29.5321j,+0+0j,+22163.2+5.73425j,+12931.3+1.27904j,+24819.1+0.577851j,+24817.4+0.556292j,+1.23001e-05-7.99004e-06j,+1.2281e-05-8.00163e-06j,+0+0j,+30183+212480j,+0+0j,+0+0j,+47282.2+32.6038j,-17241.3+212268j,+24072.8+12.9981j,+0+0j,-17463.2+212062j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+242896-180055j,+688441-412603j,+384475-269999j,+274545-204216j,+30356+212673j
2016-03-05 01:00:00 PST,+9450.62+0.633117j,+0+0j,+656256-418798j,+0+0j,+0+0j,+0+0j,+656437-422197j,+5350.26+0.25869j,+0+0j,+651195-424459j,+0+0j,+0+0j,+279398-157304j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44268.2+22151.4j,+0+0j,+44254.3+22153.1j,+1.52644e-05-1.39808e-05j,+0+0j,+1.52794e-05-1.39756e-05j,+0+0j,+1.52602e-05-1.39305e-05j,+0+0j,+0+0j,+0+0j,+1.5281e-05-1.39563e-05j,+1.52753e-05-1.39646e-05j,+1.52699e-05-1.3978e-05j,+0+0j,+0+0j,+16871-21381.3j,+202432-169121j,+0+0j,+16867.8-21406.6j,+7010.63+0.635765j,+0+0j,+202265-169413j,+44358.1+22203.8j,+157739-191912j,+0+0j,+157653-192121j,+0+0j,+77861.4+55628.9j,+54630.4-210174j,+15983.3-210383j,+15852.8-210578j,+15707.2-210789j,+371757-272282j,+371757-273212j,+11989.9+2.76363j,+359753-273790j,+11990.5+1.21932j,+20854.7-21501.5j,+338198-254249j,+11011.2+1.19811j,-4.42356e-06+3.19323e-06j,+0+0j,+209384-418594j,+54938.7+213052j,+0+0j,+0+0j,+0+0j,+0+0j,+208269-420066j,+0+0j,+0+0j,+56328.6-231612j,+75132.1-100966j,+30232.9-232080j,+4.56725e-09-1.66852e-08j,+30177.6-232193j,+457.882-232663j,+251.988-233137j,+0+0j,+126.809-233401j,+0+0j,+69382.6-101522j,+0+0j,+38456.3-101859j,+18813.5-102055j,+19479.7+46.663j,+0+0j,+19479.4+24.9808j,+0+0j,+19482.5+4.43243j,+11401+0.99322j,+23998.7+0.0542614j,+23997+0.193333j,+7.77622e-06+2.52462e-06j,+7.77118e-06+2.50825e-06j,+0+0j,+30567.5+212669j,+0+0j,+0+0j,+44868.9+29.3144j,-14445.1+212459j,+22811.5+11.6664j,+0+0j,-14665+212251j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+234740-180941j,+665472-414457j,+371698-270393j,+264729-204340j,+30739.3+212862j
2016-03-05 02:00:00 PST,+9110.58+0.588365j,+0+0j,+649713-419288j,+0+0j,+0+0j,+0+0j,+649890-422651j,+5050.23+0.230482j,+0+0j,+644946-424889j,+0+0j,+0+0j,+276928-157577j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44272.4+22153.7j,+0+0j,+44258.7+22155.3j,+1.03284e-05-2.62346e-06j,+0+0j,+1.03814e-05-2.59964e-06j,+0+0j,+1.03352e-05-2.63104e-06j,+0+0j,+0+0j,+0+0j,+1.03668e-05-2.59554e-06j,+1.0361e-05-2.60953e-06j,+1.03494e-05-2.60626e-06j,+0+0j,+0+0j,+16565.3-21381.2j,+200575-169193j,+0+0j,+16562.1-21406.3j,+6700.57+0.580702j,+0+0j,+200409-169482j,+44363.1+22206.4j,+155879-191979j,+0+0j,+155793-192186j,+0+0j,+77871+55635.8j,+52753.1-210246j,+15071.5-210454j,+14940.7-210649j,+14795-210860j,+367974-272383j,+367974-273304j,+11649.9+2.61774j,+356310-273875j,+11650.5+1.15108j,+20479.2-21500.8j,+335137-254316j,+10631.1+1.11672j,+1.14338e-05-1.50345e-05j,+0+0j,+206575-418691j,+54668.6+213120j,+0+0j,+0+0j,+0+0j,+0+0j,+205466-420156j,+0+0j,+0+0j,+55120.5-231673j,+73506.6-101000j,+29645.5-232141j,-5.07561e-09+7.70666e-09j,+29590-232254j,+459.9-232725j,+252.547-233199j,+0+0j,+127.069-233463j,+0+0j,+68059.1-101548j,+0+0j,+37713.8-101881j,+18831.5-102074j,+18719.4+44.4959j,+0+0j,+18719.3+23.7433j,+0+0j,+18722.3+4.10108j,+11010.9+0.926098j,+23698.6-0.12797j,+23696.9+0.0668054j,+5.42853e-06-8.10739e-06j,+5.42415e-06-8.11551e-06j,+0+0j,+30598.1+212737j,+0+0j,+0+0j,+43987.8+28.1568j,-13533.9+212528j,+22351.1+11.198j,+0+0j,-13753.3+212319j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+232271-181202j,+658592-414996j,+367919-270516j,+261647-204382j,+30769.5+212930j
2016-03-05 03:00:00 PST,+9110.58+0.588398j,+0+0j,+659735-418337j,+0+0j,+0+0j,+0+0j,+659908-421740j,+5050.23+0.230517j,+0+0j,+654961-424005j,+0+0j,+0+0j,+280955-157046j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44257+22145.6j,+0+0j,+44242.8+22147.4j,-9.48167e-06+1.14621e-05j,+0+0j,-9.50271e-06+1.14489e-05j,+0+0j,-9.47269e-06+1.14842e-05j,+0+0j,+0+0j,+0+0j,-9.43811e-06+1.14919e-05j,-9.48136e-06+1.14785e-05j,-9.5063e-06+1.1529e-05j,+0+0j,+0+0j,+16559.7-21378.7j,+203921-169089j,+0+0j,+16556.4-21403.7j,+6700.57+0.580932j,+0+0j,+203751-169383j,+44343.9+22196.7j,+159237-191877j,+0+0j,+159149-192087j,+0+0j,+77834.5+55609.7j,+56157.4-210128j,+17124.7-210337j,+16994.3-210532j,+16848.4-210743j,+373953-272099j,+373952-273033j,+11649.9+2.61866j,+362287-273612j,+11650.5+1.15141j,+20473-21499j,+341105-254083j,+10631.1+1.11712j,+4.87545e-06-4.79992e-06j,+0+0j,+210556-418438j,+56671.5+213013j,+0+0j,+0+0j,+0+0j,+0+0j,+209441-419909j,+0+0j,+0+0j,+57821.5-231498j,+74833.6-100938j,+30993.8-231967j,-7.72049e-09+6.51646e-09j,+30938.3-232079j,+457.634-232549j,+252.147-233022j,+0+0j,+126.868-233285j,+0+0j,+69385-101492j,+0+0j,+37689.1-101829j,+18806.7-102022j,+18719.6+44.5021j,+0+0j,+18719.3+23.7766j,+0+0j,+18722.3+4.10422j,+11010.9+0.926805j,+25049.3+0.726113j,+25047.5+0.654205j,-7.22856e-06+8.76165e-06j,-7.23349e-06+8.7372e-06j,+0+0j,+31250+212628j,+0+0j,+0+0j,+46691.3+31.7206j,-15583.8+212415j,+23702.4+12.6014j,+0+0j,-15804.5+212207j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+236298-180682j,+668615-413995j,+373895-270204j,+267640-204211j,+31421.8+212821j
2016-03-05 04:00:00 PST,+8950.56+0.568031j,+0+0j,+685116-415859j,+0+0j,+0+0j,+0+0j,+685273-419368j,+5050.23+0.230628j,+0+0j,+680315-421703j,+0+0j,+0+0j,+291205-155675j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44212.6+22122.2j,+0+0j,+44197.4+22124.6j,-1.01898e-05+9.20736e-07j,+0+0j,-1.01513e-05+9.88882e-07j,+0+0j,-1.01557e-05+1.04405e-06j,+0+0j,+0+0j,+0+0j,-1.00772e-05+1.06034e-06j,-1.01096e-05+1.0666e-06j,-1.0113e-05+1.10695e-06j,+0+0j,+0+0j,+16473.9-21371.5j,+212513-168804j,+0+0j,+16470.7-21396.5j,+6630.56+0.569493j,+0+0j,+212333-169113j,+44289.6+22169.6j,+167863-191595j,+0+0j,+167770-191813j,+0+0j,+77732.3+55536.8j,+64913.3-209801j,+22532.1-210014j,+22402.2-210207j,+22255.3-210420j,+389025-271342j,+389019-272310j,+11369.8+2.50413j,+377632-272912j,+11370.5+1.09761j,+20255.6-21493.9j,+356628-253464j,+10431.1+1.07656j,-8.15387e-06+1.16435e-05j,+0+0j,+220551-417762j,+62235.8+212722j,+0+0j,+0+0j,+0+0j,+0+0j,+219419-419245j,+0+0j,+0+0j,+64915.5-231023j,+77861.4-100778j,+34430.2-231493j,-9.9603e-09-4.96206e-09j,+34374.5-231605j,+452.082-232070j,+251.337-232538j,+0+0j,+126.442-232801j,+0+0j,+72410.6-101346j,+0+0j,+37343.6-101693j,+18741.1-101882j,+18439.9+43.7076j,+0+0j,+18439.4+23.4029j,+0+0j,+18442.2+3.98294j,+10800.9+0.893601j,+28701.4+3.50604j,+28699.4+2.56137j,+2.27249e-05-7.03829e-06j,+2.27072e-05-7.05508e-06j,+0+0j,+33160.9+212329j,+0+0j,+0+0j,+54001.9+42.4352j,-20979+212105j,+27356.6+16.817j,+0+0j,-21203.8+211897j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+246547-179337j,+693847-411394j,+388962-269374j,+283223-203757j,+33333.9+212525j
2016-03-05 05:00:00 PST,+9640.65+0.659188j,+0+0j,+733648-411288j,+0+0j,+0+0j,+0+0j,+733788-415038j,+5400.26+0.26388j,+0+0j,+728468-417534j,+0+0j,+0+0j,+310341-153185j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44148.7+22088.2j,+0+0j,+44131.4+22091.6j,-1.86523e-05+2.85079e-05j,+0+0j,-1.86763e-05+2.85749e-05j,+0+0j,-1.86812e-05+2.86276e-05j,+0+0j,+0+0j,+0+0j,-1.86954e-05+2.86495e-05j,-1.86982e-05+2.86613e-05j,-1.8724e-05+2.86295e-05j,+0+0j,+0+0j,+16934.2-21363.1j,+228088-168275j,+0+0j,+16931-21388.4j,+7120.65+0.657886j,+0+0j,+227892-168614j,+44210.1+22129.8j,+183485-191086j,+0+0j,+183382-191322j,+0+0j,+77581.8+55429.3j,+80734.8-209231j,+31611.3-209452j,+31482.4-209646j,+31334.1-209863j,+417997-270053j,+417987-271097j,+12279.9+2.8986j,+405685-271746j,+12280.6+1.28181j,+21033.2-21489.1j,+383828-252452j,+11241.2+1.25215j,-8.86417e-06+8.03153e-06j,+0+0j,+239892-416669j,+70155.9+212224j,+0+0j,+0+0j,+0+0j,+0+0j,+238723-418187j,+0+0j,+0+0j,+76709.4-230281j,+85621.2-100489j,+40451.3-230760j,+1.44172e-08-1.42105e-09j,+40395.4-230871j,+440.541-231331j,+248.856-231793j,+0+0j,+125.261-232055j,+0+0j,+79810.8-101098j,+0+0j,+38619.1-101468j,+18615.2-101660j,+19841+47.7391j,+0+0j,+19839.9+25.835j,+0+0j,+19842.6+4.62998j,+11641+1.04156j,+34685.4+9.5638j,+34682.9+6.69919j,+5.40755e-06-3.72551e-06j,+5.41568e-06-3.72938e-06j,+0+0j,+35093.2+211817j,+0+0j,+0+0j,+65000.8+61.5776j,-30038.7+211576j,+32884+24.3661j,+0+0j,-30270.8+211367j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+265670-176923j,+743085-406520j,+417921-267928j,+310533-203033j,+35268.9+212017j
2016-03-05 06:00:00 PST,+11420.9+0.92509j,+0+0j,+757668-409401j,+0+0j,+0+0j,+0+0j,+757843-413344j,+6500.38+0.382296j,+0+0j,+751442-415968j,+0+0j,+0+0j,+319318-152138j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44153+22089.5j,+0+0j,+44134.9+22093.4j,-1.0616e-05+1.64714e-05j,+0+0j,-1.06006e-05+1.64812e-05j,+0+0j,-1.06459e-05+1.65147e-05j,+0+0j,+0+0j,+0+0j,-1.06499e-05+1.65078e-05j,-1.06513e-05+1.65223e-05j,-1.06958e-05+1.65024e-05j,+0+0j,+0+0j,+18288-21369j,+234524-168024j,+0+0j,+18284.9-21395.5j,+8490.92+0.935444j,+0+0j,+234325-168379j,+44213.7+22131.6j,+189912-190870j,+0+0j,+189807-191116j,+0+0j,+77587.9+55433.7j,+87181.9-209020j,+34070.2-209249j,+33941.8-209445j,+33793.3-209666j,+432031-269822j,+432030-270920j,+14460.1+3.94893j,+417549-271602j,+14460.8+1.77686j,+23076.5-21498.3j,+393626-252383j,+13301.7+1.75292j,+1.17829e-05+6.8705e-06j,+0+0j,+250854-416545j,+69040.7+212047j,+0+0j,+0+0j,+0+0j,+0+0j,+249658-418094j,+0+0j,+0+0j,+80593.6-230227j,+92765-100395j,+42643-230711j,+5.30393e-09+1.29368e-08j,+42587.5-230822j,+433.531-231283j,+246.736-231746j,+0+0j,+124.34-232009j,+0+0j,+85841.7-101044j,+0+0j,+42273.7-101435j,+18546.4-101643j,+23563+58.8161j,+0+0j,+23561+32.2841j,+0+0j,+23563.6+6.52249j,+13771.4+1.45867j,+34074.8+8.85987j,+34072.5+6.2332j,-5.37025e-06-6.2202e-06j,-5.36426e-06-6.24154e-06j,+0+0j,+34585.2+211642j,+0+0j,+0+0j,+66944.6+65.4156j,-32490+211398j,+33935.6+25.9483j,+0+0j,-32725.2+211190j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+274628-175951j,+768856-404363j,+431934-267588j,+320397-203035j,+34762.7+211843j
2016-03-05 07:00:00 PST,+13041.2+1.20614j,+0+0j,+772311-408469j,+0+0j,+0+0j,+0+0j,+772519-412535j,+7600.52+0.522572j,+0+0j,+765036-415241j,+0+0j,+0+0j,+324573-151636j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44162.5+22093.9j,+0+0j,+44143.9+22097.9j,+3.58278e-06+2.47223e-06j,+0+0j,+3.56804e-06+2.47296e-06j,+0+0j,+3.57757e-06+2.49072e-06j,+0+0j,+0+0j,+0+0j,+3.56025e-06+2.48508e-06j,+3.56822e-06+2.48184e-06j,+3.5596e-06+2.44639e-06j,+0+0j,+0+0j,+19579.6-21373.2j,+238027-167860j,+0+0j,+19576.4-21400.9j,+9791.23+1.24369j,+0+0j,+237830-168224j,+44224.6+22137j,+193407-190730j,+0+0j,+193303-190983j,+0+0j,+77608+55448j,+90670.9-208892j,+34858.2-209125j,+34730.9-209323j,+34583.1-209546j,+440413-269772j,+440420-270902j,+16360.4+4.99559j,+424041-271606j,+16361+2.27388j,+24928.3-21504.3j,+398257-252423j,+15162.2+2.27705j,+1.03463e-05-1.62585e-06j,+0+0j,+257666-416513j,+66899+211926j,+0+0j,+0+0j,+0+0j,+0+0j,+256451-418086j,+0+0j,+0+0j,+82064.6-230249j,+98126.9-100332j,+43434.8-230734j,-2.1895e-08-3.61386e-08j,+43379.7-230846j,+428.02-231308j,+244.747-231772j,+0+0j,+123.463-232037j,+0+0j,+90092.3-101013j,+0+0j,+45678.8-101419j,+18507.9-101643j,+27005.1+69.7078j,+0+0j,+27002.3+38.6885j,+0+0j,+27004.8+8.54706j,+15691.9+1.89443j,+33074+7.75521j,+33071.9+5.48592j,+1.4584e-05-1.42193e-05j,+1.45904e-05-1.4229e-05j,+0+0j,+33442.9+211525j,+0+0j,+0+0j,+66594+64.8625j,-33281.8+211284j,+33855.5+25.8185j,+0+0j,-33517.7+211078j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+279873-175501j,+785096-403249j,+440298-267474j,+325074-203097j,+33621+211725j
2016-03-05 08:00:00 PST,+11530.9+0.94285j,+0+0j,+732506-412143j,+0+0j,+0+0j,+0+0j,+732698-415956j,+6950.43+0.436899j,+0+0j,+725858-418493j,+0+0j,+0+0j,+309222-153632j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44191.1+22109.6j,+0+0j,+44174+22112.9j,+1.43388e-05+7.1631e-07j,+0+0j,+1.43319e-05+7.04892e-07j,+0+0j,+1.43272e-05+7.39563e-07j,+0+0j,+0+0j,+0+0j,+1.43376e-05+7.22511e-07j,+1.42955e-05+6.95722e-07j,+1.43227e-05+7.00177e-07j,+0+0j,+0+0j,+18592.9-21374.4j,+226119-168273j,+0+0j,+18589.8-21401.1j,+8780.99+0.999473j,+0+0j,+225931-168612j,+44262.1+22155.7j,+181482-191110j,+0+0j,+181384-191346j,+0+0j,+77679.5+55499j,+78636.3-209296j,+28674.6-209519j,+28546.5-209715j,+28399.4-209934j,+416585-270633j,+416589-271688j,+14270.1+3.84789j,+402303-272345j,+14270.8+1.72928j,+23163.4-21502j,+378339-253034j,+13371.7+1.76988j,+7.10767e-07+3.15323e-06j,+0+0j,+240861-417171j,+63735.5+212271j,+0+0j,+0+0j,+0+0j,+0+0j,+239685-418702j,+0+0j,+0+0j,+73735-230659j,+89514-100547j,+38753.4-231136j,+3.02427e-08+2.96707e-08j,+38698.4-231247j,+438.121-231710j,+247.439-232176j,+0+0j,+124.671-232440j,+0+0j,+82144.8-101179j,+0+0j,+42779.1-101557j,+18611.9-101769j,+24002.7+60.1543j,+0+0j,+24001+32.951j,+0+0j,+24003.7+6.71359j,+13831.4+1.46866j,+30402.3+5.04088j,+30400.3+3.6242j,-4.11711e-07+4.23019e-07j,-4.20844e-07+4.12769e-07j,+0+0j,+32954.5+211875j,+0+0j,+0+0j,+59931.8+52.4959j,-27111.9+211645j,+30490.6+20.9127j,+0+0j,-27342+211439j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+264543-177405j,+743794-407262j,+416491-268488j,+305068-203512j,+33130.5+212073j
