,node,voltage_magnitude,voltage_angle,active_power,reactive_power,month,hour_of_day,day_of_month,daytype,timezone
276,WECCbus57,1.0092308,-1.7761054,2.6459615000000003,-0.14966372,february,22,6,weekend,
282,WECCbus57,1.0105720999999999,-1.7558900000000002,2.4739902999999996,-0.16275079999999997,february,23,6,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,march,0,4,weekday,
6,WECCbus157,1.0310576999999999,-0.78440043,2.7663999,-0.26516699,march,1,4,weekday,
12,WECCbus157,1.0313081,-0.78046793,2.7356606,-0.26580917,march,2,4,weekday,
18,WECCbus157,1.0313940000000001,-0.77902914,2.7254089,-0.26596632,march,3,4,weekday,
24,WECCbus157,1.0312919,-0.7807022,2.7377411,-0.2657515,march,4,4,weekday,
30,WECCbus157,1.0308925,-0.78686809,2.7867903,-0.26463189,march,5,4,weekday,
36,WECCbus157,1.0301846,-0.79745592,2.8715182999999995,-0.26232741,march,6,4,weekday,
42,WECCbus157,1.0298462,-0.80232092,2.9112105,-0.26103760000000004,march,7,4,weekday,
48,WECCbus157,1.0295289,-0.80728418,2.9456083,-0.26008505,march,8,4,weekday,
54,WECCbus157,1.0298563,-0.80256873,2.9081645000000003,-0.26134965,march,9,4,weekday,
60,WECCbus157,1.0302961,-0.79606003,2.8573784,-0.2629071,march,10,4,weekday,
66,WECCbus157,1.0303121,-0.79584379,2.8554916,-0.2629857,march,11,4,weekday,
72,WECCbus157,1.0302788,-0.79644717,2.8589032000000003,-0.26294935,march,12,4,weekday,
78,WECCbus157,1.0302518,-0.79688272,2.8618044,-0.26287168,march,13,4,weekday,
84,WECCbus157,1.0302098,-0.79757087,2.8661713,-0.26274566,march,14,4,weekday,
90,WECCbus157,1.0300797,-0.79966048,2.8803653,-0.26238596,march,15,4,weekday,
96,WECCbus157,1.0294185,-0.80939091,2.9546744,-0.25991094,march,16,4,weekday,
102,WECCbus157,1.0285074,-0.82225348,3.0542894,-0.25604232,march,17,4,weekday,
108,WECCbus157,1.0275739,-0.83502238,3.1518982,-0.25163806,march,18,4,weekday,
114,WECCbus157,1.026506,-0.84873671,3.2602919999999997,-0.24574968,march,19,4,weekday,
120,WECCbus157,1.0261341,-0.85307989,3.2983957999999998,-0.24334159,march,20,4,weekday,
126,WECCbus157,1.0265788,-0.84738875,3.2555072,-0.24591350000000003,march,21,4,weekday,
132,WECCbus157,1.0278082,-0.83136053,3.1309367000000004,-0.25252671,march,22,4,weekday,
138,WECCbus157,1.0292200999999999,-0.81189082,2.9794278,-0.25899658,march,23,4,weekday,
144,WECCbus157,1.0302950000000002,-0.79612826,2.8572132000000003,-0.26293477,march,0,5,weekend,
150,WECCbus157,1.0308902,-0.78701183,2.7866077000000002,-0.26470556,march,1,5,weekend,
156,WECCbus157,1.0311541,-0.782837,2.7548051,-0.26537431,march,2,5,weekend,
162,WECCbus157,1.0312671,-0.78108384,2.7408143,-0.26567945,march,3,5,weekend,
168,WECCbus157,1.0311459,-0.78292235,2.7559742000000003,-0.26532059999999996,march,4,5,weekend,
174,WECCbus157,1.0307522,-0.78900027,2.8036722999999997,-0.26419369,march,5,5,weekend,
180,WECCbus157,1.030019,-0.79992135,2.8904861,-0.26173613,march,6,5,weekend,
186,WECCbus157,1.0296599,-0.80489105,2.9330555,-0.26022846,march,7,5,weekend,
192,WECCbus157,1.0295834000000001,-0.8065441999999999,2.9391399,-0.26031902,march,8,5,weekend,
198,WECCbus157,1.0300201,-0.8002364000000001,2.8890502000000002,-0.26200075,march,9,5,weekend,
204,WECCbus157,1.0304949,-0.79330139,2.8329736,-0.26372685,march,10,5,weekend,
210,WECCbus157,1.0304977,-0.79325931,2.8327237999999997,-0.26374429,march,11,5,weekend,
216,WECCbus157,1.0304229,-0.79456457,2.8406307999999996,-0.26361649,march,12,5,weekend,
222,WECCbus157,1.0304413000000001,-0.79453647,2.8371718999999995,-0.26383687,march,13,5,weekend,
228,WECCbus157,1.0304056000000001,-0.7952064999999999,2.8405625,-0.26379472,march,14,5,weekend,
234,WECCbus157,1.0302723,-0.79741399,2.855054,-0.26348067,march,15,5,weekend,
240,WECCbus157,1.0295578,-0.80786686,2.9369905,-0.26082874,march,16,5,weekend,
246,WECCbus157,1.0283356,-0.82499921,3.0706631,-0.25549987,march,17,5,weekend,
252,WECCbus157,1.0271758,-0.84064526,3.1903026000000003,-0.24977457,march,18,5,weekend,
258,WECCbus157,1.0259877,-0.85545739,3.3094403,-0.24279924,march,19,5,weekend,
264,WECCbus157,1.0255961999999998,-0.85982131,3.349367,-0.24008713,march,20,5,weekend,
270,WECCbus157,1.0260592,-0.85399303,3.3056704,-0.24286792,march,21,5,weekend,
276,WECCbus157,1.0273436,-0.8375429,3.1784465,-0.2501297,march,22,5,weekend,
282,WECCbus157,1.0288584,-0.81699774,3.0191082000000002,-0.25745976,march,23,5,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,march,0,4,weekday,
6,WECCbus54,1.0159485000000001,-1.7252285,2.367608,-0.14221229999999999,march,1,4,weekday,
12,WECCbus54,1.0161761999999999,-1.7215208999999998,2.3390321,-0.14340963,march,2,4,weekday,
18,WECCbus54,1.0162806999999998,-1.7199096,2.3266821,-0.14390758,march,3,4,weekday,
24,WECCbus54,1.0161683000000001,-1.7216783,2.3403162999999996,-0.14336788,march,4,4,weekday,
30,WECCbus54,1.0158298000000001,-1.7272710999999998,2.3828354,-0.14160672,march,5,4,weekday,
36,WECCbus54,1.0152485999999998,-1.736741,2.453749,-0.13841621,march,6,4,weekday,
42,WECCbus54,1.0149934999999999,-1.7408938999999999,2.4838717,-0.13691814,march,7,4,weekday,
48,WECCbus54,1.0145812,-1.7467258,2.5332716,-0.13425631,march,8,4,weekday,
54,WECCbus54,1.0148568,-1.7424339,2.5016135,-0.13591934,march,9,4,weekday,
60,WECCbus54,1.0152545,-1.7362723999999998,2.454802,-0.13828648,march,10,4,weekday,
66,WECCbus54,1.0152623,-1.7361243999999998,2.4552355,-0.13825965,march,11,4,weekday,
72,WECCbus54,1.0151913000000001,-1.737052,2.468126,-0.1375565,march,12,4,weekday,
78,WECCbus54,1.0151485,-1.7376144,2.4777925,-0.13699397,march,13,4,weekday,
84,WECCbus54,1.0150762,-1.7385538,2.4919542999999997,-0.13615114,march,14,4,weekday,
90,WECCbus54,1.0148933,-1.7411004,2.5172449,-0.13473389,march,15,4,weekday,
96,WECCbus54,1.0142437,-1.7507458999999999,2.59329,-0.13042868,march,16,4,weekday,
102,WECCbus54,1.0133966,-1.7631245999999998,2.6880319,-0.12457169,march,17,4,weekday,
108,WECCbus54,1.0124886,-1.7757587,2.7877918,-0.11760642,march,18,4,weekday,
114,WECCbus54,1.0115846,-1.7883571,2.8752978,-0.11102455,march,19,4,weekday,
120,WECCbus54,1.0113976,-1.7913459999999999,2.8909465,-0.10981874,march,20,4,weekday,
126,WECCbus54,1.0118436,-1.7855406999999999,2.8422702999999996,-0.11371619,march,21,4,weekday,
132,WECCbus54,1.0129559000000001,-1.7702096999999999,2.7200162,-0.12263638,march,22,4,weekday,
138,WECCbus54,1.0142361,-1.7516518,2.5752292000000003,-0.13176306,march,23,4,weekday,
144,WECCbus54,1.0152328000000002,-1.7365167000000001,2.4565269,-0.13810306,march,0,5,weekend,
150,WECCbus54,1.0157902,-1.727748,2.3880275,-0.14130672,march,1,5,weekend,
156,WECCbus54,1.0160533,-1.723593,2.3546529,-0.14276657,march,2,5,weekend,
162,WECCbus54,1.0161480999999999,-1.7220147000000001,2.3427648,-0.14325394,march,3,5,weekend,
168,WECCbus54,1.0160609,-1.723538,2.3525327000000003,-0.14289241,march,4,5,weekend,
174,WECCbus54,1.0157105,-1.7292195,2.3959009,-0.14104846,march,5,5,weekend,
180,WECCbus54,1.0150943000000001,-1.7391339,2.4691736,-0.13766877,march,6,5,weekend,
186,WECCbus54,1.0148791,-1.7428560000000002,2.4962124,-0.13629632,march,7,5,weekend,
192,WECCbus54,1.0146104,-1.7462017,2.5284207999999997,-0.13446856,march,8,5,weekend,
198,WECCbus54,1.0149786,-1.7404598999999998,2.4862075,-0.13667511,march,9,5,weekend,
204,WECCbus54,1.0153517,-1.7344157,2.4443497000000005,-0.13870484,march,10,5,weekend,
210,WECCbus54,1.0153531,-1.7343708999999998,2.447987,-0.13848871,march,11,5,weekend,
216,WECCbus54,1.0152184000000002,-1.7362092,2.4661049999999998,-0.13753973,march,12,5,weekend,
222,WECCbus54,1.0151398,-1.7370421999999999,2.478847,-0.13680742,march,13,5,weekend,
228,WECCbus54,1.0150525,-1.7381673,2.4915187999999997,-0.13609284,march,14,5,weekend,
234,WECCbus54,1.0148474,-1.7409881999999999,2.5193422,-0.13453913,march,15,5,weekend,
240,WECCbus54,1.014202,-1.7507941000000002,2.5936637000000005,-0.13037108,march,16,5,weekend,
246,WECCbus54,1.0130861999999998,-1.7670371999999999,2.7184691,-0.1224238,march,17,5,weekend,
252,WECCbus54,1.0119554,-1.7825119999999999,2.8394694,-0.11357767,march,18,5,weekend,
258,WECCbus54,1.0110120999999999,-1.7955904999999999,2.9314682999999997,-0.10626321,march,19,5,weekend,
264,WECCbus54,1.0108645,-1.7981688999999998,2.9452142999999995,-0.10516522,march,20,5,weekend,
270,WECCbus54,1.0113365,-1.7921643,2.8948752,-0.10941354,march,21,5,weekend,
276,WECCbus54,1.0125170000000001,-1.7762651000000003,2.7683612,-0.11917938,march,22,5,weekend,
282,WECCbus54,1.0139062,-1.7565307000000001,2.6121929,-0.12958111,march,23,5,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,march,0,4,weekday,
6,WECCbus57,1.0128967,-1.7178793,2.1566542999999996,-0.18100853,march,1,4,weekday,
12,WECCbus57,1.013103,-1.7142596,2.1269147,-0.18233613,march,2,4,weekday,
18,WECCbus57,1.0131980999999999,-1.7126848000000001,2.1123862,-0.18299238,march,3,4,weekday,
24,WECCbus57,1.0130959000000002,-1.7144126,2.1277116,-0.18230693,march,4,4,weekday,
30,WECCbus57,1.0127892,-1.7198744,2.1718891,-0.18030734,march,5,4,weekday,
36,WECCbus57,1.0122623,-1.7291268,2.2472051,-0.17662087,march,6,4,weekday,
42,WECCbus57,1.0120309,-1.7331878,2.2801278,-0.1748703,march,7,4,weekday,
48,WECCbus57,1.0116583000000001,-1.7388653000000003,2.3293884,-0.17203794,march,8,4,weekday,
54,WECCbus57,1.0119086,-1.7346696,2.2940987,-0.17403951,march,9,4,weekday,
60,WECCbus57,1.0122693,-1.7286513,2.2434947,-0.17680917,march,10,4,weekday,
66,WECCbus57,1.0122773,-1.7284996,2.2409223,-0.17698417,march,11,4,weekday,
72,WECCbus57,1.0122161,-1.7293793999999998,2.2443394,-0.17686509,march,12,4,weekday,
78,WECCbus57,1.0121806,-1.7299038,2.244022,-0.17693358,march,13,4,weekday,
84,WECCbus57,1.0121194,-1.7307892,2.2458793999999997,-0.17687416,march,14,4,weekday,
90,WECCbus57,1.0119566999999998,-1.7332509999999999,2.2637926,-0.17593086,march,15,4,weekday,
96,WECCbus57,1.0113693000000001,-1.7426608000000001,2.3428397999999997,-0.17133967,march,16,4,weekday,
102,WECCbus57,1.010602,-1.7547481,2.4455772999999996,-0.16480335,march,17,4,weekday,
108,WECCbus57,1.0097814,-1.7670708,2.5496449,-0.15739289,march,18,4,weekday,
114,WECCbus57,1.0089571,-1.7794105,2.6612525000000002,-0.14850503,march,19,4,weekday,
120,WECCbus57,1.0087845,-1.7823574,2.687129,-0.14633225,march,20,4,weekday,
126,WECCbus57,1.0091860000000001,-1.7767087,2.6410287999999995,-0.15022675,march,21,4,weekday,
132,WECCbus57,1.0101898999999999,-1.7617645,2.5187057,-0.1596579,march,22,4,weekday,
138,WECCbus57,1.0113478999999999,-1.7436577000000002,2.3684865,-0.16972928,march,23,4,weekday,
144,WECCbus57,1.0122494,-1.7288915,2.2467541,-0.17661865,march,0,5,weekend,
150,WECCbus57,1.0127538,-1.7203345,2.1761524,-0.18010220000000002,march,1,5,weekend,
156,WECCbus57,1.0129917,-1.7162833999999998,2.1429367000000004,-0.18162977,march,2,5,weekend,
162,WECCbus57,1.0130776,-1.7147416000000002,2.1304316,-0.18218273,march,3,5,weekend,
168,WECCbus57,1.0129977,-1.7162372,2.1435147999999997,-0.18158409,march,4,5,weekend,
174,WECCbus57,1.01268,-1.7217857,2.1892953,-0.17943749,march,5,5,weekend,
180,WECCbus57,1.0121204,-1.7314776,2.2702002999999995,-0.17532307,march,6,5,weekend,
186,WECCbus57,1.0119263,-1.7351140999999999,2.2962111000000003,-0.17396699,march,7,5,weekend,
192,WECCbus57,1.0116841,-1.7383585,2.3271023,-0.17213575,march,8,5,weekend,
198,WECCbus57,1.0120185,-1.7327446,2.2797355,-0.17482846,march,9,5,weekend,
204,WECCbus57,1.0123585,-1.7268241000000002,2.2288582000000003,-0.17757461,march,10,5,weekend,
210,WECCbus57,1.0123625,-1.7267613000000002,2.2241433999999995,-0.17788805,march,11,5,weekend,
216,WECCbus57,1.0122421,-1.7285401000000002,2.2383487,-0.17716322,march,12,5,weekend,
222,WECCbus57,1.0121736,-1.7293273999999998,2.2434135,-0.17691649,march,13,5,weekend,
228,WECCbus57,1.0120964,-1.730409,2.2511427000000004,-0.17651426,march,14,5,weekend,
234,WECCbus57,1.0119136,-1.7331375,2.2718021,-0.17541429,march,15,5,weekend,
240,WECCbus57,1.0113288,-1.7427153999999998,2.3521949,-0.17073214,march,16,5,weekend,
246,WECCbus57,1.010319,-1.7585723000000002,2.4851875,-0.16195868,march,17,5,weekend,
252,WECCbus57,1.009296,-1.7736707999999999,2.6142025,-0.15218492,march,18,5,weekend,
258,WECCbus57,1.0084377,-1.7864718999999998,2.7258099,-0.14278631,march,19,5,weekend,
264,WECCbus57,1.0083028,-1.7890099,2.7443827,-0.14119623,march,20,5,weekend,
270,WECCbus57,1.0087277,-1.7831673,2.6962299,-0.14548061,march,21,5,weekend,
276,WECCbus57,1.0097935,-1.7676678,2.5677522999999995,-0.15596835,march,22,5,weekend,
282,WECCbus57,1.0110485999999999,-1.7484236000000002,2.4091462000000003,-0.16714874,march,23,5,weekend,
0,WECCbus157,1.0154698,-0.80895408,3.0261449000000002,0.21853686,april,0,1,weekday,
6,WECCbus157,1.0313235,-0.78035671,2.7330678,-0.26593431,april,1,1,weekday,
12,WECCbus157,1.0314349,-0.77849354,2.7197387,-0.26613816,april,2,1,weekday,
18,WECCbus157,1.0314593,-0.77807464,2.716846,-0.26617527,april,3,1,weekday,
24,WECCbus157,1.0312643,-0.78114595,2.7410754,-0.26568668,april,4,1,weekday,
30,WECCbus157,1.0306567,-0.79055789,2.8146846,-0.26398039,april,5,1,weekday,
36,WECCbus157,1.0299874,-0.80023702,2.8952402999999998,-0.26156566,april,6,1,weekday,
42,WECCbus157,1.0295519,-0.80704092,2.9424907000000005,-0.26022513,april,7,1,weekday,
48,WECCbus157,1.0296971,-0.80498506,2.9259082000000003,-0.26082518,april,8,1,weekday,
54,WECCbus157,1.0301639999999999,-0.79815437,2.8719068,-0.26251128,april,9,1,weekday,
60,WECCbus157,1.0303785,-0.79491825,2.8473572999999996,-0.26325476,april,10,1,weekday,
66,WECCbus157,1.030284,-0.79638526,2.8581597000000003,-0.26297258,april,11,1,weekday,
72,WECCbus157,1.0303184,-0.79601394,2.8534558,-0.26318850000000005,april,12,1,weekday,
78,WECCbus157,1.0302713,-0.79689214,2.8580078999999996,-0.26313503,april,13,1,weekday,
84,WECCbus157,1.0302353000000002,-0.79767047,2.8608164,-0.26315524,april,14,1,weekday,
90,WECCbus157,1.0299829,-0.80173277,2.8884027000000003,-0.26248332,april,15,1,weekday,
96,WECCbus157,1.0288629,-0.81809667,3.0118925,-0.25815515,april,16,1,weekday,
102,WECCbus157,1.0279015,-0.83142563,3.1141466,-0.25383310000000003,april,17,1,weekday,
108,WECCbus157,1.0275166,-0.83637485,3.1548447,-0.25175192,april,18,1,weekday,
114,WECCbus157,1.0271306999999998,-0.84191073,3.1923351,-0.25010954,april,19,1,weekday,
120,WECCbus157,1.0264119,-0.85013827,3.2684547999999998,-0.24534786,april,20,1,weekday,
126,WECCbus157,1.027164,-0.84036667,3.1945656000000002,-0.24952767,april,21,1,weekday,
132,WECCbus157,1.0287474,-0.81887028,3.0295067,-0.25718152,april,22,1,weekday,
138,WECCbus157,1.0300339,-0.80028209,2.8863911,-0.26223978,april,23,1,weekday,
144,WECCbus157,1.0310277,-0.78503812,2.7692595,-0.2652059,april,0,3,weekend,
150,WECCbus157,1.0311063,-0.78380948,2.7595144,-0.26539492,april,1,3,weekend,
156,WECCbus157,1.0312531999999999,-0.78141847,2.7419279999999997,-0.26571915,april,2,3,weekend,
162,WECCbus157,1.0313158000000002,-0.78040173,2.7343604,-0.26585809,april,3,3,weekend,
168,WECCbus157,1.0310845,-0.78392178,2.7632738,-0.26518062,april,4,3,weekend,
174,WECCbus157,1.0304754,-0.7933214,2.8360081000000004,-0.26340698,april,5,3,weekend,
180,WECCbus157,1.0297716000000001,-0.80336154,2.9200023999999996,-0.26072948,april,6,3,weekend,
186,WECCbus157,1.0293957,-0.80925556,2.9601482999999997,-0.25958126,april,7,3,weekend,
192,WECCbus157,1.0297653,-0.80399129,2.9181035,-0.26107364,april,8,3,weekend,
198,WECCbus157,1.0302603000000001,-0.79675425,2.8607354,-0.26288846,april,9,3,weekend,
204,WECCbus157,1.0304951,-0.79332186,2.8329042999999996,-0.26375021,april,10,3,weekend,
210,WECCbus157,1.0303714,-0.795359,2.8466362999999997,-0.2634678,april,11,3,weekend,
216,WECCbus157,1.0303645000000001,-0.79569014,2.8462096000000003,-0.26358575,april,12,3,weekend,
222,WECCbus157,1.0303474,-0.79623331,2.8467632999999997,-0.2637199,april,13,3,weekend,
228,WECCbus157,1.0303025,-0.79728355,2.8499625,-0.26380608,april,14,3,weekend,
234,WECCbus157,1.0300023,-0.80218187,2.8826303,-0.26306547,april,15,3,weekend,
240,WECCbus157,1.0287859000000001,-0.81983832,3.0173442,-0.25832212,april,16,3,weekend,
246,WECCbus157,1.0273629000000002,-0.83930302,3.165938,-0.25155858,april,17,3,weekend,
252,WECCbus157,1.0269030000000001,-0.84519321,3.2127749,-0.2489979,april,18,3,weekend,
258,WECCbus157,1.0265402,-0.85019639,3.2476407000000003,-0.24728499,april,19,3,weekend,
264,WECCbus157,1.0258181999999998,-0.85811281,3.3231791,-0.2421817,april,20,3,weekend,
270,WECCbus157,1.0265796,-0.84826301,3.2509254000000003,-0.24651804,april,21,3,weekend,
276,WECCbus157,1.0282069,-0.82655795,3.0861632,-0.25486216,april,22,3,weekend,
282,WECCbus157,1.0296273,-0.80636777,2.9321807,-0.26083279,april,23,3,weekend,
0,WECCbus54,0.9935159,-1.7575343999999997,2.8621619,0.57638068,april,0,1,weekday,
6,WECCbus54,1.0161412,-1.7218756000000002,2.3460575,-0.14305856,april,1,1,weekday,
12,WECCbus54,1.0162773999999999,-1.7197930000000001,2.3277267000000004,-0.14383926,april,2,1,weekday,
18,WECCbus54,1.0163107,-1.7192953000000002,2.3226558999999996,-0.14405859,april,3,1,weekday,
24,WECCbus54,1.0161394,-1.7221331000000002,2.3442919,-0.14320405,april,4,1,weekday,
30,WECCbus54,1.0155911,-1.7309944,2.4115167,-0.14032426,april,5,1,weekday,
36,WECCbus54,1.0151296,-1.7388390999999999,2.4666072999999997,-0.13782382,april,6,1,weekday,
42,WECCbus54,1.0145665000000001,-1.7468115000000002,2.5341527999999998,-0.13417025,april,7,1,weekday,
48,WECCbus54,1.0146806000000002,-1.7450136000000003,2.5229779999999997,-0.13480038,april,8,1,weekday,
54,WECCbus54,1.015081,-1.7387404,2.4778292,-0.13707417,april,9,1,weekday,
60,WECCbus54,1.015293,-1.7355026999999998,2.4554192,-0.13818129,april,10,1,weekday,
66,WECCbus54,1.0151838,-1.7370837,2.4740857000000003,-0.13717898,april,11,1,weekday,
72,WECCbus54,1.0151594000000002,-1.7372227999999998,2.4816792999999997,-0.13671602,april,12,1,weekday,
78,WECCbus54,1.0150438,-1.7386848999999998,2.5022151000000004,-0.13552003,april,13,1,weekday,
84,WECCbus54,1.0149094,-1.7403066000000003,2.5251208,-0.13413038,april,14,1,weekday,
90,WECCbus54,1.0145493,-1.7452629000000002,2.5748974,-0.13119694,april,15,1,weekday,
96,WECCbus54,1.0133886,-1.7618913,2.7099062999999997,-0.12266232,april,16,1,weekday,
102,WECCbus54,1.0124443,-1.7750164000000002,2.8199183,-0.11479872,april,17,1,weekday,
108,WECCbus54,1.012169,-1.7791293999999997,2.8416312,-0.11323437,april,18,1,weekday,
114,WECCbus54,1.0116353,-1.7858537,2.8921677000000003,-0.10927516,april,19,1,weekday,
120,WECCbus54,1.0113931,-1.7904727999999999,2.9074855,-0.10821623,april,20,1,weekday,
126,WECCbus54,1.0121503,-1.7805611000000001,2.8230796000000002,-0.11499695,april,21,1,weekday,
132,WECCbus54,1.0136658,-1.7594631999999997,2.6519622000000003,-0.12693141,april,22,1,weekday,
138,WECCbus54,1.0148964,-1.7413223000000002,2.5038052000000004,-0.13560991,april,23,1,weekday,
144,WECCbus54,1.0158585999999998,-1.7264023999999998,2.3834999,-0.1414398,april,0,3,weekend,
150,WECCbus54,1.0159239,-1.7252938999999998,2.3780759,-0.14161796,april,1,3,weekend,
156,WECCbus54,1.0160903000000001,-1.7227416000000002,2.3548148999999996,-0.14266475,april,2,3,weekend,
162,WECCbus54,1.0161591,-1.7216778000000001,2.3447432,-0.14311176,april,3,3,weekend,
168,WECCbus54,1.0159889000000002,-1.7246251,2.3641752,-0.14236178,april,4,3,weekend,
174,WECCbus54,1.0154192,-1.7336759999999998,2.4328386,-0.13931429999999997,april,5,3,weekend,
180,WECCbus54,1.0149473,-1.7416965,2.4877029999999998,-0.13674512,april,6,3,weekend,
186,WECCbus54,1.0144360000000001,-1.7488133999999997,2.5498795,-0.13327834,april,7,3,weekend,
192,WECCbus54,1.0147402,-1.744084,2.5152240000000003,-0.13514583,april,8,3,weekend,
198,WECCbus54,1.01516,-1.7374796000000001,2.4689084,-0.13748161,april,9,3,weekend,
204,WECCbus54,1.0153362,-1.7345376000000001,2.4563048,-0.13799061,april,10,3,weekend,
210,WECCbus54,1.0151516,-1.7370755,2.488851,-0.13619214,april,11,3,weekend,
216,WECCbus54,1.0150494,-1.738218,2.5107934,-0.13486087,april,12,3,weekend,
222,WECCbus54,1.0149146,-1.7397493999999998,2.5393207,-0.13310307,april,13,3,weekend,
228,WECCbus54,1.0147144000000001,-1.7421064,2.5753783,-0.13081361,april,14,3,weekend,
234,WECCbus54,1.0142573000000001,-1.7482541,2.6402428,-0.12671104,april,15,3,weekend,
240,WECCbus54,1.0130168,-1.7658498,2.7896877,-0.11645382,april,16,3,weekend,
246,WECCbus54,1.0115804,-1.7852221999999998,2.9507261000000002,-0.10362173,april,17,3,weekend,
252,WECCbus54,1.011199,-1.7905338,2.9793496,-0.10124186,april,18,3,weekend,
258,WECCbus54,1.0107422,-1.7963097,3.0103454,-0.09867216599999999,april,19,3,weekend,
264,WECCbus54,1.010574,-1.800123,3.0140773999999997,-0.098590895,april,20,3,weekend,
270,WECCbus54,1.0114308,-1.7895092000000001,2.9150501,-0.10735379,april,21,3,weekend,
276,WECCbus54,1.0130615,-1.7676723,2.7305196,-0.12154396,april,22,3,weekend,
282,WECCbus54,1.0144678,-1.747569,2.5631092,-0.13222479999999998,april,23,3,weekend,
0,WECCbus57,0.99343964,-1.748537,2.6546991,0.53686136,april,0,1,weekday,
6,WECCbus57,1.0130731,-1.7145877,2.1278846000000002,-0.18231402,april,1,1,weekday,
12,WECCbus57,1.0131956,-1.7125636999999998,2.1116924999999998,-0.18301518,april,2,1,weekday,
18,WECCbus57,1.0132252,-1.7120832,2.1084229,-0.18314308,april,3,1,weekday,
24,WECCbus57,1.0130700000000001,-1.7148544999999997,2.1310682,-0.18215926,april,4,1,weekday,
30,WECCbus57,1.0125725,-1.7235107,2.2033109,-0.17877155,april,5,1,weekday,
36,WECCbus57,1.0121533,-1.7311881999999998,2.2645348,-0.17573421,april,6,1,weekday,
42,WECCbus57,1.0116447,-1.7389495,2.3317625,-0.17186179999999998,april,7,1,weekday,
48,WECCbus57,1.0117494,-1.7371823,2.3151463,-0.17285309,april,8,1,weekday,
54,WECCbus57,1.0121139000000001,-1.7310438999999997,2.2620544999999996,-0.17579423,april,9,1,weekday,
60,WECCbus57,1.0123079,-1.7278701,2.2320417,-0.17748476,april,10,1,weekday,
66,WECCbus57,1.012213,-1.7293835,2.2389562,-0.17720152,april,11,1,weekday,
72,WECCbus57,1.0121943000000002,-1.7294906000000003,2.2359649,-0.17741835,april,12,1,weekday,
78,WECCbus57,1.0120948,-1.7308768,2.2415652,-0.17718501,april,13,1,weekday,
84,WECCbus57,1.0119787,-1.7324147,2.2487793,-0.17683469,april,14,1,weekday,
90,WECCbus57,1.011659,-1.7372032,2.2831137999999997,-0.17501415,april,15,1,weekday,
96,WECCbus57,1.0106125,-1.7534074,2.4178792999999996,-0.16673587,april,16,1,weekday,
102,WECCbus57,1.0097648000000001,-1.7661779,2.5186612,-0.15988004,april,17,1,weekday,
108,WECCbus57,1.0095096,-1.7702372,2.5597634,-0.15675588,april,18,1,weekday,
114,WECCbus57,1.0090231,-1.7768131999999999,2.6253701,-0.15151078,april,19,1,weekday,
120,WECCbus57,1.0087949,-1.7814028000000002,2.6662726,-0.14813237,april,20,1,weekday,
126,WECCbus57,1.0094748,-1.7717648999999998,2.5893528,-0.15442227,april,21,1,weekday,
132,WECCbus57,1.0108409999999999,-1.7512096000000001,2.4214344,-0.16642939,april,22,1,weekday,
138,WECCbus57,1.01195,-1.7335381999999997,2.2797779,-0.17493642,april,23,1,weekday,
144,WECCbus57,1.0128187,-1.7189956000000002,2.1621151000000003,-0.18081869,april,0,3,weekend,
150,WECCbus57,1.0128796999999998,-1.7178988000000002,2.150155,-0.18137647,april,1,3,weekend,
156,WECCbus57,1.0130286,-1.7154226000000001,2.1317615,-0.1821771,april,2,3,weekend,
162,WECCbus57,1.0130899,-1.7143924,2.1246216,-0.18247911,april,3,3,weekend,
168,WECCbus57,1.0129343000000002,-1.7172836,2.1495762000000003,-0.18133918,april,4,3,weekend,
174,WECCbus57,1.0124171,-1.7261258999999998,2.2246535,-0.1776799,april,5,3,weekend,
180,WECCbus57,1.0119878,-1.7339817,2.2880803,-0.17442345,april,6,3,weekend,
186,WECCbus57,1.0115269,-1.7409018,2.3471272,-0.17096113,april,7,3,weekend,
192,WECCbus57,1.0118032,-1.7362776999999998,2.3083414,-0.17322765,april,8,3,weekend,
198,WECCbus57,1.0121859,-1.7298097,2.2513817000000005,-0.17639911,april,9,3,weekend,
204,WECCbus57,1.0123516,-1.7268909,2.2185201,-0.17825946,april,10,3,weekend,
210,WECCbus57,1.0121921999999999,-1.7293095,2.2286405,-0.17787156,april,11,3,weekend,
216,WECCbus57,1.0121069999999999,-1.7303663,2.2286652,-0.17796522,april,12,3,weekend,
222,WECCbus57,1.0119946,-1.7317863999999998,2.229091,-0.17808659,april,13,3,weekend,
228,WECCbus57,1.0118234,-1.7340084999999998,2.2370598999999998,-0.17777179999999998,april,14,3,weekend,
234,WECCbus57,1.01142,-1.7399335999999999,2.277134,-0.17571223,april,15,3,weekend,
240,WECCbus57,1.0103088,-1.7570465,2.4108678,-0.16764503,april,16,3,weekend,
246,WECCbus57,1.0090202,-1.7759014,2.5627922,-0.15680595,april,17,3,weekend,
252,WECCbus57,1.008667,-1.7811426,2.6182722000000003,-0.1522943,april,18,3,weekend,
258,WECCbus57,1.0082413000000001,-1.7868491000000002,2.6868051,-0.14641239,april,19,3,weekend,
