# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:52:42 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-09-02 00:00:00 PDT,+6960.34+0.344833j,-0+0j,+715520+50223.9j,+0+0j,+0+0j,+0+0j,+715284+47354.2j,+3600.12+0.118849j,-0+0j,+711519+45438.7j,+0+0j,-0+0j,+295400+9300.84j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43132.7+21610j,+0+0j,+43142.2+21596.5j,-1.00202e-06+5.17691e-06j,-0+0j,-1.03835e-06+5.20588e-06j,+0+0j,-1.01481e-06+5.25911e-06j,+0+0j,+0+0j,+0+0j,-1.02857e-06+5.25785e-06j,-9.94487e-07+5.28871e-06j,-1.01339e-06+5.30323e-06j,+0+0j,+0+0j,+25983.2+9893.73j,+212838-31874j,-0+0j,+25987+9877.8j,+4980.33+0.331127j,-0+0j,+212683-32088.4j,+42944+21496j,+169585-53800.2j,-0+0j,+169516-53903j,+0+0j,+75157.2+53696.2j,+57289.1-132631j,+25957.9-132700j,+25898.5-132756j,+25832-132821j,+415355+32065.5j,+415227+31428.8j,+9119.73+1.69334j,+406017+31026j,+9120.32+0.728895j,+29163.3+9865.48j,+376336+19596.2j,+8160.68+0.684561j,+2.8526e-06+2.72551e-06j,-0+0j,+220398-177297j,+39031.6+133459j,+0+0j,+0+0j,+0+0j,-0+0j,+219959-177962j,+0+0j,+0+0j,+47569.2-218780j,+86835.4-34634.2j,+25715.9-219212j,-1.02036e-09-1.80113e-08j,+25662.1-219317j,+449.284-219753j,+244.144-220192j,-0+0j,+122.746-220434j,+0+0j,+83092.2-35031.5j,-0+0j,+56918.3-35269.4j,+42710.4-35398.5j,+14158.5+28.3006j,-0+0j,+14158.8+14.9375j,-0+0j,+14161.4+2.51762j,+8460.57+0.582473j,+25270.2+1.33924j,+25268+1.05568j,-8.96205e-07+1.52701e-05j,-9.14952e-07+1.52385e-05j,-0+0j,+13627+133369j,+0+0j,+0+0j,+38832.7+22.9586j,-25247.9+133316j,+19659+9.08986j,-0+0j,-25345.7+133281j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+251934-14051.8j,+722886+53803.3j,+415562+33324j,+259523-43031.7j,+13688.5+133413j
2016-09-02 22:00:00 PDT,+11390.9+0.920059j,+0+0j,+718068-413452j,+0+0j,+0+0j,+0+0j,+718250-417191j,+6450.37+0.376258j,+0+0j,+711904-419678j,+0+0j,+0+0j,+303014-154417j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44205.2+22117.6j,+0+0j,+44189+22120.4j,+2.47436e-06+8.66085e-06j,+0+0j,+2.46663e-06+8.70069e-06j,+0+0j,+2.54114e-06+8.77911e-06j,+0+0j,+0+0j,+0+0j,+2.52456e-06+8.7886e-06j,+2.50556e-06+8.75422e-06j,+2.49682e-06+8.75888e-06j,+0+0j,+0+0j,+18268.8-21377.1j,+221133-168487j,+0+0j,+18265.6-21403.6j,+8450.91+0.92539j,+0+0j,+220949-168816j,+44279.8+22164.6j,+176485-191313j,+0+0j,+176389-191544j,+0+0j,+77713.3+55523.2j,+73595.9-209508j,+26550.9-209728j,+26421.6-209924j,+26274.5-210141j,+408823-270924j,+408823-271960j,+14450.1+3.93927j,+394354-272604j,+14450.8+1.77295j,+23068.7-21502.5j,+370504-253253j,+13271.7+1.7431j,-6.32451e-06+5.52437e-06j,+0+0j,+233787-417458j,+62966.4+212459j,+0+0j,+0+0j,+0+0j,+0+0j,+232626-418979j,+0+0j,+0+0j,+68944.5-230847j,+87195.9-100622j,+37008.3-231322j,+1.65578e-08+1.36665e-08j,+36953.2-231434j,+442.672-231901j,+248.096-232370j,+0+0j,+125.024-232635j,+0+0j,+80330.3-101242j,+0+0j,+42286.1-101615j,+18639.8-101826j,+23482.1+58.5598j,+0+0j,+23480.7+31.9724j,+0+0j,+23483.6+6.46412j,+13741.4+1.44835j,+31973.8+6.6063j,+31971.2+4.66088j,+3.41029e-06+6.93793e-07j,+3.42552e-06+6.7434e-07j,+0+0j,+30611.8+212062j,+0+0j,+0+0j,+55464.3+44.873j,-24990.2+211840j,+28167.6+17.8369j,+0+0j,-25218.6+211634j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+258345-178168j,+729230-408661j,+408745-268821j,+297213-203648j,+30789.2+212259j
2016-09-02 23:00:00 PDT,+8210.47+0.477862j,+0+0j,+638024-420179j,+0+0j,+0+0j,+0+0j,+638172-423473j,+4350.17+0.171025j,+0+0j,+633912-425665j,+0+0j,+0+0j,+272253-158150j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44270.5+22153.3j,+0+0j,+44257.4+22154.7j,-1.03197e-05+4.11596e-06j,+0+0j,-1.03293e-05+4.14248e-06j,+0+0j,-1.02885e-05+4.1946e-06j,+0+0j,+0+0j,+0+0j,-1.02878e-05+4.20008e-06j,-1.02913e-05+4.22586e-06j,-1.03203e-05+4.23119e-06j,+0+0j,+0+0j,+15798.3-21380.8j,+197341-169329j,+0+0j,+15795.1-21405.2j,+5930.45+0.454884j,+0+0j,+197175-169611j,+44361.7+22205.7j,+152647-192102j,+0+0j,+152561-192304j,+0+0j,+77868.7+55634.1j,+49517.8-210363j,+14241.2-210569j,+14108.9-210763j,+13962.4-210973j,+361578-272493j,+361571-273398j,+10669.8+2.21976j,+350884-273959j,+10670.4+0.965694j,+19461.2-21499.4j,+330735-254380j,+9610.9+0.912735j,-2.15592e-05+1.96761e-05j,+0+0j,+200038-418818j,+56781+213233j,+0+0j,+0+0j,+0+0j,+0+0j,+198941-420270j,+0+0j,+0+0j,+52475.8-231724j,+69607.9-101060j,+28371.9-232190j,+4.76228e-09-6.98291e-09j,+28316.1-232303j,+464.716-232775j,+253.972-233250j,+0+0j,+127.723-233513j,+0+0j,+64865.7-101588j,+0+0j,+35772.9-101912j,+18851.9-102097j,+16758.8+39.0038j,+0+0j,+16758.9+20.6361j,+0+0j,+16761.8+3.30129j,+9960.75+0.757527j,+26630.6+1.85809j,+26628.3+1.40348j,-9.84906e-07+3.35012e-06j,-9.88784e-07+3.34257e-06j,+0+0j,+29775.4+212845j,+0+0j,+0+0j,+42325.7+26.0247j,-12696.5+212637j,+21460.2+10.323j,+0+0j,-12915.9+212427j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+227602-181748j,+646032-415982j,+361539-270659j,+257218-204419j,+29948.8+213039j
2016-09-03 00:00:00 PDT,+7210.36+0.368497j,+0+0j,+620042-421440j,+0+0j,+0+0j,+0+0j,+620189-424641j,+3750.13+0.127072j,+0+0j,+616529-426772j,+0+0j,+0+0j,+265780-158793j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44286.7+22161.9j,+0+0j,+44274.1+22163j,+2.18296e-06+4.45677e-06j,+0+0j,+2.17292e-06+4.4999e-06j,+0+0j,+2.13898e-06+4.51287e-06j,+0+0j,+0+0j,+0+0j,+2.16723e-06+4.52062e-06j,+2.16564e-06+4.52613e-06j,+2.1256e-06+4.52509e-06j,+0+0j,+0+0j,+15052-21381.1j,+192318-169504j,+0+0j,+15048.7-21404.9j,+5170.34+0.345597j,+0+0j,+192155-169777j,+44381.2+22215.4j,+147610-192267j,+0+0j,+147527-192464j,+0+0j,+77905.4+55660.3j,+44421.2-210549j,+11496.1-210752j,+11363.1-210947j,+11216.5-211155j,+350675-272812j,+350667-273687j,+9429.73+1.76265j,+341221-274231j,+9430.34+0.754026j,+18316.1-21498.6j,+322236-254602j,+8450.7+0.705361j,-2.15875e-06+9.40841e-06j,+0+0j,+193677-419111j,+54587.4+213411j,+0+0j,+0+0j,+0+0j,+0+0j,+192591-420548j,+0+0j,+0+0j,+50101.7-231919j,+65534.2-101160j,+27038.3-232384j,-7.97132e-09-1.4164e-08j,+26982.1-232497j,+469.67-232969j,+255.639-233444j,+0+0j,+128.473-233707j,+0+0j,+61396.5-101668j,+0+0j,+33745.7-101981j,+18905.5-102158j,+14678.4+33.4046j,+0+0j,+14678.7+17.5048j,+0+0j,+14681.4+2.53482j,+8760.58+0.585351j,+22968.2-0.555648j,+22966.6-0.233151j,-1.17127e-05+6.7789e-06j,-1.17193e-05+6.77803e-06j,+0+0j,+31248.4+213027j,+0+0j,+0+0j,+41054.1+24.4342j,-9952.72+212818j,+20779.5+9.67182j,+0+0j,-10170.7+212606j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+221126-182356j,+627043-417371j,+350639-271036j,+248651-204571j,+31418.9+213220j
2016-09-03 01:00:00 PDT,+6710.31+0.319144j,+0+0j,+607373-422451j,+0+0j,+0+0j,+0+0j,+607513-425588j,+3450.11+0.107543j,+0+0j,+604149-427676j,+0+0j,+0+0j,+260889-159371j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44296.6+22167.4j,+0+0j,+44284.5+22168.2j,+4.72461e-06+3.23155e-06j,+0+0j,+4.725e-06+3.22323e-06j,+0+0j,+4.71233e-06+3.23461e-06j,+0+0j,+0+0j,+0+0j,+4.71366e-06+3.23999e-06j,+4.71914e-06+3.23973e-06j,+4.67281e-06+3.2296e-06j,+0+0j,+0+0j,+14680-21381.4j,+188514-169627j,+0+0j,+14676.6-21405j,+4790.29+0.296575j,+0+0j,+188354-169893j,+44393.8+22221.7j,+143800-192383j,+0+0j,+143718-192576j,+0+0j,+77929.4+55677.5j,+40572.7-210676j,+9568.53-210878j,+9435.01-211072j,+9288.4-211279j,+343180-273039j,+343171-273895j,+8809.7+1.55365j,+334346-274427j,+8810.29+0.658033j,+17744.5-21497.8j,+315945-254766j,+7870.6+0.611708j,-1.97096e-05+2.11148e-05j,+0+0j,+188359-419315j,+53581+213528j,+0+0j,+0+0j,+0+0j,+0+0j,+187283-420742j,+0+0j,+0+0j,+47463.9-232054j,+62803.5-101225j,+25662.1-232518j,+1.23327e-08+1.97982e-08j,+25605.8-232632j,+473.12-233104j,+256.563-233580j,+0+0j,+128.895-233843j,+0+0j,+58968.3-101720j,+0+0j,+32738.8-102026j,+18939-102200j,+13638.2+30.6861j,+0+0j,+13638.6+15.9888j,+0+0j,+13641.2+2.18934j,+8160.5+0.507546j,+22107.8-1.01888j,+22106.2-0.553725j,+1.86958e-05-1.24251e-05j,+1.87149e-05-1.24089e-05j,+0+0j,+31103.4+213145j,+0+0j,+0+0j,+38981.7+22.0094j,-8026.72+212938j,+19718.6+8.70543j,+0+0j,-8243.57+212726j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+216238-182913j,+613880-418467j,+343151-271302j,+242320-204683j,+31273.2+213338j
2016-09-03 02:00:00 PDT,+6710.31+0.319139j,+0+0j,+605230-422646j,+0+0j,+0+0j,+0+0j,+605371-425775j,+3450.11+0.10754j,+0+0j,+602007-427857j,+0+0j,+0+0j,+260028-159482j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44300+22169.2j,+0+0j,+44287.9+22170j,-1.50207e-05+1.50988e-05j,+0+0j,-1.50417e-05+1.51212e-05j,+0+0j,-1.50628e-05+1.50877e-05j,+0+0j,+0+0j,+0+0j,-1.50379e-05+1.50798e-05j,-1.50374e-05+1.51368e-05j,-1.50522e-05+1.51161e-05j,+0+0j,+0+0j,+14681.6-21381.8j,+187798-169647j,+0+0j,+14678.3-21405.3j,+4790.29+0.29655j,+0+0j,+187638-169913j,+44397.9+22223.8j,+143081-192403j,+0+0j,+142999-192596j,+0+0j,+77937.3+55683.2j,+39843-210700j,+9129.03-210902j,+8995.43-211096j,+8848.88-211304j,+341901-273095j,+341892-273948j,+8809.7+1.55352j,+333067-274478j,+8810.29+0.657994j,+17746.3-21498j,+314667-254811j,+7870.6+0.611662j,+1.64965e-05-1.30669e-05j,+0+0j,+187507-419366j,+53149.3+213551j,+0+0j,+0+0j,+0+0j,+0+0j,+186432-420792j,+0+0j,+0+0j,+46883.8-232091j,+62519.5-101238j,+25372.4-232555j,+1.21439e-09+1.71056e-10j,+25316.2-232669j,+473.594-233141j,+256.643-233618j,+0+0j,+128.935-233880j,+0+0j,+58684.5-101731j,+0+0j,+32745-102037j,+18945.3-102211j,+13638.1+30.6859j,+0+0j,+13638.6+15.9842j,+0+0j,+13641.2+2.189j,+8160.5+0.507464j,+21817.7-1.1662j,+21816.1-0.655359j,+1.16055e-05-6.08445e-06j,+1.16375e-05-6.08977e-06j,+0+0j,+30961.9+213168j,+0+0j,+0+0j,+38401.1+21.3588j,-7587.92+212961j,+19428.3+8.44985j,+0+0j,-7804.49+212749j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+215376-183022j,+611737-418672j,+341873-271364j,+241035-204717j,+31131.6+213361j
2016-09-03 03:00:00 PDT,+6610.31+0.309734j,+0+0j,+619481-421331j,+0+0j,+0+0j,+0+0j,+619615-424511j,+3550.11+0.113896j,+0+0j,+616147-426628j,+0+0j,+0+0j,+265777-158742j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44274.6+22155.7j,+0+0j,+44261.8+22156.9j,+1.23391e-06+1.04325e-05j,+0+0j,+1.23547e-06+1.05083e-05j,+0+0j,+1.26248e-06+1.05441e-05j,+0+0j,+0+0j,+0+0j,+1.24776e-06+1.05166e-05j,+1.22235e-06+1.04762e-05j,+1.24002e-06+1.0505e-05j,+0+0j,+0+0j,+14683.1-21377.4j,+192609-169487j,+0+0j,+14679.7-21401j,+4800.29+0.29798j,+0+0j,+192444-169760j,+44367.1+22208.4j,+147913-192243j,+0+0j,+147828-192440j,+0+0j,+77879.2+55641.6j,+44748.4-210514j,+12198.1-210717j,+12065-210910j,+11917.9-211118j,+350278-272691j,+350267-273562j,+8549.7+1.47083j,+341701-274103j,+8550.28+0.620017j,+17596.8-21494.9j,+323431-254478j,+7730.58+0.590432j,-1.10836e-05+1.89601e-05j,+0+0j,+193139-418983j,+56309.8+213378j,+0+0j,+0+0j,+0+0j,+0+0j,+192056-420414j,+0+0j,+0+0j,+50874.6-231820j,+64234-101147j,+27229.7-232284j,-6.87935e-09+3.06232e-09j,+27173.5-232397j,+470.354-232866j,+256.193-233340j,+0+0j,+128.688-233602j,+0+0j,+60298.4-101648j,+0+0j,+32588.8-101958j,+18909.1-102131j,+13518.3+30.368j,+0+0j,+13518.6+15.8384j,+0+0j,+13521.2+2.14354j,+8010.48+0.489543j,+23868.8-0.0328758j,+23867+0.125774j,+1.16068e-05-5.66429e-06j,+1.16338e-05-5.62936e-06j,+0+0j,+32070.8+212992j,+0+0j,+0+0j,+42575.9+26.2618j,-10651.4+212780j,+21520.2+10.3782j,+0+0j,-10869.9+212569j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+221128-182292j,+625892-417297j,+350247-270924j,+249838-204472j,+32241.2+213186j
2016-09-03 04:00:00 PDT,+7330.38+0.380982j,+0+0j,+664265-417313j,+0+0j,+0+0j,+0+0j,+664397-420699j,+3950.14+0.141089j,+0+0j,+660526-422953j,+0+0j,+0+0j,+283465-156484j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44218.6+22125.9j,+0+0j,+44204+22128j,-1.02352e-05+5.82396e-06j,+0+0j,-1.02597e-05+5.8654e-06j,+0+0j,-1.02523e-05+5.88478e-06j,+0+0j,+0+0j,+0+0j,-1.02248e-05+5.89619e-06j,-1.0267e-05+5.85491e-06j,-1.0212e-05+5.92638e-06j,+0+0j,+0+0j,+15185.9-21370.4j,+206927-169030j,+0+0j,+15182.6-21394.3j,+5330.36+0.367961j,+0+0j,+206748-169328j,+44297.2+22173.4j,+162273-191801j,+0+0j,+162181-192012j,+0+0j,+77746.9+55547.2j,+59287.8-210013j,+20427.7-210222j,+20296.1-210415j,+20148.1-210626j,+376946-271605j,+376934-272540j,+9469.73+1.77936j,+367445-273121j,+9470.34+0.761372j,+18407.3-21491.4j,+348307-253626j,+8570.72+0.726671j,+5.05283e-06-3.58643e-07j,+0+0j,+211333-418026j,+63076.9+212928j,+0+0j,+0+0j,+0+0j,+0+0j,+210221-419485j,+0+0j,+0+0j,+61805.1-231163j,+71698.4-100891j,+32820.4-231631j,-1.5758e-09+7.34745e-09j,+32764.2-231743j,+459.569-232208j,+253.867-232676j,+0+0j,+127.586-232937j,+0+0j,+67356.4-101427j,+0+0j,+33953.7-101758j,+18793.2-101933j,+14998.9+34.2483j,+0+0j,+14998.9+18.071j,+0+0j,+15001.5+2.64566j,+8880.6+0.603503j,+28721.6+3.51545j,+28719.4+2.56209j,+1.08294e-05+1.5344e-06j,+1.08576e-05+1.5488e-06j,+0+0j,+33982.3+212532j,+0+0j,+0+0j,+52709.8+40.3121j,-18867.4+212308j,+26615.7+15.913j,+0+0j,-19091.6+212097j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+238812-180097j,+671393-413020j,+376900-269705j,+274835-203859j,+34154.9+212730j
2016-09-03 05:00:00 PDT,+9260.6+0.608202j,+0+0j,+724908-412053j,+0+0j,+0+0j,+0+0j,+725045-415774j,+5300.25+0.254163j,+0+0j,+719822-418251j,+0+0j,+0+0j,+306888-153611j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44160.2+22094.2j,+0+0j,+44143.2+22097.5j,-7.22904e-06+4.78098e-06j,+0+0j,-7.19527e-06+4.80431e-06j,+0+0j,-7.1645e-06+4.79885e-06j,+0+0j,+0+0j,+0+0j,-7.2053e-06+4.7872e-06j,-7.1934e-06+4.80178e-06j,-7.17413e-06+4.82165e-06j,+0+0j,+0+0j,+16718-21365.5j,+225375-168365j,+0+0j,+16714.8-21390.7j,+6900.61+0.617663j,+0+0j,+225180-168700j,+44224.6+22137j,+180761-191175j,+0+0j,+180659-191408j,+0+0j,+77609.4+55448.9j,+77976.5-209330j,+30403.5-209551j,+30273.3-209745j,+30123.9-209962j,+412802-270299j,+412791-271335j,+11699.9+2.6452j,+401069-271979j,+11700.5+1.16329j,+20576.6-21492.2j,+379682-252670j,+10781.1+1.15135j,-5.31547e-06+7.23123e-06j,+0+0j,+236159-416923j,+69724+212326j,+0+0j,+0+0j,+0+0j,+0+0j,+234999-418431j,+0+0j,+0+0j,+74811.6-230431j,+83762.9-100560j,+39444.9-230907j,+4.21378e-09+6.72611e-09j,+39389-231018j,+443.79-231479j,+249.978-231941j,+0+0j,+125.783-232203j,+0+0j,+78055.7-101158j,+0+0j,+37915.6-101522j,+18632.4-101712j,+19120.6+45.5886j,+0+0j,+19119.7+24.583j,+0+0j,+19122.4+4.28698j,+11160.9+0.956718j,+34365.3+9.18394j,+34362.7+6.43708j,+1.5193e-05-1.34088e-05j,+1.52223e-05-1.33965e-05j,+0+0j,+34979.2+211918j,+0+0j,+0+0j,+63668.2+59.0237j,-28822.4+211678j,+32193+23.3404j,+0+0j,-29054.8+211468j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+262216-177336j,+733967-407324j,+412732-268191j,+306362-203210j,+35155.9+212119j
2016-09-03 06:00:00 PDT,+11170.9+0.884842j,+0+0j,+733993-411681j,+0+0j,+0+0j,+0+0j,+734185-415519j,+6350.36+0.364687j,+0+0j,+727947-418073j,+0+0j,+0+0j,+310038-153337j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44192.7+22110.4j,+0+0j,+44175.5+22113.7j,+1.31244e-05-6.03863e-06j,+0+0j,+1.31293e-05-5.99149e-06j,+0+0j,+1.31177e-05-5.96923e-06j,+0+0j,+0+0j,+0+0j,+1.3078e-05-5.97152e-06j,+1.30992e-05-5.90486e-06j,+1.31227e-05-5.88635e-06j,+0+0j,+0+0j,+18111.9-21376j,+226869-168301j,+0+0j,+18108.7-21402.3j,+8300.88+0.893131j,+0+0j,+226679-168642j,+44262.1+22155.8j,+182226-191142j,+0+0j,+182127-191380j,+0+0j,+77679.1+55498.8j,+79381.9-209329j,+29408.9-209554j,+29279.8-209750j,+29131.5-209970j,+417851-270556j,+417854-271620j,+14150.1+3.78617j,+403687-272281j,+14150.8+1.70014j,+22801.5-21504.4j,+380080-252986j,+13011.7+1.67565j,+8.98566e-06-3.14124e-06j,+0+0j,+241868-417200j,+64456.2+212325j,+0+0j,+0+0j,+0+0j,+0+0j,+240691-418732j,+0+0j,+0+0j,+74961.9-230663j,+89305.7-100561j,+39817.9-231142j,-1.85603e-08-1.92335e-08j,+39762.4-231254j,+439.526-231718j,+248.151-232183j,+0+0j,+125.029-232448j,+0+0j,+82537.4-101190j,+0+0j,+41811.8-101569j,+18605.3-101776j,+23042.4+57.1646j,+0+0j,+23040.8+31.246j,+0+0j,+23043.5+6.22646j,+13471.4+1.39309j,+30172.1+4.81435j,+30170.2+3.47666j,+1.18396e-05-1.306e-05j,+1.18517e-05-1.30582e-05j,+0+0j,+33904.7+211927j,+0+0j,+0+0j,+61604.6+55.3395j,-27834.7+211693j,+31251.7+21.9697j,+0+0j,-28066.6+211484j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+265350-177117j,+744911-406773j,+417757-268394j,+306800-203482j,+34080.9+212126j
2016-09-03 07:00:00 PDT,+9160.59+0.594719j,+0+0j,+644081-419683j,+0+0j,+0+0j,+0+0j,+644282-423084j,+4600.19+0.191141j,+0+0j,+639804-425348j,+0+0j,+0+0j,+275068-157685j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44306.4+22171j,+0+0j,+44293+22172.5j,+8.22156e-06-4.71541e-06j,+0+0j,+8.1931e-06-4.68782e-06j,+0+0j,+8.20039e-06-4.6844e-06j,+0+0j,+0+0j,+0+0j,+8.16496e-06-4.6946e-06j,+8.20125e-06-4.67893e-06j,+8.15955e-06-4.72658e-06j,+0+0j,+0+0j,+16344-21392.8j,+198906-169311j,+0+0j,+16340.8-21417.6j,+6480.54+0.542742j,+0+0j,+198741-169600j,+44401.5+22225.6j,+154174-192117j,+0+0j,+154089-192324j,+0+0j,+77942.2+55686.7j,+50977.3-210413j,+13254.7-210623j,+13122.1-210821j,+12974.6-211034j,+364725-272795j,+364730-273724j,+12119.9+2.81737j,+352598-274301j,+12120.6+1.24473j,+20607.8-21514.7j,+331308-254736j,+10761.1+1.14303j,+3.90302e-06+2.8459e-06j,+0+0j,+205610-419217j,+51793.8+213314j,+0+0j,+0+0j,+0+0j,+0+0j,+204501-420683j,+0+0j,+0+0j,+54566.5-231999j,+73068.4-101118j,+29641-232469j,-9.46724e-09-7.57775e-09j,+29585.1-232583j,+463.204-233057j,+253.741-233535j,+0+0j,+127.708-233800j,+0+0j,+68071-101661j,+0+0j,+37555.3-101993j,+18832.9-102185j,+18559.5+43.962j,+0+0j,+18559.4+23.4504j,+0+0j,+18562.3+4.06707j,+11160.9+0.950246j,+19906.4-2.04416j,+19905.3-1.23782j,+1.65998e-05+1.78659e-07j,+1.65993e-05+1.75272e-07j,+0+0j,+31513.4+212933j,+0+0j,+0+0j,+43066.6+26.952j,-11700.6+212722j,+21880.6+10.7174j,+0+0j,-11921.4+212510j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+230389-181329j,+652978-415336j,+364662-270910j,+257801-204735j,+31684.9+213126j
2016-09-03 08:00:00 PDT,+6560.3+0.304842j,+0+0j,+543306-427944j,+0+0j,+0+0j,+0+0j,+543470-430893j,+2400.05+0.0519669j,+0+0j,+541175-432857j,+0+0j,+0+0j,+235867-162383j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44421.8+22233j,+0+0j,+44412.6+22232.4j,+5.084e-06-1.98274e-06j,+0+0j,+5.0672e-06-1.95827e-06j,+0+0j,+5.08387e-06-1.90159e-06j,+0+0j,+0+0j,+0+0j,+5.08416e-06-1.91135e-06j,+5.06927e-06-1.92793e-06j,+5.08474e-06-1.91384e-06j,+0+0j,+0+0j,+14086.9-21405.8j,+167785-170336j,+0+0j,+14083.5-21428.9j,+4160.22+0.222987j,+0+0j,+167644-170574j,+44543.1+22296.5j,+122960-193109j,+0+0j,+122888-193287j,+0+0j,+78209.6+55877.7j,+19381.3-211533j,-4295.43-211735j,-4433.26-211934j,-4580.03-212141j,+305286-274897j,+305283-275690j,+9439.73+1.76041j,+295832-276181j,+9440.34+0.753604j,+17755.3-21519.2j,+277495-256349j,+7840.6+0.605186j,+4.33842e-07+9.49454e-06j,+0+0j,+164232-421224j,+39084.1+214376j,+0+0j,+0+0j,+0+0j,+0+0j,+163181-422630j,+0+0j,+0+0j,+31861.6-233372j,+53939-101690j,+18279.8-233840j,+2.94417e-09-1.09448e-08j,+18223-233956j,+489.592-234443j,+259.942-234933j,+0+0j,+130.649-235199j,+0+0j,+51157-102144j,+0+0j,+32058.4-102429j,+19098.7-102603j,+12797.7+28.5261j,+0+0j,+12798.5+14.7132j,+0+0j,+12801.1+1.97733j,+8160.5+0.50467j,+9902.47-3.52115j,+9901.9-2.31386j,+1.20473e-05-3.2305e-06j,+1.2025e-05-3.23223e-06j,+0+0j,+28813.6+214005j,+0+0j,+0+0j,+22817.4+7.54582j,+5836.19+213808j,+11623+3.00936j,+0+0j,+5624.69+213589j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+191174-185894j,+549646-424184j,+305267-273298j,+203656-205888j,+28979.8+214192j
