# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-02-05 00:00:00 PST,+10800.8+0.830397j,-0+0j,+780364+55107.4j,+0+0j,+0+0j,+0+0j,+780123+51773.9j,+6000.33+0.330173j,-0+0j,+773947+49547.1j,+0+0j,-0+0j,+320006+12034j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43113.4+21598.1j,+0+0j,+43120.7+21585.7j,-2.10775e-05+1.89457e-05j,-0+0j,-2.11237e-05+1.89513e-05j,+0+0j,-2.11117e-05+1.89803e-05j,+0+0j,+0+0j,+0+0j,-2.1125e-05+1.89467e-05j,-2.11129e-05+1.89845e-05j,-2.11809e-05+1.89565e-05j,+0+0j,+0+0j,+28963.9+9862.78j,+231059-31362.4j,-0+0j,+28967.2+9842.98j,+7950.83+0.844538j,-0+0j,+230891-31613.9j,+42917+21482.5j,+187807-53350.2j,-0+0j,+187729-53476.8j,+0+0j,+75104.6+53658.7j,+75508-132122j,+33791.8-132204j,+33732.6-132262j,+33664.9-132333j,+453120+32780.5j,+452985+32031.4j,+13800.1+3.69735j,+439083+31554.5j,+13800.7+1.66911j,+33619.7+9830.37j,+404834+19943.1j,+12601.6+1.63307j,+2.80726e-06+1.89071e-05j,-0+0j,+249582-176779j,+38188.1+133005j,+0+0j,+0+0j,+0+0j,-0+0j,+249074-177541j,+0+0j,+0+0j,+59342.8-218339j,+104012-34452j,+32053.1-218779j,-1.42824e-09-2.39418e-08j,+32000.2-218884j,+430.007-219320j,+238.35-219758j,-0+0j,+120.17-220003j,+0+0j,+97832.3-34955.4j,-0+0j,+64969.4-35248.7j,+42712.2-35413.4j,+22201.7+49.1182j,-0+0j,+22200.6+27.0112j,-0+0j,+22203.4+6.16166j,+13051.4+1.39032j,+24699.4+0.923301j,+24697.7+0.805259j,+1.79262e-05-6.2886e-06j,+1.79258e-05-6.29711e-06j,-0+0j,+13352.6+132918j,+0+0j,+0+0j,+46372.5+32.9283j,-33058.9+132859j,+23613+13.1299j,-0+0j,-33165.1+132824j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+276494-11542.2j,+791608+59327.5j,+453326+34259.8j,+287904-42822.9j,+13415+132962j
2016-02-05 22:00:00 PST,+17102+2.07461j,+0+0j,+840501-402616j,+0+0j,+0+0j,+0+0j,+840755-407154j,+10100.9+0.923246j,+0+0j,+830794-410173j,+0+0j,+0+0j,+350012-148575j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44127.5+22074.1j,+0+0j,+44106.7+22079.2j,+4.02002e-08+1.11835e-05j,+0+0j,+4.20076e-08+1.11858e-05j,+0+0j,+2.86649e-08+1.12064e-05j,+0+0j,+0+0j,+0+0j,+4.55547e-08+1.12228e-05j,+2.81048e-08+1.1236e-05j,+5.7069e-08+1.12214e-05j,+0+0j,+0+0j,+22656.2-21374.6j,+256945-167098j,+0+0j,+22653-21405.4j,+12912.1+2.16525j,+0+0j,+256736-167507j,+44180+22114.7j,+212347-190037j,+0+0j,+212235-190318j,+0+0j,+77523+55387.4j,+109768-208171j,+43845.2-208423j,+43720.6-208624j,+43573.7-208856j,+480764-268475j,+480782-269742j,+21341.3+8.32986j,+459420-270531j,+21341.7+3.871j,+29583.5-21510.6j,+428888-251559j,+19863.9+3.91166j,+2.17369e-05-4.19616e-06j,+0+0j,+286706-415469j,+68606.3+211280j,+0+0j,+0+0j,+0+0j,+0+0j,+285413-417132j,+0+0j,+0+0j,+93450.2-229664j,+115993-99926.4j,+49891.5-230163j,+2.66837e-09+8.33813e-09j,+49837.2-230274j,+407.337-230737j,+238.26-231200j,+0+0j,+120.525-231468j,+0+0j,+105418-100724j,+0+0j,+53984.8-101188j,+18321.6-101453j,+35492.8+99.2073j,+0+0j,+35487+56.5855j,+0+0j,+35488.2+14.7902j,+20553.2+3.26148j,+36606.4+11.9451j,+36604.1+8.34633j,+5.23191e-06-5.97193e-06j,+5.2298e-06-5.99099e-06j,+0+0j,+31612.4+210877j,+0+0j,+0+0j,+73748.8+79.8328j,-42261.4+210628j,+37581.5+31.8701j,+0+0j,-42505.2+210424j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+305280-172619j,+857322-396737j,+480607-265904j,+355884-202522j,+31794.2+211076j
2016-02-05 23:00:00 PST,+14171.4+1.42399j,+0+0j,+752651-410796j,+0+0j,+0+0j,+0+0j,+752894-414782j,+8150.59+0.600662j,+0+0j,+744884-417433j,+0+0j,+0+0j,+316054-152907j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44209.2+22118.4j,+0+0j,+44191.8+22121.9j,+9.67075e-06-6.09977e-06j,+0+0j,+9.64976e-06-6.0824e-06j,+0+0j,+9.67272e-06-6.04756e-06j,+0+0j,+0+0j,+0+0j,+9.6551e-06-6.09195e-06j,+9.6595e-06-6.10491e-06j,+9.68114e-06-6.08559e-06j,+0+0j,+0+0j,+20380.2-21382.2j,+230345-168125j,+0+0j,+20377.1-21410.6j,+10581.4+1.45087j,+0+0j,+230160-168475j,+44282.2+22165.9j,+185692-190995j,+0+0j,+185594-191239j,+0+0j,+77716.7+55525.7j,+82830.4-209197j,+29657.7-209426j,+29531.1-209624j,+29385.4-209846j,+428836-270546j,+428851-271648j,+17870.6+5.91018j,+410965-272332j,+17871.2+2.71081j,+26270.9-21510.7j,+383883-253067j,+16492.7+2.69154j,+1.74849e-05-1.13291e-05j,+0+0j,+250268-417148j,+59941.9+212171j,+0+0j,+0+0j,+0+0j,+0+0j,+249067-418717j,+0+0j,+0+0j,+74621.5-230720j,+98067.9-100449j,+40183.2-231201j,+5.78775e-09-3.35933e-09j,+40128.7-231314j,+430.734-231781j,+244.176-232252j,+0+0j,+123.277-232519j,+0+0j,+89481.1-101133j,+0+0j,+48006.5-101537j,+18553.7-101775j,+29285.9+77.2975j,+0+0j,+29283.1+43.0555j,+0+0j,+29285.6+10.0481j,+17072.2+2.23836j,+29491.7+4.22042j,+29489.8+3.0603j,+1.25748e-05-3.47851e-06j,+1.25273e-05-3.5095e-06j,+0+0j,+30069.6+211782j,+0+0j,+0+0j,+58038.6+49.2902j,-28104.2+211559j,+29589.4+19.6848j,+0+0j,-28334.5+211356j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+271365-176757j,+766539-405655j,+428721-268311j,+310690-203552j,+30246.7+211977j
2016-02-06 00:00:00 PST,+11580.9+0.950793j,+0+0j,+694109-415780j,+0+0j,+0+0j,+0+0j,+694322-419407j,+6500.38+0.381915j,+0+0j,+687948-421820j,+0+0j,+0+0j,+293700-155618j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44250.5+22141.2j,+0+0j,+44235.3+22143.6j,+1.74946e-05-6.47638e-06j,+0+0j,+1.7517e-05-6.42223e-06j,+0+0j,+1.74926e-05-6.41562e-06j,+0+0j,+0+0j,+0+0j,+1.74905e-05-6.43829e-06j,+1.74913e-05-6.42892e-06j,+1.75086e-05-6.39277e-06j,+0+0j,+0+0j,+18397-21383.2j,+213178-168754j,+0+0j,+18393.9-21409.8j,+8560.94+0.94857j,+0+0j,+213004-169068j,+44334.5+22192j,+168496-191577j,+0+0j,+168406-191799j,+0+0j,+77816.1+55596.6j,+65473.3-209819j,+20987.7-210035j,+20859.1-210231j,+20713.7-210447j,+394237-271674j,+394245-272671j,+14740.2+4.08737j,+379491-273289j,+14740.8+1.84322j,+23319.7-21506.5j,+355432-253849j,+13501.8+1.80216j,+2.60777e-05+6.94826e-07j,+0+0j,+225636-418086j,+56013.4+212727j,+0+0j,+0+0j,+0+0j,+0+0j,+224488-419597j,+0+0j,+0+0j,+63109.7-231305j,+84734.6-100770j,+34080.4-231778j,+6.42497e-09+1.03076e-08j,+34025.5-231891j,+446.918-232362j,+248.626-232835j,+0+0j,+125.308-233101j,+0+0j,+77820.9-101378j,+0+0j,+42717.6-101742j,+18711.2-101956j,+23841.9+59.7109j,+0+0j,+23840.7+32.5554j,+0+0j,+23843.7+6.65721j,+13981.5+1.49649j,+25649.5+1.14405j,+25647.8+0.946426j,+8.6675e-07+1.1991e-05j,+8.90979e-07+1.20114e-05j,+0+0j,+29988.3+212344j,+0+0j,+0+0j,+49295+35.4616j,-19447.3+212131j,+25104+14.142j,+0+0j,-19670.5+211925j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+249031-179340j,+705428-411124j,+394154-269653j,+282081-204075j,+30162+212537j
2016-02-06 01:00:00 PST,+10110.7+0.724667j,+0+0j,+668949-417771j,+0+0j,+0+0j,+0+0j,+669140-421243j,+5650.28+0.288532j,+0+0j,+663604-423553j,+0+0j,+0+0j,+284238-156726j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44261.5+22147.6j,+0+0j,+44247.1+22149.5j,+1.61734e-05-4.14408e-06j,+0+0j,+1.61695e-05-4.11152e-06j,+0+0j,+1.61538e-05-4.12883e-06j,+0+0j,+0+0j,+0+0j,+1.61817e-05-4.10949e-06j,+1.62041e-05-4.06695e-06j,+1.6218e-05-4.05676e-06j,+0+0j,+0+0j,+17313.3-21381.6j,+206117-169002j,+0+0j,+17310.1-21407.3j,+7460.71+0.720167j,+0+0j,+205947-169302j,+44349+22199.2j,+161428-191803j,+0+0j,+161341-192016j,+0+0j,+77843.9+55616.4j,+58350-210057j,+17706.8-210269j,+17577.1-210464j,+17431.5-210677j,+379335-272065j,+379338-273017j,+12890+3.16857j,+366434-273608j,+12890.6+1.40938j,+21626.7-21502.8j,+344094-254099j,+11791.4+1.37413j,-5.99828e-06+7.95047e-06j,+0+0j,+214791-418412j,+55457.4+212945j,+0+0j,+0+0j,+0+0j,+0+0j,+213666-419896j,+0+0j,+0+0j,+58716-231500j,+78196.2-100900j,+31589-231970j,-4.35596e-09+2.19802e-08j,+31533.7-232083j,+454.283-232553j,+250.886-233027j,+0+0j,+126.318-233292j,+0+0j,+72142.4-101472j,+0+0j,+39744-101817j,+18780.2-102019j,+20800.3+50.522j,+0+0j,+20799.8+27.2081j,+0+0j,+20802.8+5.06382j,+12211.1+1.14013j,+24629+0.453247j,+24627.3+0.468966j,+5.56829e-06+1.09238e-05j,+5.55584e-06+1.08936e-05j,+0+0j,+30455.1+212562j,+0+0j,+0+0j,+46481.1+31.4812j,-16168.5+212351j,+23642.4+12.5361j,+0+0j,-16389.4+212144j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+239577-180390j,+678816-413330j,+379268-270134j,+270664-204237j,+30627.4+212755j
2016-02-06 02:00:00 PST,+9770.67+0.676724j,+0+0j,+661100-418383j,+0+0j,+0+0j,+0+0j,+661287-421812j,+5350.26+0.25869j,+0+0j,+656048-424093j,+0+0j,+0+0j,+281226-157067j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44267.3+22150.8j,+0+0j,+44253.3+22152.6j,-3.80296e-06+1.1214e-05j,+0+0j,-3.80983e-06+1.12575e-05j,+0+0j,-3.80041e-06+1.12878e-05j,+0+0j,+0+0j,+0+0j,-3.78061e-06+1.13251e-05j,-3.76882e-06+1.13165e-05j,-3.79597e-06+1.13138e-05j,+0+0j,+0+0j,+17008.5-21381.8j,+203799-169090j,+0+0j,+17005.3-21407.1j,+7150.65+0.661442j,+0+0j,+203631-169385j,+44356.2+22202.9j,+159106-191886j,+0+0j,+159020-192096j,+0+0j,+77857.6+55626.2j,+56005.3-210146j,+16557.8-210356j,+16427.7-210551j,+16282.2-210763j,+374788-272198j,+374790-273137j,+12549.9+3.01213j,+362226-273720j,+12550.6+1.3359j,+21252.1-21502.1j,+340269-254190j,+11411.3+1.2868j,+1.85572e-06-4.79313e-06j,+0+0j,+211471-418535j,+54933.3+213027j,+0+0j,+0+0j,+0+0j,+0+0j,+210353-420013j,+0+0j,+0+0j,+57127.7-231581j,+76433.7-100941j,+30841.8-232050j,-1.27662e-08-1.35526e-08j,+30786.4-232163j,+456.582-232634j,+251.481-233109j,+0+0j,+126.596-233373j,+0+0j,+70682.2-101504j,+0+0j,+39004.9-101845j,+18801.6-102044j,+20040+48.3048j,+0+0j,+20039.6+25.9278j,+0+0j,+20042.6+4.70859j,+11821.1+1.06799j,+24188.8+0.173773j,+24187.1+0.275291j,+1.80229e-05-3.92044e-06j,+1.79962e-05-3.9352e-06j,+0+0j,+30371.9+212644j,+0+0j,+0+0j,+45249.4+29.8129j,-15020.8+212434j,+23001.7+11.8628j,+0+0j,-15240.9+212227j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+236566-180716j,+670629-414000j,+374726-270293j,+266815-204295j,+30543.8+212837j
2016-02-06 03:00:00 PST,+9770.67+0.676724j,+0+0j,+660731-418416j,+0+0j,+0+0j,+0+0j,+660918-421843j,+5350.26+0.258689j,+0+0j,+655680-424123j,+0+0j,+0+0j,+281078-157086j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44267.8+22151.1j,+0+0j,+44253.8+22152.9j,+2.01036e-05-9.72589e-06j,+0+0j,+2.01335e-05-9.67934e-06j,+0+0j,+2.01318e-05-9.65826e-06j,+0+0j,+0+0j,+0+0j,+2.01492e-05-9.63087e-06j,+2.01319e-05-9.65855e-06j,+2.01115e-05-9.6422e-06j,+0+0j,+0+0j,+17009-21381.7j,+203676-169093j,+0+0j,+17005.8-21407.1j,+7150.65+0.661435j,+0+0j,+203508-169388j,+44356.8+22203.2j,+158983-191889j,+0+0j,+158897-192099j,+0+0j,+77858.6+55627j,+55880.4-210150j,+16483-210360j,+16352.9-210555j,+16207.4-210767j,+374568-272205j,+374570-273144j,+12549.9+3.01211j,+362006-273727j,+12550.6+1.33589j,+21252.6-21501.9j,+340049-254195j,+11411.3+1.28679j,-2.0187e-05+1.14062e-05j,+0+0j,+211325-418541j,+54857.6+213030j,+0+0j,+0+0j,+0+0j,+0+0j,+210207-420018j,+0+0j,+0+0j,+57027.7-231586j,+76385.1-100943j,+30791.8-232055j,-2.46756e-08+4.03842e-09j,+30736.4-232168j,+456.646-232639j,+251.486-233114j,+0+0j,+126.598-233378j,+0+0j,+70633.7-101505j,+0+0j,+39006.4-101846j,+18803.2-102045j,+20039.9+48.3059j,+0+0j,+20039.6+25.9272j,+0+0j,+20042.6+4.70849j,+11821.1+1.06797j,+24138.8+0.142755j,+24137.1+0.253949j,+6.3798e-06+6.94535e-06j,+6.36571e-06+6.93142e-06j,+0+0j,+30346.3+212648j,+0+0j,+0+0j,+45149.3+29.6815j,-14946.3+212438j,+22951.7+11.811j,+0+0j,-15166.3+212230j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+236419-180735j,+670260-414036j,+374506-270301j,+266593-204299j,+30518.1+212840j
2016-02-06 04:00:00 PST,+9610.65+0.654817j,+0+0j,+674973-417022j,+0+0j,+0+0j,+0+0j,+675150-420504j,+5350.26+0.258762j,+0+0j,+669906-422822j,+0+0j,+0+0j,+286858-156314j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44241.5+22137.3j,+0+0j,+44226.8+22139.4j,+1.77402e-05-6.12813e-06j,+0+0j,+1.77568e-05-6.05623e-06j,+0+0j,+1.77561e-05-6.03042e-06j,+0+0j,+0+0j,+0+0j,+1.78161e-05-5.98093e-06j,+1.78027e-05-5.98742e-06j,+1.78419e-05-5.92553e-06j,+0+0j,+0+0j,+16930.4-21377.2j,+208554-168931j,+0+0j,+16927.2-21402.5j,+7080.64+0.648974j,+0+0j,+208380-169234j,+44324.7+22187.1j,+163882-191726j,+0+0j,+163792-191941j,+0+0j,+77798.2+55583.9j,+60854.6-209962j,+19610.3-210173j,+19480.6-210368j,+19334.5-210580j,+382994-271769j,+382994-272726j,+12269.9+2.88825j,+370708-273320j,+12270.6+1.27756j,+21043.1-21498.6j,+348938-253834j,+11211.2+1.24282j,-1.5462e-05+1.13259e-06j,+0+0j,+216900-418144j,+58192+212861j,+0+0j,+0+0j,+0+0j,+0+0j,+215774-419628j,+0+0j,+0+0j,+61119.9-231306j,+77940.4-100850j,+32729.7-231776j,-1.84769e-08-1.92294e-08j,+32674.3-231889j,+453.545-232357j,+251.084-232829j,+0+0j,+126.376-233092j,+0+0j,+72188-101420j,+0+0j,+38690.2-101766j,+18767-101962j,+19760.1+47.4923j,+0+0j,+19759.6+25.51j,+0+0j,+19762.6+4.57524j,+11611+1.03157j,+26290+1.59571j,+26288.1+1.25243j,+8.38088e-08-4.53179e-07j,+9.21171e-08-4.3909e-07j,+0+0j,+31528.9+212474j,+0+0j,+0+0j,+49455.1+35.6083j,-18066.9+212258j,+25104+14.1452j,+0+0j,-18289.2+212050j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+242199-179976j,+684350-412578j,+382930-269826j,+275516-204033j,+31701.4+212668j
2016-02-06 05:00:00 PST,+10520.8+0.784903j,+0+0j,+722380-412635j,+0+0j,+0+0j,+0+0j,+722554-416360j,+5800.3+0.304295j,+0+0j,+716855-418839j,+0+0j,+0+0j,+305520-153897j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44185.6+22107.3j,+0+0j,+44169+22110.4j,+1.62626e-05-5.61226e-06j,+0+0j,+1.62381e-05-5.58447e-06j,+0+0j,+1.62488e-05-5.55289e-06j,+0+0j,+0+0j,+0+0j,+1.62596e-05-5.57075e-06j,+1.62718e-05-5.5569e-06j,+1.62415e-05-5.54396e-06j,+0+0j,+0+0j,+17541.8-21370.4j,+223581-168428j,+0+0j,+17538.7-21396.3j,+7720.76+0.772759j,+0+0j,+223392-168760j,+44254.6+22152.1j,+178949-191247j,+0+0j,+178850-191479j,+0+0j,+77665.4+55489j,+76102.2-209427j,+28111.5-209647j,+27983-209842j,+27836-210059j,+411255-270590j,+411253-271622j,+13480+3.45439j,+397754-272263j,+13480.7+1.54346j,+22082.3-21495.6j,+374877-252923j,+12281.5+1.49335j,+1.71213e-05-1.7075e-05j,+0+0j,+236219-417145j,+64882.6+212390j,+0+0j,+0+0j,+0+0j,+0+0j,+235055-418664j,+0+0j,+0+0j,+72441.7-230636j,+86135.8-100575j,+38590.2-231113j,+4.86196e-09+8.63288e-09j,+38534.7-231224j,+441.999-231689j,+248.486-232155j,+0+0j,+125.156-232419j,+0+0j,+79922.8-101188j,+0+0j,+40409.7-101559j,+18644.6-101761j,+21601.5+52.9267j,+0+0j,+21600.3+28.7642j,+0+0j,+21603.1+5.48994j,+12721.2+1.24218j,+31183+5.79747j,+31180.8+4.13267j,-6.69655e-07-2.72012e-06j,-6.56429e-07-2.74611e-06j,+0+0j,+33323.6+211992j,+0+0j,+0+0j,+59741.3+52.0209j,-26551.9+211761j,+30280.4+20.6303j,+0+0j,-26780.8+211555j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+260848-177637j,+732668-407881j,+411174-268492j,+301568-203384j,+33498.4+212190j
2016-02-06 06:00:00 PST,+12731.1+1.14973j,+0+0j,+793633-406160j,+0+0j,+0+0j,+0+0j,+793802-410301j,+7350.48+0.489028j,+0+0j,+786545-413058j,+0+0j,+0+0j,+333024-150446j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44114.3+22068.8j,+0+0j,+44094.9+22073.4j,-3.62414e-06+1.09726e-05j,+0+0j,-3.6469e-06+1.09527e-05j,+0+0j,-3.68933e-06+1.09643e-05j,+0+0j,+0+0j,+0+0j,-3.63853e-06+1.09521e-05j,-3.67054e-06+1.09643e-05j,-3.69288e-06+1.09531e-05j,+0+0j,+0+0j,+19298.4-21363.1j,+245260-167607j,+0+0j,+19295.2-21390.6j,+9521.16+1.17745j,+0+0j,+245051-167985j,+44166+22107.7j,+200677-190475j,+0+0j,+200566-190735j,+0+0j,+77497.7+55369.2j,+98068.2-208593j,+39946.1-208830j,+39819-209026j,+39670.5-209251j,+453404-268913j,+453402-270072j,+16030.3+4.81016j,+437347-270792j,+16031+2.18528j,+24565.6-21494.4j,+411878-251684j,+14812.1+2.17576j,+4.27392e-06-3.05803e-06j,+0+0j,+265291-415762j,+72893.1+211664j,+0+0j,+0+0j,+0+0j,+0+0j,+264060-417348j,+0+0j,+0+0j,+87720.5-229742j,+100200-100161j,+46392.8-230232j,+4.12364e-09-1.82887e-08j,+46337.4-230343j,+423.276-230802j,+243.83-231262j,+0+0j,+122.984-231526j,+0+0j,+92413.1-100855j,+0+0j,+44948.3-101270j,+18457.7-101489j,+26325+67.5912j,+0+0j,+26322.2+37.5326j,+0+0j,+26324.5+8.14738j,+15331.8+1.8123j,+38037.8+13.7906j,+38035+9.58784j,+8.87383e-08+4.68769e-06j,+7.29701e-08+4.68507e-06j,+0+0j,+34472.3+211251j,+0+0j,+0+0j,+72706.3+77.3116j,-38359.9+210999j,+36870.3+30.683j,+0+0j,-38599.6+210792j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+288322-174330j,+806146-400857j,+453296-266557j,+338724-202536j,+34651.6+211453j
2016-02-06 07:00:00 PST,+14831.5+1.55995j,+0+0j,+792391-406861j,+0+0j,+0+0j,+0+0j,+792636-411095j,+8450.64+0.645913j,+0+0j,+784326-413911j,+0+0j,+0+0j,+331929-150758j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44170+22097.1j,+0+0j,+44151+22101.4j,-6.11775e-07+4.40186e-06j,+0+0j,-5.97471e-07+4.43144e-06j,+0+0j,-6.20673e-07+4.4101e-06j,+0+0j,+0+0j,+0+0j,-6.22329e-07+4.37972e-06j,-6.27607e-07+4.39732e-06j,-6.26219e-07+4.38041e-06j,+0+0j,+0+0j,+20807.2-21378.4j,+243130-167674j,+0+0j,+20804.1-21407.3j,+11031.6+1.5786j,+0+0j,+242931-168052j,+44231.8+22140.7j,+198501-190575j,+0+0j,+198395-190837j,+0+0j,+77620.8+55457.2j,+95772-208745j,+36617.1-208985j,+36490.7-209184j,+36343.4-209411j,+452388-269567j,+452404-270743j,+18770.8+6.49963j,+433616-271476j,+18771.3+2.99242j,+27025.9-21511.3j,+405716-252350j,+17272.9+2.95458j,+5.03497e-06+1.10898e-05j,+0+0j,+266958-416403j,+65111.7+211797j,+0+0j,+0+0j,+0+0j,+0+0j,+265717-418008j,+0+0j,+0+0j,+84737.9-230224j,+104788-100238j,+45307.3-230714j,+1.42869e-08+7.88769e-09j,+45252.5-230826j,+421.742-231291j,+242.49-231757j,+0+0j,+122.491-232024j,+0+0j,+95888.7-100962j,+0+0j,+49227.8-101389j,+18452.2-101630j,+30607.9+81.7623j,+0+0j,+30604.1+45.9051j,+0+0j,+30606.1+11.0115j,+17882.4+2.46163j,+32343.4+6.9835j,+32341.4+4.96643j,-3.81211e-06+1.17699e-05j,-3.8416e-06+1.1791e-05j,+0+0j,+32384.6+211400j,+0+0j,+0+0j,+67295.4+66.2948j,-35041.1+211160j,+34256.1+26.4296j,+0+0j,-35278.6+210955j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+287214-174692j,+806932-401401j,+452253-267178j,+332592-203071j,+32563.6+211599j
2016-02-06 08:00:00 PST,+12361.1+1.08292j,+0+0j,+686172-416620j,+0+0j,+0+0j,+0+0j,+686424-420282j,+6200.34+0.347257j,+0+0j,+680377-422719j,+0+0j,+0+0j,+290518-156003j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44298+22165.7j,+0+0j,+44283.5+22167.7j,-1.06872e-06-1.78736e-06j,+0+0j,-1.05555e-06-1.767e-06j,+0+0j,-1.06727e-06-1.76456e-06j,+0+0j,+0+0j,+0+0j,-1.01895e-06-1.7325e-06j,-1.01657e-06-1.71361e-06j,-1.01318e-06-1.70498e-06j,+0+0j,+0+0j,+18578.9-21396.9j,+210174-168924j,+0+0j,+18575.8-21423.6j,+8740.97+0.987762j,+0+0j,+210005-169236j,+44388.8+22219.2j,+165447-191771j,+0+0j,+165360-191992j,+0+0j,+77917+55668.7j,+62318.4-210055j,+17873.2-210273j,+17743.3-210473j,+17597.4-210690j,+389902-272239j,+389918-273242j,+16360.4+4.98085j,+373547-273865j,+16361+2.26818j,+24342.2-21521.2j,+348489-254402j,+14522.1+2.08222j,+5.73351e-06+2.32625e-06j,+0+0j,+223430-418743j,+51271.6+212973j,+0+0j,+0+0j,+0+0j,+0+0j,+222283-420259j,+0+0j,+0+0j,+60390.2-231750j,+85191.3-100900j,+33264-232226j,-2.24088e-09+5.01928e-09j,+33208.9-232341j,+449.898-232817j,+248.995-233297j,+0+0j,+125.615-233565j,+0+0j,+78575-101509j,+0+0j,+43929.8-101875j,+18722.2-102095j,+25042.5+63.4181j,+0+0j,+25041.2+34.6973j,+0+0j,+25044.2+7.41761j,+15061.7+1.73375j,+21857.4-1.14369j,+21856.1-0.61829j,+9.04031e-06-9.47594e-07j,+9.04121e-06-9.3966e-07j,+0+0j,+29036.2+212593j,+0+0j,+0+0j,+45219.5+29.8428j,-16328.1+212385j,+23081.8+11.9339j,+0+0j,-16550.7+212178j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+245830-179753j,+698229-411900j,+389808-270206j,+275123-204518j,+29210.4+212786j
