# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:55 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-08-05 00:00:00 PDT,+6690.31+0.318577j,-0+0j,+713754+50290.6j,+0+0j,+0+0j,+0+0j,+713534+47433.6j,+3150.09+0.0909812j,-0+0j,+710231+45526.8j,+0+0j,-0+0j,+295216+9424.53j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43139.5+21613.3j,+0+0j,+43149+21599.8j,-7.33808e-06+4.48285e-06j,-0+0j,-7.3042e-06+4.52584e-06j,+0+0j,-7.28347e-06+4.57e-06j,+0+0j,+0+0j,+0+0j,-7.2813e-06+4.54069e-06j,-7.31025e-06+4.52661e-06j,-7.27722e-06+4.57997e-06j,+0+0j,+0+0j,+25624.3+9894.89j,+212747-31901.2j,-0+0j,+25628+9879.39j,+4620.28+0.284932j,-0+0j,+212592-32115.6j,+42950.4+21499.2j,+169487-53830.5j,-0+0j,+169417-53933.2j,+0+0j,+75168.7+53704.5j,+57177.6-132673j,+25476.5-132742j,+25417.4-132797j,+25351-132863j,+414272+32046.7j,+414146+31414.5j,+9029.73+1.66219j,+405028+31014.5j,+9030.32+0.714424j,+28895+9867.79j,+375619+19590j,+7890.63+0.639855j,+2.03947e-05-8.38207e-06j,-0+0j,+220690-177347j,+38017.6+133504j,+0+0j,+0+0j,+0+0j,-0+0j,+220251-178012j,+0+0j,+0+0j,+48473.1-218832j,+86218.1-34649.6j,+26228.1-219265j,+7.60128e-09+1.5697e-08j,+26174.1-219370j,+450.126-219807j,+244.576-220247j,-0+0j,+122.962-220489j,+0+0j,+82925.6-35042.8j,-0+0j,+56201.8-35279.9j,+42714-35405.8j,+13438.5+26.6223j,-0+0j,+13438.8+14.0147j,-0+0j,+13441.3+2.28861j,+8190.54+0.545736j,+22818.5-0.304566j,+22816.8-0.0530239j,+4.98827e-06-5.51706e-06j,+4.96961e-06-5.5448e-06j,-0+0j,+15066.6+133416j,+0+0j,+0+0j,+39793.8+24.0879j,-24768.5+133361j,+20129.4+9.52783j,-0+0j,-24865.8+133326j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+251742-13929j,+720827+53847.8j,+414472+33295.9j,+258801-43040.8j,+15126.4+133460j
2016-08-05 22:00:00 PDT,+11320.9+0.908829j,+0+0j,+730088-412167j,+0+0j,+0+0j,+0+0j,+730270-415968j,+6600.39+0.394013j,+0+0j,+723775-418496j,+0+0j,+0+0j,+308036-153659j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44189.4+22108.9j,+0+0j,+44172.5+22112.2j,+2.33563e-07-1.01768e-06j,+0+0j,+2.35598e-07-9.87404e-07j,+0+0j,+2.60828e-07-9.35199e-07j,+0+0j,+0+0j,+0+0j,+2.86618e-07-9.16228e-07j,+2.76843e-07-9.4042e-07j,+2.55043e-07-9.39138e-07j,+0+0j,+0+0j,+18311.2-21375.2j,+225119-168344j,+0+0j,+18308-21401.7j,+8500.92+0.93676j,+0+0j,+224931-168681j,+44260.1+22154.8j,+180483-191176j,+0+0j,+180385-191411j,+0+0j,+77676.1+55496.6j,+77643.8-209356j,+28952-209579j,+28822.9-209775j,+28675.2-209993j,+415667-270595j,+415667-271648j,+14200.1+3.81211j,+401448-272303j,+14200.8+1.71251j,+22950.7-21502.2j,+377697-252991j,+13161.7+1.71485j,-5.12924e-06+7.16613e-06j,+0+0j,+239692-417177j,+64265.1+212331j,+0+0j,+0+0j,+0+0j,+0+0j,+238519-418706j,+0+0j,+0+0j,+72877.7-230652j,+89218-100551j,+38956.7-231129j,+2.80492e-08+1.46312e-08j,+38901.4-231241j,+439.693-231705j,+247.798-232171j,+0+0j,+124.853-232435j,+0+0j,+82199.9-101182j,+0+0j,+42214.6-101561j,+18608.1-101770j,+23442.3+58.4128j,+0+0j,+23440.8+31.9363j,+0+0j,+23443.6+6.42725j,+13621.4+1.42436j,+31433.2+6.04739j,+31430.9+4.3013j,+2.27727e-05-9.94157e-06j,+2.27758e-05-9.96978e-06j,+0+0j,+32452.6+211933j,+0+0j,+0+0j,+59701.3+51.9567j,-27383.9+211704j,+30270.3+20.6134j,+0+0j,-27614.6+211496j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+263360-177426j,+741172-407304j,+415582-268455j,+304429-203462j,+32629.1+212131j
2016-08-05 23:00:00 PDT,+8030.45+0.457134j,+0+0j,+642173-419608j,+0+0j,+0+0j,+0+0j,+642331-422926j,+4050.15+0.148245j,+0+0j,+638377-425135j,+0+0j,+0+0j,+274351-157753j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44268.1+22151.9j,+0+0j,+44254.7+22153.3j,+1.41431e-05-2.94595e-06j,+0+0j,+1.4109e-05-2.94817e-06j,+0+0j,+1.40813e-05-2.9524e-06j,+0+0j,+0+0j,+0+0j,+1.41631e-05-2.91068e-06j,+1.41733e-05-2.9207e-06j,+1.41616e-05-2.89157e-06j,+0+0j,+0+0j,+15556-21381.3j,+199067-169301j,+0+0j,+15552.7-21405.5j,+5690.41+0.418835j,+0+0j,+198899-169587j,+44357.4+22203.5j,+154373-192078j,+0+0j,+154287-192282j,+0+0j,+77860.1+55628j,+51256.9-210336j,+14919.8-210543j,+14787.8-210737j,+14641-210947j,+363956-272398j,+363951-273308j,+10609.8+2.19665j,+353325-273873j,+10610.4+0.954824j,+19279.1-21500.6j,+333354-254304j,+9430.87+0.878847j,-7.88323e-07-1.82752e-06j,+0+0j,+202759-418759j,+56682.8+213218j,+0+0j,+0+0j,+0+0j,+0+0j,+201659-420213j,+0+0j,+0+0j,+54759.3-231678j,+70058.9-101048j,+29572.7-232146j,-3.74984e-09-6.24108e-09j,+29516.6-232259j,+464.051-232730j,+254.103-233205j,+0+0j,+127.787-233468j,+0+0j,+65616.5-101578j,+0+0j,+35283.3-101903j,+18842.3-102086j,+16278.9+37.703j,+0+0j,+16278.9+19.9361j,+0+0j,+16281.8+3.13113j,+9780.72+0.73053j,+24869.3+0.604874j,+24867.5+0.564665j,-6.2057e-06+8.12843e-06j,-6.20498e-06+8.12226e-06j,+0+0j,+31440.8+212831j,+0+0j,+0+0j,+44668.6+28.9616j,-13372.6+212619j,+22621.3+11.4719j,+0+0j,-13592.8+212408j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+229695-181357j,+649983-415385j,+363910-270550j,+259845-204363j,+31612.6+213026j
2016-08-06 00:00:00 PDT,+6940.34+0.341418j,+0+0j,+620827-421242j,+0+0j,+0+0j,+0+0j,+620972-424442j,+3300.1+0.0984074j,+0+0j,+617761-426573j,+0+0j,+0+0j,+266313-158671j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44282.6+22159.9j,+0+0j,+44270+22161j,+9.70154e-06-1.64091e-06j,+0+0j,+9.69488e-06-1.60316e-06j,+0+0j,+9.67951e-06-1.58596e-06j,+0+0j,+0+0j,+0+0j,+9.69707e-06-1.60288e-06j,+9.69918e-06-1.60235e-06j,+9.70862e-06-1.59261e-06j,+0+0j,+0+0j,+14691.3-21380.5j,+192983-169515j,+0+0j,+14688-21404.1j,+4810.3+0.29917j,+0+0j,+192819-169789j,+44375.2+22212.4j,+148279-192277j,+0+0j,+148194-192474j,+0+0j,+77893.8+55652j,+45102.3-210553j,+11866.9-210756j,+11734.1-210950j,+11587.3-211159j,+351369-272738j,+351360-273614j,+9339.72+1.73171j,+342005-274158j,+9340.33+0.739757j,+18045.3-21497.9j,+323288-254533j,+8180.65+0.661059j,+3.00205e-06-9.48914e-06j,+0+0j,+193767-419066j,+55547.9+213419j,+0+0j,+0+0j,+0+0j,+0+0j,+192682-420502j,+0+0j,+0+0j,+50884.6-231881j,+64851.1-101158j,+27489.9-232346j,+9.15415e-09+1.5264e-08j,+27433.6-232460j,+470.192-232932j,+255.873-233407j,+0+0j,+128.591-233670j,+0+0j,+61164.3-101662j,+0+0j,+33023.8-101974j,+18903.8-102148j,+13958.4+31.5366j,+0+0j,+13958.7+16.4888j,+0+0j,+13961.3+2.31301j,+8490.54+0.549885j,+23458.5-0.275854j,+23456.8-0.0410494j,+1.60013e-05-4.61466e-06j,+1.59934e-05-4.63499e-06j,+0+0j,+31718.9+213034j,+0+0j,+0+0j,+41895.1+25.4355j,-10322.7+212823j,+21189.9+10.0595j,+0+0j,-10540.9+212611j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+221659-182234j,+627557-417178j,+351333-270961j,+249704-204514j,+31889.3+213227j
2016-08-06 01:00:00 PDT,+6380.28+0.288522j,+0+0j,+605275-422494j,+0+0j,+0+0j,+0+0j,+605413-425618j,+2900.07+0.0759863j,+0+0j,+602599-427698j,+0+0j,+0+0j,+260320-159384j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44296.5+22167.4j,+0+0j,+44284.5+22168.2j,+3.16464e-06+4.3257e-06j,+0+0j,+3.1464e-06+4.30448e-06j,+0+0j,+3.16288e-06+4.36624e-06j,+0+0j,+0+0j,+0+0j,+3.17238e-06+4.35844e-06j,+3.14114e-06+4.37201e-06j,+3.13893e-06+4.35824e-06j,+0+0j,+0+0j,+14241.1-21381.4j,+188318-169671j,+0+0j,+14237.7-21404.6j,+4350.24+0.244588j,+0+0j,+188156-169936j,+44392.5+22221.1j,+143602-192424j,+0+0j,+143520-192617j,+0+0j,+77926.6+55675.5j,+40376.4-210716j,+9382.15-210918j,+9248.6-211112j,+9101.93-211319j,+342197-273033j,+342187-273886j,+8699.7+1.51799j,+333472-274416j,+8700.29+0.641705j,+17415.7-21497.4j,+315400-254749j,+7540.55+0.561478j,+1.28125e-05-1.43684e-06j,+0+0j,+187251-419336j,+54137.1+213571j,+0+0j,+0+0j,+0+0j,+0+0j,+186177-420761j,+0+0j,+0+0j,+47607.3-232061j,+61547.8-101241j,+25794.6-232526j,-6.26517e-11+9.61847e-09j,+25738.2-232639j,+474.427-233113j,+256.965-233590j,+0+0j,+129.096-233852j,+0+0j,+58263.9-101729j,+0+0j,+31864.8-102033j,+18945.1-102204j,+12758.1+28.4502j,+0+0j,+12758.6+14.7757j,+0+0j,+12761.1+1.93895j,+7830.46+0.467279j,+22277.9-0.931295j,+22276.3-0.493835j,-2.52536e-06+4.69473e-06j,-2.5065e-06+4.68335e-06j,+0+0j,+31489.8+213187j,+0+0j,+0+0j,+39181.9+22.2267j,-7840.37+212978j,+19808.7+8.78536j,+0+0j,-8057.09+212766j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+215668-182922j,+611452-418531j,+342169-271302j,+241768-204664j,+31659.4+213380j
2016-08-06 02:00:00 PDT,+6350.28+0.285807j,+0+0j,+600685-422894j,+0+0j,+0+0j,+0+0j,+600824-426000j,+2850.07+0.0733834j,+0+0j,+598060-428067j,+0+0j,+0+0j,+258486-159612j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44303.2+22171j,+0+0j,+44291.4+22171.7j,+7.32804e-06-5.27395e-06j,+0+0j,+7.32192e-06-5.24719e-06j,+0+0j,+7.31843e-06-5.27678e-06j,+0+0j,+0+0j,+0+0j,+7.32573e-06-5.2858e-06j,+7.31075e-06-5.29166e-06j,+7.29366e-06-5.27202e-06j,+0+0j,+0+0j,+14204.3-21382.2j,+186809-169719j,+0+0j,+14200.9-21405.4j,+4310.24+0.240069j,+0+0j,+186649-169982j,+44400.8+22225.2j,+142088-192472j,+0+0j,+142007-192663j,+0+0j,+77942.3+55686.7j,+38840.9-210771j,+8487.05-210972j,+8353.3-211166j,+8206.74-211373j,+339495-273144j,+339485-273992j,+8689.7+1.51453j,+330780-274518j,+8690.28+0.640154j,+17389.1-21497.9j,+312740-254839j,+7510.55+0.556933j,+5.05064e-06+5.60166e-08j,+0+0j,+185407-419441j,+53309.8+213622j,+0+0j,+0+0j,+0+0j,+0+0j,+184335-420864j,+0+0j,+0+0j,+46407.3-232136j,+60879.8-101267j,+25225.6-232601j,-5.9982e-09-2.55895e-08j,+25169.2-232715j,+475.529-233189j,+257.165-233667j,+0+0j,+129.196-233929j,+0+0j,+57646.2-101753j,+0+0j,+31797.3-102055j,+18957.7-102226j,+12678.1+28.248j,+0+0j,+12678.6+14.6574j,+0+0j,+12681.1+1.91633j,+7800.46+0.463549j,+21727.6-1.21162j,+21726-0.687495j,+1.63009e-06+4.06814e-06j,+1.63604e-06+4.08376e-06j,+0+0j,+31213+213238j,+0+0j,+0+0j,+38010.6+20.9134j,-6946.59+213031j,+19218.2+8.26705j,+0+0j,-7162.76+212818j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+213833-183145j,+606832-418954j,+339468-271426j,+239094-204729j,+31382.4+213431j
2016-08-06 03:00:00 PDT,+6190.27+0.271613j,+0+0j,+612703-421751j,+0+0j,+0+0j,+0+0j,+612835-424897j,+2850.07+0.0734015j,+0+0j,+610067-426993j,+0+0j,+0+0j,+263359-158967j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44280.4+22159j,+0+0j,+44268+22160j,-5.70772e-06+1.17767e-06j,+0+0j,-5.68896e-06+1.22066e-06j,+0+0j,-5.67514e-06+1.2299e-06j,+0+0j,+0+0j,+0+0j,-5.64609e-06+1.28448e-06j,-5.6253e-06+1.32252e-06j,-5.63477e-06+1.31797e-06j,+0+0j,+0+0j,+14127.1-21378.2j,+190925-169588j,+0+0j,+14123.7-21401.3j,+4240.23+0.232466j,+0+0j,+190760-169857j,+44373+22211.3j,+146223-192340j,+0+0j,+146139-192534j,+0+0j,+77890+55649.3j,+43040.9-210615j,+11190.9-210817j,+11057.5-211011j,+10910.5-211218j,+346614-272784j,+346603-273646j,+8409.69+1.42653j,+338176-274180j,+8410.27+0.599819j,+17181.1-21494.8j,+320328-254537j,+7310.52+0.527938j,+2.3065e-05-1.21415e-05j,+0+0j,+190113-419103j,+56214.4+213478j,+0+0j,+0+0j,+0+0j,+0+0j,+189036-420529j,+0+0j,+0+0j,+49878.7-231895j,+62179.4-101189j,+26883.8-232360j,+8.08434e-09-3.23615e-09j,+26827.3-232473j,+472.958-232945j,+256.855-233420j,+0+0j,+129.02-233682j,+0+0j,+58945.6-101681j,+0+0j,+31486.6-101987j,+18927.1-102155j,+12398.2+27.5336j,+0+0j,+12398.6+14.2921j,+0+0j,+12401+1.83011j,+7590.43+0.439367j,+23618.6-0.183189j,+23616.9+0.0208801j,+2.23389e-06+9.00492e-06j,+2.21989e-06+8.97185e-06j,+0+0j,+32226.2+213091j,+0+0j,+0+0j,+41724.9+25.1979j,-9645.36+212880j,+21069.8+9.9461j,+0+0j,-9863.26+212667j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+218709-182508j,+618693-417763j,+346585-271036j,+246714-204505j,+32396.2+213286j
2016-08-06 04:00:00 PDT,+6850.33+0.332703j,+0+0j,+655954-417865j,+0+0j,+0+0j,+0+0j,+656085-421208j,+3150.09+0.0897173j,+0+0j,+653015-423434j,+0+0j,+0+0j,+280472-156775j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44226.1+22130.1j,+0+0j,+44211.9+22131.9j,-9.32846e-06+6.05768e-06j,+0+0j,-9.35551e-06+6.04637e-06j,+0+0j,-9.35442e-06+6.03071e-06j,+0+0j,+0+0j,+0+0j,-9.32229e-06+6.03772e-06j,-9.32589e-06+6.0364e-06j,-9.27798e-06+6.08367e-06j,+0+0j,+0+0j,+14550.9-21371.4j,+204809-169154j,+0+0j,+14547.5-21394.9j,+4690.28+0.284837j,+0+0j,+204631-169448j,+44305+22177.3j,+160148-191920j,+0+0j,+160056-192129j,+0+0j,+77761.3+55557.5j,+57139.9-210139j,+19170.4-210346j,+19038.5-210539j,+18890.5-210749j,+372427-271734j,+372415-272657j,+9309.72+1.72365j,+363086-273230j,+9310.33+0.735768j,+17932.6-21491.5j,+344432-253711j,+8090.64+0.64743j,+5.40059e-06+1.69326e-05j,+0+0j,+207655-418179j,+62860.2+213049j,+0+0j,+0+0j,+0+0j,+0+0j,+206551-419631j,+0+0j,+0+0j,+60509.4-231258j,+69286.5-100943j,+32355.1-231727j,-4.86024e-09+2.383e-09j,+32298.6-231839j,+462.682-232307j,+254.647-232776j,+0+0j,+127.977-233038j,+0+0j,+65747.1-101467j,+0+0j,+32695.4-101793j,+18815.3-101964j,+13718.7+30.921j,+0+0j,+13718.8+16.2302j,+0+0j,+13721.3+2.24737j,+8400.53+0.539742j,+28371.4+3.21769j,+28369.2+2.35606j,+1.27083e-05-5.71647e-06j,+1.26794e-05-5.72846e-06j,+0+0j,+34116.7+212653j,+0+0j,+0+0j,+51588.1+38.5755j,-17612+212429j,+26025+15.2101j,+0+0j,-17835.3+212218j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+235818-180375j,+662600-413631j,+372385-269858j,+270936-203908j,+34288.7+212850j
2016-08-06 05:00:00 PDT,+8380.49+0.497961j,+0+0j,+688804-415186j,+0+0j,+0+0j,+0+0j,+688956-418742j,+4100.15+0.152007j,+0+0j,+684948-421110j,+0+0j,+0+0j,+293055-155269j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44212.1+22121.8j,+0+0j,+44196.7+22124.3j,-4.69856e-06-9.34775e-07j,+0+0j,-4.6849e-06-9.26734e-07j,+0+0j,-4.69309e-06-9.1853e-07j,+0+0j,+0+0j,+0+0j,-4.64923e-06-9.06363e-07j,-4.66801e-06-9.24813e-07j,-4.65214e-06-9.07959e-07j,+0+0j,+0+0j,+15708.7-21374.7j,+214422-168819j,+0+0j,+15705.4-21399j,+5870.44+0.446408j,+0+0j,+214237-169133j,+44286.3+22167.9j,+169766-191618j,+0+0j,+169670-191839j,+0+0j,+77725.2+55531.7j,+66831-209820j,+23787.4-210035j,+23655.8-210230j,+23506.7-210445j,+391794-271247j,+391786-272232j,+11179.8+2.42568j,+380587-272844j,+11180.5+1.06111j,+19678.8-21499j,+360152-253426j,+9860.95+0.961964j,-1.99792e-06-2.77325e-06j,+0+0j,+221710-417824j,+64590.1+212779j,+0+0j,+0+0j,+0+0j,+0+0j,+220578-419306j,+0+0j,+0+0j,+67045.8-231021j,+76929.5-100805j,+35796.4-231495j,-3.43071e-09-5.5676e-09j,+35740.1-231607j,+454.307-232073j,+252.519-232542j,+0+0j,+127.036-232804j,+0+0j,+72430.8-101367j,+0+0j,+35804.5-101713j,+18722.8-101895j,+16919.7+39.4229j,+0+0j,+16919.3+21.0248j,+0+0j,+16921.9+3.40253j,+10230.8+0.801697j,+29862.2+4.52198j,+29860+3.25741j,+5.63248e-07-4.4264e-06j,+5.54978e-07-4.42284e-06j,+0+0j,+34350.6+212379j,+0+0j,+0+0j,+56425.6+46.2465j,-22213.8+212149j,+28518+18.2764j,+0+0j,-22441.7+211937j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+248384-178945j,+696961-410666j,+391731-269243j,+286745-203753j,+34525.5+212578j
2016-08-06 06:00:00 PDT,+9790.67+0.679652j,+0+0j,+709979-413499j,+0+0j,+0+0j,+0+0j,+710157-417189j,+4850.21+0.21271j,+0+0j,+705414-419646j,+0+0j,+0+0j,+301067-154315j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44207+22118.6j,+0+0j,+44190.9+22121.4j,+9.06468e-06-5.64802e-06j,+0+0j,+9.0793e-06-5.61867e-06j,+0+0j,+9.06107e-06-5.62299e-06j,+0+0j,+0+0j,+0+0j,+9.09749e-06-5.59458e-06j,+9.09636e-06-5.59907e-06j,+9.06657e-06-5.59771e-06j,+0+0j,+0+0j,+16716.4-21376.5j,+220286-168612j,+0+0j,+16713.2-21401.7j,+6890.61+0.61517j,+0+0j,+220099-168938j,+44278.6+22164.1j,+175632-191432j,+0+0j,+175535-191661j,+0+0j,+77710.1+55520.9j,+72732.5-209630j,+26197.1-209849j,+26066.9-210045j,+25918.4-210262j,+404274-270935j,+404272-271957j,+13010+3.2279j,+391245-272592j,+13010.6+1.43696j,+21316.5-21502.3j,+369150-253227j,+11511.3+1.31108j,-9.80224e-07+5.78562e-06j,+0+0j,+231288-417565j,+64059.2+212603j,+0+0j,+0+0j,+0+0j,+0+0j,+230135-419073j,+0+0j,+0+0j,+70739.9-230881j,+82871.3-100696j,+37938.5-231359j,+2.08615e-08+4.91827e-09j,+37882.5-231471j,+447.575-231938j,+250.337-232406j,+0+0j,+126.064-232670j,+0+0j,+77613.4-101290j,+0+0j,+38632.4-101653j,+18668.6-101846j,+19800.8+47.5795j,+0+0j,+19799.9+25.6922j,+0+0j,+19802.6+4.65821j,+11941.1+1.09319j,+29631.9+4.31607j,+29629.9+3.12652j,+5.57154e-07+1.94513e-06j,+5.44846e-07+1.93487e-06j,+0+0j,+34049.8+212206j,+0+0j,+0+0j,+58539.2+49.8499j,-24626.3+211974j,+29629.5+19.7357j,+0+0j,-24855.5+211764j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+256387-178045j,+719524-408793j,+404195-268856j,+295806-203623j,+34224.8+212405j
2016-08-06 07:00:00 PDT,+7810.43+0.432339j,+0+0j,+628217-420671j,+0+0j,+0+0j,+0+0j,+628389-423961j,+3150.09+0.0896374j,+0+0j,+625346-426151j,+0+0j,+0+0j,+269143-158282j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44302.3+22169.7j,+0+0j,+44289.7+22170.8j,+7.19939e-06+2.81229e-06j,+0+0j,+7.18001e-06+2.82326e-06j,+0+0j,+7.2003e-06+2.82383e-06j,+0+0j,+0+0j,+0+0j,+7.18456e-06+2.80536e-06j,+7.1961e-06+2.8305e-06j,+7.16416e-06+2.82361e-06j,+0+0j,+0+0j,+14983.6-21389.4j,+194910-169518j,+0+0j,+14980.3-21413.2j,+5110.33+0.337507j,+0+0j,+194744-169798j,+44396+22222.8j,+150183-192302j,+0+0j,+150098-192503j,+0+0j,+77931.8+55679.2j,+46980.1-210592j,+11933.4-210799j,+11800-210995j,+11652.5-211206j,+356154-272844j,+356151-273744j,+10989.8+2.34417j,+345146-274303j,+10990.5+1.02367j,+19147.2-21508.6j,+325326-254699j,+9290.84+0.852177j,+2.53791e-07+9.43738e-06j,+0+0j,+197556-419286j,+53822+213480j,+0+0j,+0+0j,+0+0j,+0+0j,+196462-420735j,+0+0j,+0+0j,+51945.2-232026j,+67599.1-101180j,+28590-232496j,-1.17738e-08+2.4697e-09j,+28533.6-232610j,+469.206-233086j,+255.371-233565j,+0+0j,+128.464-233829j,+0+0j,+64058.5-101696j,+0+0j,+34435.8-102017j,+18875.1-102196j,+15398.7+35.3319j,+0+0j,+15398.9+18.6097j,+0+0j,+15401.6+2.85652j,+9660.7+0.711638j,+22047.7-1.05468j,+22046.2-0.569931j,-5.79567e-06+6.97221e-06j,-5.80251e-06+6.97181e-06j,+0+0j,+31401.3+213095j,+0+0j,+0+0j,+41634.8+25.1147j,-10381.4+212884j,+21069.8+9.93917j,+0+0j,-10600.9+212672j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+224473-181886j,+635789-416481j,+356107-271018j,+251770-204665j,+31572.7+213289j
2016-08-06 08:00:00 PDT,+5770.23+0.235875j,+0+0j,+548076-427190j,+0+0j,+0+0j,+0+0j,+548223-430119j,+1350.02+0.0164485j,+0+0j,+546968-432070j,+0+0j,+0+0j,+237953-162001j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44392.1+22218j,+0+0j,+44382.8+22217.4j,-6.89478e-06+1.08675e-05j,+0+0j,-6.91965e-06+1.09029e-05j,+0+0j,-6.90149e-06+1.09163e-05j,+0+0j,+0+0j,+0+0j,-6.89053e-06+1.09499e-05j,-6.89057e-06+1.09404e-05j,-6.90266e-06+1.09257e-05j,+0+0j,+0+0j,+13174.5-21398.6j,+170135-170334j,+0+0j,+13171-21421.1j,+3250.13+0.136193j,+0+0j,+169989-170573j,+44506.2+22278j,+125337-193089j,+0+0j,+125263-193268j,+0+0j,+78140+55827.9j,+21835-211481j,-2016.68-211681j,-2153.77-211878j,-2300.16-212083j,+308962-274476j,+308954-275266j,+8949.71+1.59587j,+299990-275756j,+8950.3+0.677877j,+16921.8-21510.6j,+282476-255939j,+7010.48+0.48421j,+4.94707e-06-8.1568e-06j,+0+0j,+164662-420834j,+43651.4+214315j,+0+0j,+0+0j,+0+0j,+0+0j,+163613-422237j,+0+0j,+0+0j,+33816.9-233096j,+52465.3-101621j,+19602.7-233564j,+1.82983e-09+8.56553e-09j,+19545.5-233680j,+489.962-234166j,+260.129-234656j,+0+0j,+130.723-234921j,+0+0j,+50735.4-102069j,+0+0j,+30087.7-102353j,+19088.2-102519j,+10837.8+23.687j,+0+0j,+10838.5+12.133j,+0+0j,+10840.9+1.46374j,+7320.4+0.406516j,+14144.1-3.50726j,+14143.1-2.2857j,-1.31516e-05+1.89436e-05j,-1.31425e-05+1.89666e-05j,+0+0j,+29140.1+213941j,+0+0j,+0+0j,+25429.2+9.32596j,+3553.26+213742j,+12853.6+3.68488j,+0+0j,+3341.7+213524j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+193274-185499j,+553639-423465j,+308949-272878j,+208659-205542j,+29306.9+214130j
