# file...... Overhead_lines_power_in_B.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_B
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-10-07 00:00:00 PDT,+7950.44+0.449893j,-0+0j,+727451+51044.5j,+0+0j,+0+0j,+0+0j,+727232+48092.3j,+4450.18+0.181578j,-0+0j,+722626+46121.2j,+0+0j,-0+0j,+300027+9826.79j,+0+0j,+0+0j,+0+0j,+0+0j,-0+0j,+43138.3+21612.2j,+0+0j,+43147.3+21599j,+6.90858e-06-3.1807e-06j,-0+0j,+6.91973e-06-3.16887e-06j,+0+0j,+6.96316e-06-3.15755e-06j,+0+0j,+0+0j,+0+0j,+6.96689e-06-3.11306e-06j,+6.98968e-06-3.11416e-06j,+6.97607e-06-3.09187e-06j,+0+0j,+0+0j,+26877.8+9889.54j,+215959-31749.7j,-0+0j,+26881.4+9872.49j,+5870.45+0.46003j,-0+0j,+215803-31970j,+42950.1+21499.1j,+172699-53691j,-0+0j,+172628-53797.7j,+0+0j,+75168.3+53704.1j,+60378.3-132529j,+26790.8-132600j,+26732-132656j,+26665.6-132723j,+421850+32114.5j,+421725+31460.7j,+10129.8+2.06032j,+411504+31046.5j,+10130.4+0.899072j,+30279.2+9860.84j,+380692+19588.5j,+9270.87+0.883325j,-1.09798e-06+1.18813e-05j,-0+0j,+226970-177251j,+36787.1+133364j,+0+0j,+0+0j,+0+0j,-0+0j,+226516-177937j,+0+0j,+0+0j,+49913.9-218767j,+91005.6-34602.4j,+26839.8-219200j,-2.36394e-08+1.27507e-09j,+26786.3-219305j,+444.794-219740j,+242.86-220179j,-0+0j,+122.168-220422j,+0+0j,+86404.1-35024.3j,-0+0j,+59126.1-35274.2j,+42716.2-35412.6j,+16359+33.6364j,-0+0j,+16359.1+17.9566j,-0+0j,+16361.9+3.33436j,+9600.74+0.75029j,+22498.3-0.490993j,+22496.6-0.177163j,+9.96519e-06+2.79015e-07j,+9.93629e-06+2.50402e-07j,-0+0j,+14155+133278j,+0+0j,+0+0j,+40194.3+24.6421j,-26080.6+133224j,+20399.7+9.78624j,-0+0j,-26179.3+133189j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+256547-13568.7j,+735793+54741.9j,+422050+33406.6j,+263855-43059.5j,+14215.6+133322j
2016-10-07 22:00:00 PDT,+12231+1.06066j,+0+0j,+719699-413498j,+0+0j,+0+0j,+0+0j,+719913-417276j,+7050.44+0.449399j,+0+0j,+712987-419789j,+0+0j,+0+0j,+303593-154377j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44224.7+22127.3j,+0+0j,+44208.5+22130.2j,+5.68164e-06-2.27333e-06j,+0+0j,+5.68888e-06-2.24565e-06j,+0+0j,+5.68463e-06-2.20513e-06j,+0+0j,+0+0j,+0+0j,+5.71384e-06-2.2088e-06j,+5.73725e-06-2.16913e-06j,+5.71343e-06-2.20339e-06j,+0+0j,+0+0j,+18959.1-21381.8j,+221009-168472j,+0+0j,+18956-21408.9j,+9141.07+1.08223j,+0+0j,+220828-168802j,+44302.8+22176.2j,+176345-191312j,+0+0j,+176251-191544j,+0+0j,+77756.2+55553.8j,+73412.4-209527j,+25483.1-209749j,+25354.5-209946j,+25208.1-210164j,+409372-271121j,+409380-272163j,+15410.3+4.45065j,+393954-272811j,+15410.9+2.0154j,+24030.1-21508j,+369150-253455j,+14232+2.00345j,-6.18186e-06+1.75243e-05j,+0+0j,+236069-417634j,+59342.8+212474j,+0+0j,+0+0j,+0+0j,+0+0j,+234901-419165j,+0+0j,+0+0j,+68789.6-230995j,+89603.2-100635j,+36974.9-231471j,-1.61731e-08+1.21418e-09j,+36920-231583j,+440.835-232051j,+247.347-232522j,+0+0j,+124.708-232787j,+0+0j,+82132.4-101269j,+0+0j,+44085.8-101647j,+18637.8-101866j,+25283+64.1658j,+0+0j,+25281.3+35.2279j,+0+0j,+25284.2+7.47574j,+14731.6+1.6639j,+28341.1+3.21257j,+28339.2+2.36483j,-9.34111e-06-2.29236e-06j,-9.33393e-06-2.28816e-06j,+0+0j,+30622.7+212085j,+0+0j,+0+0j,+54412.7+43.223j,-23928.2+211865j,+27687+17.2209j,+0+0j,-24155.8+211660j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+258916-178147j,+731668-408645j,+409280-269005j,+295867-203813j,+30798.6+212281j
2016-10-07 23:00:00 PDT,+8980.56+0.571667j,+0+0j,+643645-419866j,+0+0j,+0+0j,+0+0j,+643818-423209j,+5100.23+0.235046j,+0+0j,+638822-425434j,+0+0j,+0+0j,+274448-157908j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44281.2+22158.4j,+0+0j,+44267.8+22159.9j,+2.95129e-07+9.39265e-06j,+0+0j,+2.97046e-07+9.41738e-06j,+0+0j,+2.89809e-07+9.44757e-06j,+0+0j,+0+0j,+0+0j,+3.01098e-07+9.46394e-06j,+2.90949e-07+9.47605e-06j,+2.93939e-07+9.47508e-06j,+0+0j,+0+0j,+16536.2-21383.9j,+198555-169254j,+0+0j,+16533-21408.9j,+6670.57+0.57538j,+0+0j,+198390-169540j,+44374.4+22212j,+153851-192040j,+0+0j,+153766-192245j,+0+0j,+77892.5+55651.1j,+50701.6-210314j,+14095.2-210521j,+13963.6-210717j,+13817.4-210927j,+364328-272567j,+364327-273482j,+11379.8+2.50424j,+352933-274050j,+11380.5+1.09815j,+20309.9-21503.6j,+331936-254478j,+10461.1+1.08103j,+8.33514e-06-1.13258e-05j,+0+0j,+203986-418871j,+54050.3+213187j,+0+0j,+0+0j,+0+0j,+0+0j,+202881-420332j,+0+0j,+0+0j,+53531.1-231781j,+72492.9-101047j,+28807.3-232248j,-3.4454e-09-4.68153e-09j,+28751.8-232361j,+461.763-232832j,+253.11-233307j,+0+0j,+127.33-233571j,+0+0j,+66996.7-101589j,+0+0j,+37522-101919j,+18840-102111j,+18519.3+43.8865j,+0+0j,+18519.2+23.3797j,+0+0j,+18522.2+4.00157j,+10830.9+0.895613j,+23418.4-0.293621j,+23416.8-0.0496339j,+6.0405e-06-4.95447e-07j,+6.05546e-06-4.92059e-07j,+0+0j,+30258.6+212804j,+0+0j,+0+0j,+42666.1+26.4809j,-12553.3+212596j,+21680.4+10.5319j,+0+0j,-12772.7+212387j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+229790-181526j,+652398-415598j,+364277-270711j,+258435-204510j,+30430.6+212997j
2016-10-08 00:00:00 PDT,+8200.47+0.476653j,+0+0j,+632228-420670j,+0+0j,+0+0j,+0+0j,+632390-423943j,+4600.19+0.191211j,+0+0j,+627887-426121j,+0+0j,+0+0j,+270231-158360j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44284.5+22160.4j,+0+0j,+44271.4+22161.7j,-2.7691e-06+1.14911e-05j,+0+0j,-2.76333e-06+1.1532e-05j,+0+0j,-2.75802e-06+1.15294e-05j,+0+0j,+0+0j,+0+0j,-2.78595e-06+1.15669e-05j,-2.74018e-06+1.16104e-05j,-2.77221e-06+1.15884e-05j,+0+0j,+0+0j,+15935.2-21381.9j,+195458-169364j,+0+0j,+15932-21406.5j,+6060.47+0.474885j,+0+0j,+195295-169643j,+44378.7+22214.2j,+150753-192139j,+0+0j,+150669-192340j,+0+0j,+77900.7+55657j,+47579.8-210418j,+12729.2-210624j,+12597.1-210819j,+12450.9-211028j,+357600-272696j,+357596-273590j,+10439.8+2.13064j,+347141-274146j,+10440.4+0.9242j,+19419.3-21500.6j,+327045-254545j,+9560.89+0.90292j,+7.924e-06+2.098e-06j,+0+0j,+199124-418981j,+53982.8+213284j,+0+0j,+0+0j,+0+0j,+0+0j,+198028-420431j,+0+0j,+0+0j,+51785-231851j,+69331.1-101099j,+27831.7-232316j,-3.38806e-10+2.58505e-09j,+27776-232429j,+465.21-232900j,+254.205-233375j,+0+0j,+127.817-233638j,+0+0j,+64338.8-101625j,+0+0j,+35916.1-101947j,+18874.9-102133j,+16878.8+39.3213j,+0+0j,+16878.9+20.7995j,+0+0j,+16881.9+3.32695j,+9900.74+0.748023j,+22898.2-0.593067j,+22896.5-0.255702j,+2.48226e-06-2.61269e-06j,+2.48395e-06-2.61074e-06j,+0+0j,+30713+212901j,+0+0j,+0+0j,+41755+25.3316j,-11188.3+212693j,+21189.9+10.059j,+0+0j,-11406.8+212483j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+225576-181951j,+640209-416501j,+357555-270881j,+253499-204546j,+30884+213094j
2016-10-08 01:00:00 PDT,+7670.41+0.417017j,+0+0j,+622599-421402j,+0+0j,+0+0j,+0+0j,+622754-424621j,+4250.16+0.163214j,+0+0j,+618597-426762j,+0+0j,+0+0j,+266609-158776j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44289.2+22163.1j,+0+0j,+44276.5+22164.2j,+1.29123e-05-4.04035e-06j,+0+0j,+1.29112e-05-4.0443e-06j,+0+0j,+1.28684e-05-4.08494e-06j,+0+0j,+0+0j,+0+0j,+1.28819e-05-4.07383e-06j,+1.28661e-05-4.05465e-06j,+1.28576e-05-4.01583e-06j,+0+0j,+0+0j,+15521.2-21381.5j,+192748-169458j,+0+0j,+15518-21405.7j,+5640.41+0.411276j,+0+0j,+192586-169732j,+44384.8+22217.2j,+148039-192225j,+0+0j,+147956-192423j,+0+0j,+77912.3+55665.3j,+44844.1-210511j,+11414.2-210715j,+11281.8-210909j,+11135.6-211118j,+351925-272840j,+351919-273718j,+9809.74+1.89693j,+342095-274264j,+9810.36+0.815974j,+18815.6-21499.3j,+322610-254638j,+8950.78+0.791275j,+1.45695e-05-7.60442e-06j,+0+0j,+194983-419108j,+53664.8+213369j,+0+0j,+0+0j,+0+0j,+0+0j,+193894-420548j,+0+0j,+0+0j,+50067.6-231930j,+66872.4-101146j,+26885.1-232394j,+4.442e-08+2.48479e-08j,+26829.2-232507j,+468.013-232979j,+255.029-233454j,+0+0j,+128.188-233717j,+0+0j,+62232.9-101661j,+0+0j,+34821.4-101976j,+18900.8-102158j,+15758.5+36.2792j,+0+0j,+15758.8+19.0897j,+0+0j,+15761.6+2.90251j,+9270.65+0.655533j,+22447.9-0.839426j,+22446.3-0.426489j,+4.51683e-06-4.96223e-06j,+4.52016e-06-4.98457e-06j,+0+0j,+30846.1+212987j,+0+0j,+0+0j,+40573.6+23.9029j,-9874.47+212779j,+20579.4+9.4854j,+0+0j,-10092.1+212569j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+221956-182347j,+630056-417308j,+351886-271057j,+249035-204606j,+31016.6+213180j
2016-10-08 02:00:00 PDT,+7670.41+0.417015j,+0+0j,+621446-421500j,+0+0j,+0+0j,+0+0j,+621601-424713j,+4250.16+0.163212j,+0+0j,+617444-426852j,+0+0j,+0+0j,+266129-158833j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44290.7+22163.9j,+0+0j,+44278+22165j,+1.16191e-05+3.81468e-06j,+0+0j,+1.16199e-05+3.81444e-06j,+0+0j,+1.16247e-05+3.79474e-06j,+0+0j,+0+0j,+0+0j,+1.16222e-05+3.79828e-06j,+1.16321e-05+3.82278e-06j,+1.15749e-05+3.84994e-06j,+0+0j,+0+0j,+15522.2-21381.6j,+192338-169470j,+0+0j,+15518.9-21405.8j,+5640.41+0.41126j,+0+0j,+192176-169743j,+44386.6+22218.2j,+147628-192237j,+0+0j,+147545-192435j,+0+0j,+77915.8+55667.8j,+44428-210524j,+11208.2-210728j,+11075.7-210923j,+10929.5-211131j,+351252-272863j,+351246-273740j,+9809.74+1.89687j,+341422-274285j,+9810.36+0.815957j,+18816.6-21499.2j,+321938-254656j,+8950.78+0.791253j,+1.5297e-05+6.15795e-06j,+0+0j,+194533-419128j,+53439.9+213381j,+0+0j,+0+0j,+0+0j,+0+0j,+193445-420568j,+0+0j,+0+0j,+49727.5-231946j,+66755.7-101151j,+26745.3-232410j,-7.51494e-10-4.34159e-09j,+26689.4-232523j,+468.257-232995j,+255.059-233471j,+0+0j,+128.203-233733j,+0+0j,+62116.3-101665j,+0+0j,+34824.8-101981j,+18904.2-102163j,+15758.5+36.2796j,+0+0j,+15758.8+19.0869j,+0+0j,+15761.6+2.90231j,+9270.65+0.655486j,+22327.9-0.902687j,+22326.3-0.470428j,+1.70927e-05-1.02199e-05j,+1.70868e-05-1.02092e-05j,+0+0j,+30741.4+212999j,+0+0j,+0+0j,+40263.2+23.5347j,-9668.99+212792j,+20419.2+9.33779j,+0+0j,-9886.44+212581j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+221476-182402j,+628904-417412j,+351214-271084j,+248358-204617j,+30911.8+213192j
2016-10-08 03:00:00 PDT,+7570.4+0.406264j,+0+0j,+637603-419999j,+0+0j,+0+0j,+0+0j,+637749-423272j,+4350.17+0.171036j,+0+0j,+633487-425450j,+0+0j,+0+0j,+272660-157991j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44262.2+22148.8j,+0+0j,+44248.7+22150.3j,-1.08683e-05-7.15549e-07j,+0+0j,-1.08972e-05-7.33047e-07j,+0+0j,-1.08859e-05-6.75499e-07j,+0+0j,+0+0j,+0+0j,-1.08839e-05-6.85491e-07j,-1.08593e-05-6.76772e-07j,-1.08558e-05-6.78389e-07j,+0+0j,+0+0j,+15522.6-21376.7j,+197809-169286j,+0+0j,+15519.3-21400.9j,+5650.41+0.413017j,+0+0j,+197642-169569j,+44351.9+22200.8j,+153123-192054j,+0+0j,+153037-192256j,+0+0j,+77850.4+55621.1j,+50005.3-210312j,+14638.9-210517j,+14507-210711j,+14360.3-210920j,+360748-272403j,+360740-273300j,+9549.73+1.80565j,+351175-273857j,+9550.34+0.773682j,+18666.1-21495.6j,+331819-254276j,+8810.76+0.767188j,-3.21584e-06+1.66925e-05j,+0+0j,+200913-418695j,+56969.9+213186j,+0+0j,+0+0j,+0+0j,+0+0j,+199816-420141j,+0+0j,+0+0j,+54258.6-231640j,+68686.4-101049j,+28842.2-232105j,-5.8389e-09+6.04705e-10j,+28786.3-232217j,+464.542-232686j,+254.519-233158j,+0+0j,+127.912-233420j,+0+0j,+63946-101571j,+0+0j,+34664.2-101892j,+18863.6-102072j,+15638.7+35.9519j,+0+0j,+15638.8+18.943j,+0+0j,+15641.6+2.85089j,+9120.63+0.635272j,+24599.1+0.425152j,+24597.3+0.444455j,+1.59803e-05-4.63452e-06j,+1.59685e-05-4.63695e-06j,+0+0j,+31999.6+212800j,+0+0j,+0+0j,+44949+29.3395j,-13093.6+212587j,+22771.5+11.6266j,+0+0j,-13313.3+212376j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+228009-181574j,+644965-415840j,+360706-270581j,+258282-204339j,+32170.6+212994j
2016-10-08 04:00:00 PDT,+8320.48+0.490882j,+0+0j,+683041-415881j,+0+0j,+0+0j,+0+0j,+683184-419369j,+4800.21+0.208374j,+0+0j,+678467-421690j,+0+0j,+0+0j,+290580-155694j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44205.2+22118.4j,+0+0j,+44189.9+22120.9j,+2.67419e-06+2.74827e-06j,+0+0j,+2.669e-06+2.77731e-06j,+0+0j,+2.64684e-06+2.82506e-06j,+0+0j,+0+0j,+0+0j,+2.66151e-06+2.8208e-06j,+2.67746e-06+2.86015e-06j,+2.64998e-06+2.84193e-06j,+0+0j,+0+0j,+16065.1-21369.4j,+212290-168812j,+0+0j,+16061.8-21394j,+6220.49+0.50131j,+0+0j,+212109-169121j,+44281+22165.3j,+167647-191597j,+0+0j,+167553-191814j,+0+0j,+77716.3+55525.3j,+64710.8-209797j,+22984.1-210008j,+22853.7-210202j,+22705.9-210415j,+387782-271283j,+387773-272246j,+10479.8+2.14983j,+377275-272845j,+10480.4+0.932637j,+19506.2-21492j,+357017-253398j,+9680.92+0.927421j,+4.96351e-06+4.54796e-06j,+0+0j,+219387-417714j,+63773.1+212725j,+0+0j,+0+0j,+0+0j,+0+0j,+218260-419190j,+0+0j,+0+0j,+65289.5-230971j,+76331.1-100785j,+34482.7-231441j,-1.94725e-08-2.83756e-09j,+34426.8-231552j,+453.501-232016j,+252.124-232482j,+0+0j,+126.775-232744j,+0+0j,+71133.2-101345j,+0+0j,+36107.8-101687j,+18746.1-101871j,+17199.5+40.2118j,+0+0j,+17199.2+21.4314j,+0+0j,+17201.9+3.45724j,+10020.8+0.769233j,+29502+4.20337j,+29499.8+3.03733j,+5.7215e-06-8.72166e-06j,+5.73058e-06-8.71134e-06j,+0+0j,+33897.2+212328j,+0+0j,+0+0j,+55183.7+44.2762j,-21424.4+212102j,+27917.3+17.5179j,+0+0j,-21650+211892j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+245924-179343j,+691154-411452j,+387725-269323j,+283598-203709j,+34070.4+212526j
2016-10-08 05:00:00 PDT,+10660.8+0.80616j,+0+0j,+760163-408976j,+0+0j,+0+0j,+0+0j,+760303-412889j,+6300.35+0.359258j,+0+0j,+754079-415492j,+0+0j,+0+0j,+320372-151963j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44125.5+22075.5j,+0+0j,+44107.2+22079.5j,-3.93646e-06+3.40563e-06j,+0+0j,-3.92176e-06+3.42773e-06j,+0+0j,-3.89827e-06+3.52115e-06j,+0+0j,+0+0j,+0+0j,-3.89572e-06+3.52581e-06j,-3.88034e-06+3.52802e-06j,-3.90097e-06+3.49054e-06j,+0+0j,+0+0j,+17848.1-21361.1j,+235813-167960j,+0+0j,+17844.9-21387.2j,+8050.83+0.841531j,+0+0j,+235610-168316j,+44181.9+22115.6j,+191226-190792j,+0+0j,+191119-191038j,+0+0j,+77528.6+55391.2j,+88554.7-208917j,+35912.1-209145j,+35783.4-209339j,+35634.4-209560j,+433564-269483j,+433555-270576j,+13300+3.37183j,+420231-271256j,+13300.7+1.50416j,+22155.7-21489.8j,+397213-252050j,+12381.5+1.51986j,+1.68923e-05-3.9484e-06j,+0+0j,+250826-416201j,+72638.7+211951j,+0+0j,+0+0j,+0+0j,+0+0j,+249632-417743j,+0+0j,+0+0j,+81897.2-229982j,+91465.9-100339j,+43113.9-230464j,-9.73465e-09-1.44954e-08j,+43058.2-230575j,+433.344-231033j,+247.043-231492j,+0+0j,+124.413-231755j,+0+0j,+84746.4-100981j,+0+0j,+40830.4-101368j,+18544.5-101569j,+22122.2+54.4405j,+0+0j,+22120.6+29.753j,+0+0j,+22123.2+5.73096j,+12811.2+1.26343j,+37127.2+12.5752j,+37124.4+8.75178j,+1.90476e-05-1.03949e-05j,+1.90859e-05-1.0369e-05j,+0+0j,+35130.6+211538j,+0+0j,+0+0j,+69329.2+70.141j,-34327.3+211290j,+35087.4+27.7689j,+0+0j,-34563.7+211082j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+275690-175756j,+770627-403993j,+433480-267259j,+323976-202770j,+35308.5+211740j
2016-10-08 06:00:00 PDT,+13151.2+1.22667j,+0+0j,+782501-407491j,+0+0j,+0+0j,+0+0j,+782699-411609j,+8050.58+0.586401j,+0+0j,+774758-414349j,+0+0j,+0+0j,+328468-151127j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44145.8+22085j,+0+0j,+44126.7+22089.3j,+1.27178e-05+7.8462e-06j,+0+0j,+1.27135e-05+7.86808e-06j,+0+0j,+1.27111e-05+7.93967e-06j,+0+0j,+0+0j,+0+0j,+1.27401e-05+7.9327e-06j,+1.27336e-05+7.93528e-06j,+1.2777e-05+7.98706e-06j,+0+0j,+0+0j,+19863.4-21370.2j,+241071-167713j,+0+0j,+19860.3-21398.1j,+10081.3+1.31904j,+0+0j,+240870-168084j,+44205.3+22127.4j,+196464-190588j,+0+0j,+196358-190844j,+0+0j,+77571.9+55422.3j,+93774.2-208735j,+37004.7-208970j,+36877.3-209168j,+36728.9-209393j,+446221-269470j,+446226-270616j,+16170.4+4.88708j,+430036-271330j,+16171+2.22206j,+24991.4-21502.3j,+404170-252184j,+15232.3+2.29902j,-1.17886e-05+1.56194e-05j,+0+0j,+261949-416237j,+68534.7+211787j,+0+0j,+0+0j,+0+0j,+0+0j,+260724-417817j,+0+0j,+0+0j,+84454.9-230065j,+100064-100258j,+44552.1-230551j,+9.74573e-09+1.72559e-08j,+44497.1-230662j,+425.17-231122j,+244.253-231583j,+0+0j,+123.196-231847j,+0+0j,+91576.6-100952j,+0+0j,+46092-101363j,+18480.6-101588j,+27445.5+71.1013j,+0+0j,+27442.5+39.5392j,+0+0j,+27444.9+8.78734j,+15751.9+1.9105j,+34214.8+9.02604j,+34212.6+6.3561j,-1.06936e-05+1.59699e-05j,-1.07164e-05+1.59791e-05j,+0+0j,+33937.2+211383j,+0+0j,+0+0j,+69229.2+70.0984j,-35421.2+211138j,+35167.5+27.877j,+0+0j,-35659.1+210931j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+283766-175004j,+795407-402207j,+446106-267138j,+331005-202930j,+34115.8+211584j
2016-10-08 07:00:00 PDT,+11240.9+0.895637j,+0+0j,+682862-416742j,+0+0j,+0+0j,+0+0j,+683084-420352j,+6200.34+0.347352j,+0+0j,+677016-422754j,+0+0j,+0+0j,+289521-156098j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44276.9+22154.9j,+0+0j,+44262.1+22157j,+1.10301e-05-6.51141e-06j,+0+0j,+1.103e-05-6.53285e-06j,+0+0j,+1.1021e-05-6.50638e-06j,+0+0j,+0+0j,+0+0j,+1.10109e-05-6.52167e-06j,+1.1035e-05-6.51696e-06j,+1.10043e-05-6.50915e-06j,+0+0j,+0+0j,+18090.6-21390.6j,+209841-168889j,+0+0j,+18087.4-21416.9j,+8250.87+0.880513j,+0+0j,+209671-169199j,+44365.7+22207.6j,+165134-191720j,+0+0j,+165046-191940j,+0+0j,+77874.4+55638.3j,+62045.7-209985j,+18795.3-210201j,+18664.8-210400j,+18518.1-210616j,+387500-272102j,+387510-273093j,+14400.1+3.90704j,+373098-273708j,+14400.8+1.75802j,+22943.2-21515.3j,+349433-254245j,+13121.7+1.70079j,-1.90498e-05+1.7646e-05j,+0+0j,+221526-418558j,+54099.3+212906j,+0+0j,+0+0j,+0+0j,+0+0j,+220386-420060j,+0+0j,+0+0j,+61124.3-231593j,+82569.6-100891j,+33015.9-232066j,+1.66213e-09-8.86384e-09j,+32960.7-232179j,+451.248-232651j,+250.129-233126j,+0+0j,+126.041-233392j,+0+0j,+75958.9-101486j,+0+0j,+41977.1-101843j,+18731.3-102054j,+23081.5+57.2629j,+0+0j,+23080.5+31.118j,+0+0j,+23083.5+6.243j,+13591.4+1.41233j,+23278.1-0.381588j,+23276.7-0.0930214j,+1.24817e-05-2.36892e-06j,+1.24871e-05-2.38823e-06j,+0+0j,+30443.7+212524j,+0+0j,+0+0j,+47542.5+32.9617j,-17242.6+212311j,+24223+13.1524j,+0+0j,-17466.3+212103j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+244841-179817j,+693828-412107j,+387417-270094j,+276048-204400j,+30617.8+212717j
2016-10-08 08:00:00 PDT,+8230.47+0.479938j,+0+0j,+585380-424831j,+0+0j,+0+0j,+0+0j,+585567-427954j,+3850.13+0.133802j,+0+0j,+581833-430033j,+0+0j,+0+0j,+251827-160633j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+44375.4+22208.1j,+0+0j,+44364.5+22208.3j,+6.16046e-07-6.91349e-09j,+0+0j,+6.08594e-07+2.65223e-08j,+0+0j,+6.32708e-07+8.33136e-08j,+0+0j,+0+0j,+0+0j,+6.33273e-07+4.25366e-08j,+6.17836e-07+2.80353e-08j,+5.92033e-07+6.61036e-08j,+0+0j,+0+0j,+15571.6-21399.8j,+180204-169901j,+0+0j,+15568.4-21424j,+5670.41+0.414777j,+0+0j,+180055-170158j,+44487.3+22268.5j,+135420-192685j,+0+0j,+135344-192874j,+0+0j,+78104.5+55802.6j,+31993.2-211057j,+2490.66-211261j,+2355.98-211459j,+2210.14-211668j,+330001-274090j,+330003-274934j,+11129.8+2.39674j,+318863-275458j,+11130.5+1.04851j,+19598.6-21515.8j,+298648-255724j,+9710.92+0.929426j,+5.9079e-06+1.0027e-05j,+0+0j,+181229-420377j,+43375.4+213902j,+0+0j,+0+0j,+0+0j,+0+0j,+180155-421809j,+0+0j,+0+0j,+39978.1-232812j,+63002.1-101436j,+22283.8-233279j,+2.3418e-08+1.52567e-08j,+22227.7-233395j,+477.071-233877j,+256.444-234362j,+0+0j,+129-234628j,+0+0j,+58763.2-101932j,+0+0j,+35671.5-102237j,+18990.5-102425j,+16518.3+38.3387j,+0+0j,+16518.8+20.1558j,+0+0j,+16521.8+3.23223j,+10080.8+0.772282j,+14474.1-3.4712j,+14473.3-2.25104j,+1.10991e-05+2.11748e-06j,+1.11103e-05+2.13426e-06j,+0+0j,+28530.8+213530j,+0+0j,+0+0j,+29332.4+12.516j,-956.455+213332j,+14974.9+5.00524j,+0+0j,-1169.89+213118j,+0+0j,+0+0j,+0+0j,+0+0j,+0+0j,+207149-184198j,+593371-420838j,+329962-272383j,+224963-205435j,+28699.5+213718j
