# file...... Overhead_lines_power_in_A.csv
# date...... Fri Oct 27 14:51:54 2017
# user...... mast9
# host...... (null)
# group..... class= overhead_line
# property.. power_in_A
# limit..... -1
# interval.. 3600
# timestamp,O1-2,O1-3,O1-7,O3-4,O3-5,O5-6,O7-8,O8-12,O8-9,O8-13,O1401-14,O13-34,O13-18,O14-11,O14-10,O15-16,O15-17,O18-19,O18-21,O19-20,O21-22,O21-23,O23-24,O23-25,O2601-26,O25-28,O26-27,O26-31,O27-33,O28-29,O29-30,O30-250,O31-32,O34-15,O35-36,O35-40,O36-37,O36-38,O38-39,O40-41,O40-42,O42-43,O42-44,O44-45,O44-47,O45-46,O47-48,O47-49,O49-50,O50-51,O51-151,O52-53,O53-54,O54-55,O54-57,O55-56,O57-58,O57-60,O58-59,O60-61,O67-68,O67-72,O67-97,O68-69,O69-70,O70-71,O72-73,O72-76,O73-74,O74-75,O76-77,O76-86,O77-78,O78-79,O78-80,O80-81,O81-82,O81-84,O82-83,O84-85,O86-87,O87-88,O87-89,O89-90,O89-91,O91-92,O91-93,O93-94,O93-95,O95-96,O97-98,O98-99,O99-100,O100-450,O101-102,O101-105,O102-103,O103-104,O105-106,O105-108,O106-107,O108-109,O108-300,O109-110,O110-111,O110-112,O112-113,O113-114,O135-35,O149-1,O152-52,O6701-67,O197-101
2016-04-01 00:00:00 PDT,+0-0i,+0-0i,+1.03933e+06+151862i,+0+0j,+0+0j,+0+0j,+1.03043e+06+144390i,+0-0i,+89319.5+30671.6i,+938131+108787i,+62116.5+30587.6i,+0-0i,+406644-51827.2i,+41456.2+20739.7i,+20574.8+9761.29i,+0+0j,+0+0j,+56114.4+19067.6i,+124154+58959.5i,+41377.5+19030.2i,+0-0i,+124082+58813.5i,+0-0i,+124036+58673.8i,+41341.8+18913.8i,+82633.5+39597.4i,+41333.3+18890.4i,+0-0i,+41325+18871i,+41282.1+20656.7i,+6.94278e-06-1.1003e-06i,+6.95567e-06-1.04013e-06i,+0+0j,+0+0j,+41459.9+20769.5i,+169407-145733i,+41431.8+20729.7i,+0-0i,+0+0j,+0-0i,+169306-145926i,+0-0i,+164453-146117i,+26560.4+9441.92i,+137803-155737i,+5800.42+0.429482i,+72843.6+52046.4i,+28235.6-232122i,+10824-232425i,+10719.6-232738i,+2891.46-233033i,+506277+151916i,+490135+150623i,+20615+10310.5i,+477623+416496i,-3.78759e-09-2.73696e-09i,+0-0i,+475597+413107i,+0+0j,+7.01018e-06+2.73418e-05i,+57862.9+73.8382i,+218014+87475.3i,+122667+268195i,+50465.9+46.5267i,+29117.7+17.9344i,+24356.6+6.67273i,+0-0i,+217632+87206.9i,+0+0j,+0+0j,+59462.6-195301i,+55787.4+229520i,+59348.3-195571i,+43167.8+21597.4i,+16148.5-217240i,+16035.5-217689i,+15897-218161i,+0-0i,+67.51-218388i,+0+0j,+54970.4+228160i,+21343.3-52548.7i,+33095.3+279828i,+0-0i,+32679.7+279052i,+0-0i,+32354.5+278460i,+32088.2+277853i,-5.77745e-06+2.91865e-06i,+0-0i,+21319+3.85328i,-2.41068e-06+2.01588e-06i,-2.41462e-06+1.99871e-06i,-2.43292e-06+1.99569e-06i,+0-0i,+101125+267193i,+0+0j,+0+0j,+0-0i,+100986+266593i,+0+0j,+103133+30852.5i,-2266.66+235045i,+77400.1+30636.4i,+10512.6+2.65397i,+66802+30547.1i,+45768.7+21152.6i,+3520.17+0.168857i,+224476-132447i,+1.06178e+06+162214i,+527864+154743i,+399892+358172i,+101242+267686i
2016-04-01 22:00:00 PDT,-0+0i,-0+0i,+1.03062e+06-345614i,+0+0j,+0+0j,+0+0j,+1.01858e+06-354475i,-0+0i,+89338.8+306.076i,+925999-360604i,+51765.8+232.15i,-0+0i,+357289-339057i,+42261.4+21142.5i,+9457.49-20957.9i,+0+0j,+0+0j,+40299.9-42615i,+80077.9-63515.7i,+18425.1-42650.2i,-0+0i,+80076.5-63613.8i,-0+0i,+80068.2-63711.2i,+18384.2-42745.7i,+61662.3-21067i,+18375.8-42773.7i,-0+0i,+18367.6-42793.1i,+43289.5+21660.8i,-3.27915e-07-3.30243e-06i,-3.07055e-07-3.25073e-06i,+0+0j,+0+0j,+43109.2+21607.6i,+172947-248394i,+43078+21553.4i,-0+0i,+0+0j,-0+0i,+172707-248789i,-0+0i,+164843-249182i,+18290.1-21422.4i,+146341-228098i,+9181.02+1.03155i,+75949.1+54265.2i,+46481.6-244656i,+21826.5-244948i,+21673-245248i,+9592.87-245524i,+535671-32301.9i,+511908-33867.2i,+21202.3+10603.9i,+472950+295373i,+1.02367e-08-3.37779e-09i,-0+0i,+471298+292521i,+0+0j,+8.03448e-06+1.14093e-05i,+81939.2+141.076i,+167595-13394.9i,+130901+249739i,+70487+88.1895i,+41353.9+34.308i,+33712.2+12.3568i,-0+0i,+167339-13440.5i,+0+0j,+0+0j,+68775.6-202515i,+47441.3+294400i,+68653.2-202802i,+44766.8+22397.5i,+23851.3-225278i,+23727.3-225752i,+23569.6-226260i,-0+0i,+75.6927-226498i,+0+0j,+46364.9+292192i,+29106.6-54222.9i,+16561.4+344987i,-0+0i,+16043.9+343819i,-0+0i,+15579.1+342952i,+15188.5+342065i,+5.8934e-06+2.74537e-06i,-0+0i,+29079.8+6.55303i,-1.70886e-06+1.96097e-06i,-1.72917e-06+1.96989e-06i,-1.74581e-06+1.95179e-06i,-0+0i,+101637+249012i,+0+0j,+0+0j,-0+0i,+101514+248559i,+0+0j,+110104+644.372i,-8678.95+247396i,+74568.9+426.785i,+15845.7+5.79122i,+58657.2+354.196i,+49688+22035.7i,+5680.42+0.422161i,+235130-237169i,+1.05901e+06-333273i,+564655-28811.3i,+381526+238068i,+101735+249358i
2016-04-01 23:00:00 PDT,-0+0i,-0+0i,+921120-350044i,+0+0j,+0+0j,+0+0j,+911795-357331i,-0+0i,+81394+343.364i,+827648-362478i,+51933.5+282.143i,-0+0i,+323200-338350i,+42365.2+21194.5i,+9521.19-20960.1i,+0+0j,+0+0j,+35442.4-42615.5i,+80560.2-63444.6i,+18611.4-42646.9i,-0+0i,+80550.9-63539.4i,-0+0i,+80536.1-63634.1i,+18561.7-42733.8i,+61948.3-21000.1i,+18552.7-42761i,-0+0i,+18544.4-42780.4i,+43397.3+21715.1i,+1.24832e-06-1.97882e-07i,+1.22706e-06-2.09264e-07i,+0+0j,+0+0j,+43247.5+21677.7i,+147294-249696i,+43217+21623i,-0+0i,+0+0j,-0+0i,+147083-250057i,-0+0i,+141319-250416i,+15967.7-21424.1i,+125158-229306i,+6750.55+0.555617i,+76239.5+54472.7i,+24815.4-246079i,+5699.07-246368i,+5548.54-246666i,-3525.8-246945i,+478186-32912.8i,+459869-34178.4i,+21289.8+10647.9i,+438431+296473i,-1.85034e-08-6.37103e-10i,-0+0i,+436927+293843i,+0+0j,+9.8317e-06-1.32439e-05i,+63102.5+83.6462i,+167329-13211.7i,+124889+251231i,+54551.7+52.4263i,+31770+20.3132i,+26207.3+7.42613i,-0+0i,+167066-13272.1i,+0+0j,+0+0j,+63591.6-203455i,+51717.2+295489i,+63462.4-203739i,+44973.6+22500.9i,+18452.9-226316i,+18323.3-226783i,+18166.6-227276i,-0+0i,+76.3687-227512i,+0+0j,+50666.9+293271i,+22774.4-54478.8i,+27210.5+346312i,-0+0i,+26694.1+345134i,-0+0i,+26232.9+344259i,+25844.3+343370i,-5.13507e-06+2.96954e-06i,-0+0i,+22749.1+4.16646i,+1.55953e-06-9.74783e-08i,+1.56356e-06-8.56035e-08i,+1.554e-06-7.0021e-08i,-0+0i,+101955+250504i,+0+0j,+0+0j,-0+0i,+101834+250056i,+0+0j,+97309.9+690.69i,+4424.35+248850i,+69593+521.526i,+12063.3+3.33871i,+57472.6+460.306i,+48361.7+22151i,+4120.22+0.220914i,+205510-236058i,+944041-339925i,+500993-30128.9i,+356329+239597i,+102055+250858i
2016-04-02 00:00:00 PDT,-0+0i,-0+0i,+910919-350516i,+0+0j,+0+0j,+0+0j,+901973-357665i,-0+0i,+80904.4+348.957i,+818365-362729i,+51954.6+288.488i,-0+0i,+319634-338318i,+42378.1+21200.9i,+9529.37-20960.2i,+0+0j,+0+0j,+34625.7-42616.8i,+80624.4-63436.5i,+18635.3-42647.6i,-0+0i,+80614.6-63531.1i,-0+0i,+80599.4-63625.7i,+18584.6-42733.8i,+61988.2-20991.6i,+18575.6-42760.8i,-0+0i,+18567.3-42780.3i,+43414.3+21723.6i,+5.11364e-06-3.72275e-06i,+5.08739e-06-3.70295e-06i,+0+0j,+0+0j,+43266.9+21687.5i,+144739-249780i,+43236.6+21632.8i,-0+0i,+0+0j,-0+0i,+144531-250139i,-0+0i,+139091-250495i,+15601.2-21424.8i,+123299-229381i,+6370.49+0.494565i,+76278.8+54500.7i,+22892.2-246184i,+4256.5-246474i,+4106.56-246772i,-4487.02-247051i,+472680-33023.9i,+455260-34261.5i,+21300.8+10653.5i,+435227+296828i,-1.35718e-08-8.87549e-09i,-0+0i,+433739+294220i,+0+0j,+7.12836e-06+1.89417e-05i,+61759.4+80.489i,+167482-12921.2i,+124410+251346i,+53669.9+50.6019i,+31079.3+19.538i,+25837.1+7.21306i,-0+0i,+167219-12983.3i,+0+0j,+0+0j,+62716.4-203580i,+52668.5+295904i,+62587.7-203863i,+45000.5+22514.4i,+17551.4-226454i,+17422.1-226921i,+17266.1-227413i,-0+0i,+76.4854-227649i,+0+0j,+51618.5+293682i,+22584.3-54510.3i,+28352+346751i,-0+0i,+27835+345570i,-0+0i,+27373.7+344694i,+26985+343803i,+5.85968e-06+1.57529e-06i,-0+0i,+22559+4.11124i,-8.16521e-07-4.45051e-06i,-8.12098e-07-4.43382e-06i,-8.2686e-07-4.43423e-06i,-0+0i,+101666+250619i,+0+0j,+0+0j,-0+0i,+101544+250172i,+0+0j,+96060.1+697.493i,+5383.52+248959i,+68777.5+532.745i,+11443+3.00217i,+57278.8+473.246i,+48151.1+22165.5i,+3880.19+0.195792i,+202716-235989i,+933828-340579i,+495341-30300i,+354655+239995i,+101766+250974i
2016-04-02 01:00:00 PDT,-0+0i,-0+0i,+895372-351127i,+0+0j,+0+0j,+0+0j,+886880-358068i,-0+0i,+79917.1+354.642i,+804327-363004i,+51978.9+295.66i,-0+0i,+314608-338236i,+42393.4+21208.5i,+9538.3-20960.7i,+0+0j,+0+0j,+33812.2-42617.5i,+80695.7-63426.8i,+18662.4-42647.7i,-0+0i,+80684.8-63521i,-0+0i,+80668.7-63615.2i,+18610.4-42732.8i,+62031.2-20981.9i,+18601.2-42759.7i,-0+0i,+18593-42779.1i,+43431.4+21732.2i,-1.11664e-05-2.95082e-06i,-1.11901e-05-2.97551e-06i,+0+0j,+0+0j,+43288.3+21698.4i,+140970-249948i,+43258.1+21643.5i,-0+0i,+0+0j,-0+0i,+140766-250302i,-0+0i,+135701-250654i,+15186.9-21425.4i,+120326-229537i,+5940.42+0.4298i,+76323.2+54532.5i,+19845.8-246373i,+1985.58-246662i,+1836.14-246960i,-6236.62-247240i,+464441-33119.7i,+447925-34317i,+21313.8+10660.1i,+430303+297058i,-9.58559e-09-2.18942e-08i,-0+0i,+428836+294481i,+0+0j,+1.56083e-06+1.09635e-05i,+59193.1+74.1122i,+167536-12815.5i,+123567+251547i,+51606.1+46.6765i,+29757.7+17.9768i,+24886.6+6.68664i,-0+0i,+167272-12879.8i,+0+0j,+0+0j,+61847.6-203722i,+53498.3+296148i,+61718.4-204005i,+45031.6+22529.9i,+16651-226610i,+16521.2-227076i,+16365.6-227566i,-0+0i,+76.5956-227802i,+0+0j,+52451.4+293923i,+21844.1-54548.2i,+29926.6+347028i,-0+0i,+29409.6+345845i,-0+0i,+28948.7+344968i,+28560.1+344076i,+1.77448e-06-1.02763e-05i,-0+0i,+21819+3.86418i,+1.82773e-06+4.90667e-06i,+1.82755e-06+4.87937e-06i,+1.81575e-06+4.90381e-06i,-0+0i,+101562+250819i,+0+0j,+0+0j,-0+0i,+101440+250373i,+0+0j,+94207.7+704.999i,+7131.07+249154i,+67911.4+546.654i,+10802.6+2.67346i,+57054.5+488.94i,+47906.3+22182.7i,+3600.17+0.168416i,+198449-235851i,+917751-341477i,+486412-30487.9i,+351289+240282i,+101663+251175i
2016-04-02 02:00:00 PDT,-0+0i,-0+0i,+894835-351137i,+0+0j,+0+0j,+0+0j,+886347-358072i,-0+0i,+79858.2+354.926i,+803855-363003i,+51980+296.032i,-0+0i,+314474-338225i,+42393.9+21208.8i,+9538.88-20960.6i,+0+0j,+0+0j,+33813.6-42617.3i,+80698.9-63426.1i,+18663.8-42647.5i,-0+0i,+80687.9-63520.2i,-0+0i,+80671.8-63614.4i,+18611.7-42732.5i,+62032.9-20981.4i,+18602.5-42759.4i,-0+0i,+18594.3-42778.8i,+43431.9+21732.5i,-1.39642e-05-1.03514e-05i,-1.40055e-05-1.03187e-05i,+0+0j,+0+0j,+43288.9+21698.7i,+140861-249954i,+43258.7+21643.9i,-0+0i,+0+0j,-0+0i,+140657-250308i,-0+0i,+135592-250660i,+15187.7-21425.3i,+120216-229542i,+5940.42+0.429792i,+76324.6+54533.5i,+19733.6-246380i,+1903.35-246669i,+1753.91-246967i,-6318.85-247247i,+464168-33121.6i,+447652-34317.7i,+21314.3+10660.3i,+430144+297067i,-7.01556e-09-2.79089e-08i,-0+0i,+428678+294491i,+0+0j,+5.51669e-06-4.09275e-06i,+59072.8+73.7873i,+167535-12812.3i,+123531+251555i,+51485.9+46.4637i,+29697.7+17.8985i,+24826.6+6.65419i,-0+0i,+167271-12876.7i,+0+0j,+0+0j,+61849.1-203728i,+53491.6+296156i,+61719.7-204010i,+45032.8+22530.5i,+16651.2-226616i,+16521.3-227082i,+16365.7-227572i,-0+0i,+76.5991-227808i,+0+0j,+52444.8+293931i,+21784.1-54549.7i,+29980.1+347037i,-0+0i,+29463.1+345854i,-0+0i,+29002.1+344977i,+28613.6+344085i,-7.02665e-06+9.59191e-07i,-0+0i,+21759+3.84568i,-3.92894e-06-1.9833e-06i,-3.92987e-06-1.98923e-06i,-3.93319e-06-1.97871e-06i,-0+0i,+101586+250827i,+0+0j,+0+0j,-0+0i,+101465+250381i,+0+0j,+94149.7+705.446i,+7213.29+249162i,+67913.6+547.3i,+10802.6+2.67338i,+57056.7+489.584i,+47907.5+22183.4i,+3600.17+0.168411i,+198311-235839i,+917149-341498i,+486076-30493.2i,+351131+240293i,+101687+251183i
2016-04-02 03:00:00 PDT,-0+0i,-0+0i,+912739-350783i,+0+0j,+0+0j,+0+0j,+904061-357951i,-0+0i,+81791.5+351.598i,+819577-363034i,+51960.4+289.805i,-0+0i,+318909-338498i,+42383.3+21203.5i,+9529.94-20961.5i,+0+0j,+0+0j,+33371.7-42623.3i,+80651.7-63439.9i,+18642.2-42653.2i,-0+0i,+80642.9-63535i,-0+0i,+80628.5-63629.9i,+18591.3-42739.9i,+62011-20989.9i,+18582.2-42766.8i,-0+0i,+18573.9-42786.3i,+43430.6+21731.7i,-3.70261e-06-6.66559e-06i,-3.7009e-06-6.69162e-06i,+0+0j,+0+0j,+43280.9+21694.7i,+144802-249687i,+43250.7+21639.9i,-0+0i,+0+0j,-0+0i,+144596-250044i,-0+0i,+139439-250400i,+15234.7-21427.6i,+124014-229283i,+6000.43+0.43863i,+76303.5+54518.4i,+23576.1-246100i,+4749.19-246390i,+4600.49-246689i,-3432.04-246967i,+473095-33171.7i,+456998-34407.7i,+21305.5+10655.9i,+435812+297367i,-1.6456e-08-2.13565e-09i,-0+0i,+434322+294762i,+0+0j,-1.88036e-05+1.33295e-06i,+63665.6+86.7225i,+167859-12301.4i,+124878+251256i,+56104.2+54.9702i,+32050.8+21.0322i,+27087.8+7.92707i,-0+0i,+167597-12363.5i,+0+0j,+0+0j,+61368.1-203651i,+54380.2+296605i,+61243.6-203933i,+45013.6+22520.9i,+16195.1-226530i,+16069-226998i,+15915.2-227492i,-0+0i,+76.5847-227728i,+0+0j,+53324.3+294376i,+24044.8-54521.6i,+28592.9+347452i,-0+0i,+28074.9+346270i,-0+0i,+27612.7+345393i,+27223.4+344499i,-1.85053e-06+2.34848e-06i,-0+0i,+24019.2+4.57575i,-5.3515e-06-1.31334e-05i,-5.37357e-06-1.3126e-05i,-5.38759e-06-1.31216e-05i,-0+0i,+100671+250530i,+0+0j,+0+0j,-0+0i,+100548+250084i,+0+0j,+96124.4+699.394i,+4324.56+248872i,+67741.7+534.468i,+10592.5+2.57177i,+57095+477.104i,+47964+22171.7i,+3680.17+0.176074i,+203252-236158i,+937373-340777i,+497299-30432.6i,+357413+240538i,+100772+250882i
2016-04-02 04:00:00 PDT,-0+0i,-0+0i,+970827-349081i,+0+0j,+0+0j,+0+0j,+961448-357047i,-0+0i,+87342+336.501i,+871183-362639i,+51882.4+265.967i,-0+0i,+335149-339192i,+42337.1+21180.4i,+9498.22-20962.1i,+0+0j,+0+0j,+34546.4-42631.1i,+80441-63480.5i,+18556.1-42661.9i,-0+0i,+80437.3-63577.8i,-0+0i,+80427.2-63674.5i,+18509.6-42753.6i,+61893.9-21021.8i,+18500.6-42780.7i,-0+0i,+18492.3-42800.1i,+43395.9+21714i,+6.10117e-06+6.18856e-06i,+6.08477e-06+6.21685e-06i,+0+0j,+0+0j,+43228.3+21668.2i,+157319-248912i,+43198+21613.5i,-0+0i,+0+0j,-0+0i,+157103-249283i,-0+0i,+151555-249652i,+15654.9-21430.5i,+135704-228543i,+6470.5+0.510785i,+76187.8+54435.8i,+35470.5-245269i,+13541.5-245559i,+13393.1-245859i,+4719.29-246135i,+503007-33080.6i,+485511-34461.4i,+21266.8+10636.5i,+454015+297461i,-3.92027e-09+9.25583e-10i,-0+0i,+452447+294753i,+0+0j,+9.31979e-06-1.0161e-05i,+75110.7+122.317i,+168813-11609.4i,+128295+250373i,+66927+78.0314i,+37769.2+29.6292i,+32421.2+11.3856i,-0+0i,+168555-11664.7i,+0+0j,+0+0j,+62611.5-203256i,+54398.1+296932i,+62495.2-203536i,+44923.9+22476i,+17537.7-226089i,+17418.2-226561i,+17265.9-227064i,-0+0i,+76.3751-227301i,+0+0j,+53321.9+294699i,+29136.7-54404.9i,+23485.5+347658i,-0+0i,+22966+346481i,-0+0i,+22501.1+345607i,+22110.5+344711i,+1.8824e-06-4.95827e-06i,-0+0i,+29109.9+6.46313i,+2.86677e-06-3.55087e-06i,+2.88362e-06-3.53545e-06i,+2.86726e-06-3.54105e-06i,-0+0i,+98993.2+249651i,+0+0j,+0+0j,-0+0i,+98867.9+249203i,+0+0j,+102600+675.535i,-3824.05+248017i,+68744.4+487.256i,+11483+3.02932i,+57205.6+427.672i,+48141.8+22120.8i,+3960.2+0.204363i,+218525-237030i,+1.00069e+06-337883i,+532397-29972.6i,+373279+240433i,+99095+249995i
2016-04-02 05:00:00 PDT,-0+0i,-0+0i,+1.03333e+06-346383i,+0+0j,+0+0j,+0+0j,+1.02234e+06-355263i,-0+0i,+91746.9+313.857i,+927366-361425i,+51779.9+235.915i,-0+0i,+354622-339600i,+42271.8+21147.7i,+9461.18-20959.4i,+0+0j,+0+0j,+37379.3-42626.1i,+80150.1-63516.7i,+18446.9-42659i,-0+0i,+80150.8-63615.8i,-0+0i,+80144.4-63714.1i,+18405.5-42755.6i,+61717.7-21060.3i,+18396.8-42783.2i,-0+0i,+18388.5-42802.7i,+43324.1+21677.9i,+2.5664e-06-6.88063e-06i,+2.51632e-06-6.93275e-06i,+0+0j,+0+0j,+43138.9+21622.9i,+171984-248202i,+43108.1+21568.5i,-0+0i,+0+0j,-0+0i,+171750-248593i,-0+0i,+164963-248980i,+17021.8-21427i,+147733-227890i,+7900.75+0.763367i,+76001.4+54302.6i,+47799.2-244481i,+22694.7-244774i,+22544.1-245074i,+12106.3-245348i,+535918-32607.9i,+515239-34164.9i,+21210.8+10608.3i,+473468+296435i,+3.1528e-09+3.18317e-08i,-0+0i,+471808+293595i,+0+0j,+2.18459e-05+1.27365e-05i,+85837.1+159.169i,+168580-12144.9i,+131748+249535i,+75949.8+101.156i,+43248.1+38.6226i,+36674.4+14.6206i,-0+0i,+168327-12190.7i,+0+0j,+0+0j,+65621.8-202645i,+51535.3+295789i,+65509.3-202927i,+44789.5+22408.8i,+20686.7-225413i,+20570.3-225889i,+20417.5-226400i,-0+0i,+75.9174-226637i,+0+0j,+50447.6+293569i,+32668.1-54241.1i,+17073.6+346374i,-0+0i,+16554.6+345206i,-0+0i,+16088.6+344339i,+15697.7+343446i,-6.0236e-06-7.35833e-06i,-0+0i,+32640.5+8.03499i,-5.16885e-07-9.02446e-07i,-5.3812e-07-9.17991e-07i,-5.48624e-07-9.07317e-07i,-0+0i,+98916.1+248814i,+0+0j,+0+0j,-0+0i,+98790.3+248364i,+0+0j,+109903+645.648i,-11198.3+247207i,+71649+428.961i,+13694.3+4.32291i,+57893.9+363i,+48913.1+22047.4i,+4880.31+0.311419i,+235396-237675i,+1.06616e+06-333892i,+568737-29082.5i,+387268+239143i,+99016.9+249153i
2016-04-02 06:00:00 PDT,-0+0i,-0+0i,+1.06345e+06-344602i,+0+0j,+0+0j,+0+0j,+1.05138e+06-353958i,-0+0i,+93030.9+299.395i,+954954-360410i,+51721.7+219.185i,-0+0i,+365392-339564i,+42233.5+21128.5i,+9441.36-20956.9i,+0+0j,+0+0j,+40257.6-42617.3i,+79971.5-63532.9i,+18382.8-42652.5i,-0+0i,+79973.3-63632.4i,-0+0i,+79967.9-63731i,+18344.3-42750.9i,+61603.4-21082.2i,+18335.8-42778.9i,-0+0i,+18327.5-42798.3i,+43271+21651.3i,+2.3444e-06-2.7113e-07i,+2.37095e-06-2.20714e-07i,+0+0j,+0+0j,+43079.6+21592.8i,+179365-247900i,+43048.5+21538.7i,-0+0i,+0+0j,-0+0i,+179119-248302i,-0+0i,+171450-248702i,+18065.3-21422.7i,+153169-227624i,+8980.97+0.987893i,+75883.1+54217.9i,+53418.3-244135i,+26852.9-244428i,+26699.6-244730i,+14778.3-245003i,+552456-32230i,+528641-33885.5i,+21178.5+10592i,+482823+295518i,-2.63148e-09-1.23448e-08i,-0+0i,+481122+292604i,+0+0j,+4.04226e-06-9.63569e-06i,+89197.8+169.986i,+168111-12878.6i,+132961+249178i,+77895.8+107.233i,+44970.8+41.3357i,+37525.1+15.3357i,-0+0i,+167859-12919.8i,+0+0j,+0+0j,+68703.5-202272i,+48195.3+294678i,+68587.9-202556i,+44710.6+22369.3i,+23843.5-225004i,+23725-225480i,+23569.4-225993i,-0+0i,+75.6246-226231i,+0+0j,+47107.3+292469i,+32888.2-54149.5i,+13514+345190i,-0+0i,+12995.8+344026i,-0+0i,+12529.7+343161i,+12138.7+342272i,-5.58325e-06-1.07406e-05i,-0+0i,+32860.4+8.30042i,-9.88644e-07-5.18867e-06i,-9.90686e-07-5.19133e-06i,-9.93734e-07-5.16202e-06i,-0+0i,+99912.4+248454i,+0+0j,+0+0j,-0+0i,+99787.3+248002i,+0+0j,+113561+630.195i,-13858+246858i,+74231.8+398.435i,+15765.7+5.74087i,+58400.7+326.407i,+49466.6+22004.8i,+5520.39+0.399264i,+243395-237781i,+1.09587e+06-331492i,+585334-28495.4i,+391389+238084i,+100012+248794i
2016-04-02 07:00:00 PDT,-0+0i,-0+0i,+958655-348507i,+0+0j,+0+0j,+0+0j,+948784-356315i,-0+0i,+84228+327.497i,+861608-361789i,+51863.2+261.871i,-0+0i,+334832-338661i,+42318.9+21171.3i,+9497.29-20957.1i,+0+0j,+0+0j,+37892.6-42607.2i,+80361.4-63463.6i,+18539.8-42640.5i,-0+0i,+80354.2-63559.2i,-0+0i,+80341.2-63654.6i,+18493.2-42729.9i,+61823-21024.8i,+18484.3-42757.2i,-0+0i,+18476.1-42776.7i,+43340.8+21686.7i,-2.74584e-07-6.68318e-06i,-2.98811e-07-6.70489e-06i,+0+0j,+0+0j,+43181.6+21644.5i,+155254-249288i,+43151+21590i,-0+0i,+0+0j,-0+0i,+155033-249658i,-0+0i,+148949-250026i,+16417.2-21419.7i,+132332-228927i,+7240.63+0.640312i,+76105.7+54377i,+32196.1-245608i,+11042.8-245896i,+10890.4-246193i,+893.355-246469i,+498486-32575.8i,+477465-33947i,+21250.1+10627.9i,+449707+295532i,+1.76577e-09+4.89921e-09i,-0+0i,+448148+292822i,+0+0j,-7.54711e-06+1.64356e-05i,+68447.2+98.4693i,+167235-13818.4i,+126540+250707i,+59030.8+61.6571i,+34403.7+23.9692i,+28528.7+8.82132i,-0+0i,+166974-13873.4i,+0+0j,+0+0j,+66196.9-203002i,+49265.2+294418i,+66067.8-203286i,+44875.7+22451.9i,+21156-225815i,+21026.8-226282i,+20868.2-226778i,-0+0i,+76.0692-227014i,+0+0j,+48212.5+292213i,+24614.9-54363.5i,+22914+345148i,-0+0i,+22399.6+343977i,-0+0i,+21939+343108i,+21551.4+342223i,-2.17272e-06-7.64583e-06i,-0+0i,+24589.1+4.90923i,-3.65136e-06-9.20735e-07i,-3.66585e-06-9.19573e-07i,-3.65325e-06-8.932e-07i,-0+0i,+101767+249981i,+0+0j,+0+0j,-0+0i,+101645+249534i,+0+0j,+101532+665.951i,+16.265+248354i,+71239.8+481.395i,+13664.2+4.29374i,+57515.6+416.309i,+48458.1+22099.3i,+4320.24+0.243457i,+214838-236510i,+983114-337661i,+523078-29549.1i,+363251+238502i,+101866+250333i
2016-04-02 08:00:00 PDT,-0+0i,-0+0i,+837480-352358i,+0+0j,+0+0j,+0+0j,+830307-358566i,-0+0i,+74395.7+365.002i,+753448-363036i,+52035.2+313.919i,-0+0i,+298921-337533i,+42422.8+21223.3i,+9565.17-20957.2i,+0+0j,+0+0j,+34720.9-42597.2i,+80840.7-63380.9i,+18730.5-42628i,-0+0i,+80823.3-63472.2i,-0+0i,+80801.8-63564.1i,+18674.4-42707.3i,+62096.9-20954.9i,+18665-42733.9i,-0+0i,+18656.8-42753.4i,+43432.4+21733.1i,+2.88359e-07-4.80028e-06i,+2.7193e-07-4.78928e-06i,+0+0j,+0+0j,+43310.4+21709.7i,+127045-250750i,+43280.5+21654.8i,-0+0i,+0+0j,-0+0i,+126849-251090i,-0+0i,+122823-251428i,+14258.5-21417i,+108381-230308i,+4970.3+0.300658i,+76384+54575.9i,+7765.27-247206i,-7177.83-247494i,-7329.64-247790i,-14803.4-248073i,+435812-32953.7i,+418476-34028i,+21338.2+10672.2i,+411395+296139i,+5.21481e-09+3.93139e-08i,-0+0i,+410002+293651i,+0+0j,+8.91705e-06+6.8597e-06i,+44870.7+41.2853i,+166570-14338.9i,+119148+252417i,+37915.2+25.5395i,+22369.9+10.0703i,+18533.7+3.70132i,-0+0i,+166299-14410.3i,+0+0j,+0+0j,+62831.4-203916i,+51292.2+294760i,+62688-204200i,+45081.4+22554.8i,+17568.2-226829i,+17427.6-227287i,+17266.7-227763i,-0+0i,+76.7075-227998i,+0+0j,+50276+292552i,+15552.5-54624.7i,+34061.8+345742i,-0+0i,+33549+344558i,-0+0i,+33092.7+343680i,+32707.4+342795i,-4.76493e-06-1.94412e-06i,-0+0i,+15528.6+2.23204i,-3.79125e-06+1.94928e-06i,-3.79147e-06+1.94414e-06i,-3.79881e-06+1.96206e-06i,-0+0i,+103439+251686i,+0+0j,+0+0j,-0+0i,+103320+251244i,+0+0j,+87499.9+719.325i,+15709.6+250010i,+67275.2+582.898i,+10882.7+2.7091i,+56339.3+526.255i,+47133.9+22215.7i,+2760.1+0.0988344i,+181671-234989i,+853467-343826i,+451409-30649.6i,+331520+239535i,+103539+252052i
